 pos. daughter  O 17 z= 8 a=17 Q=  2.762
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.40       3.0     0.364   -22.239    -7.779    -7.844   -28.783   -18.873   -19.395
      0.70       3.0     0.197   -14.627    -7.824    -7.865   -19.460   -12.272   -12.687
      1.00       3.0     0.046   -11.582    -7.643    -7.655   -15.731    -9.511    -9.830
      1.50       3.0     0.005    -9.213    -6.646    -6.604   -12.787    -7.857    -8.041
      2.00       3.0     0.001    -8.014    -5.937    -5.838   -10.983    -6.970    -7.043
      3.00       3.0     0.000    -6.621    -5.018    -4.800    -8.582    -5.849    -5.755
      5.00       3.0     0.000    -4.672    -3.843    -3.380    -6.027    -4.474    -4.150
     10.00       3.0     0.000    -2.481    -1.874    -1.047    -2.934    -2.257    -1.595
     30.00       3.0     0.000    -0.322     1.299     2.484    -0.773     1.279     2.370
      0.01       4.0     0.523  -100.000    -6.506    -6.592  -100.000  -100.000  -100.000
      0.10       4.0     0.516   -75.528    -6.608    -6.691   -94.049   -61.227   -61.861
      0.20       4.0     0.498   -40.002    -6.697    -6.775   -50.540   -34.083   -34.679
      0.40       4.0     0.444   -22.239    -6.784    -6.848   -28.785   -19.891   -20.413
      0.70       4.0     0.337   -14.627    -6.826    -6.866   -19.462   -13.278   -13.693
      1.00       4.0     0.209   -11.582    -6.824    -6.836   -15.732   -10.332   -10.651
      1.50       4.0     0.047    -9.213    -6.505    -6.463   -12.787    -7.999    -8.183
      2.00       4.0     0.014    -8.014    -5.906    -5.806   -10.983    -7.001    -7.075
      3.00       4.0     0.004    -6.620    -5.012    -4.795    -8.582    -5.855    -5.760
      5.00       4.0     0.001    -4.672    -3.843    -3.379    -6.027    -4.475    -4.151
     10.00       4.0     0.000    -2.481    -1.874    -1.047    -2.934    -2.257    -1.595
     30.00       4.0     0.000    -0.322     1.299     2.484    -0.773     1.279     2.370
      0.01       5.0     0.564  -100.000    -5.770    -5.844  -100.000  -100.000  -100.000
      0.10       5.0     0.563   -75.528    -5.774    -5.847   -94.072   -63.575   -64.210
      0.20       5.0     0.558   -40.002    -5.787    -5.857   -50.562   -35.586   -36.182
      0.40       5.0     0.537   -22.239    -5.815    -5.874   -28.805   -21.062   -21.584
      0.70       5.0     0.485   -14.627    -5.834    -5.870   -19.477   -14.345   -14.760
      1.00       5.0     0.413   -11.582    -5.829    -5.838   -15.745   -11.364   -11.683
      1.50       5.0     0.265    -9.212    -5.785    -5.742   -12.796    -8.732    -8.916
      2.00       5.0     0.128    -8.013    -5.623    -5.523   -10.986    -7.289    -7.362
      3.00       5.0     0.035    -6.619    -4.960    -4.743    -8.583    -5.908    -5.813
      5.00       5.0     0.009    -4.672    -3.835    -3.372    -6.027    -4.483    -4.159
     10.00       5.0     0.002    -2.481    -1.873    -1.046    -2.934    -2.258    -1.596
     30.00       5.0     0.000    -0.322     1.299     2.484    -0.773     1.279     2.370
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726  -100.000    -4.866    -4.890  -100.000  -100.000  -100.000
      0.10       6.0     0.725   -75.528    -4.866    -4.889   -94.208   -71.769   -72.404
      0.20       6.0     0.724   -40.002    -4.864    -4.886   -50.699   -39.768   -40.364
      0.40       6.0     0.718   -22.239    -4.858    -4.873   -28.939   -23.336   -23.857
      0.70       6.0     0.700   -14.627    -4.843    -4.843   -19.603   -15.894   -16.309
      1.00       6.0     0.672   -11.582    -4.822    -4.801   -15.858   -12.667   -12.986
      1.50       6.0     0.604    -9.212    -4.776    -4.713   -12.879    -9.869   -10.053
      2.00       6.0     0.512    -8.012    -4.719    -4.607   -11.022    -8.254    -8.328
      3.00       6.0     0.299    -6.615    -4.534    -4.316    -8.594    -6.348    -6.253
      5.00       6.0     0.091    -4.670    -3.754    -3.298    -6.029    -4.565    -4.238
     10.00       6.0     0.020    -2.480    -1.865    -1.038    -2.934    -2.267    -1.604
     30.00       6.0     0.002    -0.322     1.300     2.484    -0.773     1.279     2.370
      0.01       7.0     1.223  -100.000    -3.686    -3.564  -100.000  -100.000  -100.000
      0.10       7.0     1.222   -75.528    -3.685    -3.563   -95.508   -96.816   -96.297
      0.20       7.0     1.222   -40.002    -3.685    -3.562   -51.979   -52.313   -52.539
      0.40       7.0     1.219   -22.239    -3.681    -3.557   -30.152   -29.652   -30.097
      0.70       7.0     1.212   -14.627    -3.673    -3.542   -20.680   -19.578   -19.973
      1.00       7.0     1.200   -11.582    -3.661    -3.520   -16.796   -15.330   -15.640
      1.50       7.0     1.173    -9.212    -3.632    -3.470   -13.494   -11.780   -11.956
      2.00       7.0     1.133    -8.012    -3.595    -3.404   -11.274    -9.820    -9.876
      3.00       7.0     1.021    -6.612    -3.496    -3.235    -8.714    -7.560    -7.440
      5.00       7.0     0.698    -4.663    -3.181    -2.742    -6.058    -5.172    -4.802
     10.00       7.0     0.196    -2.475    -1.780    -0.960    -2.940    -2.355    -1.680
     30.00       7.0     0.021    -0.322     1.303     2.487    -0.774     1.276     2.367
      0.01       8.0     2.447  -100.000    -2.252    -1.886  -100.000  -100.000  -100.000
      0.10       8.0     2.447   -75.528    -2.252    -1.886  -100.000  -100.000  -100.000
      0.20       8.0     2.446   -40.002    -2.252    -1.886   -80.132   -83.174   -81.426
      0.40       8.0     2.445   -22.239    -2.251    -1.884   -43.956   -45.101   -44.549
      0.70       8.0     2.442   -14.627    -2.249    -1.880   -27.321   -28.434   -27.790
      1.00       8.0     2.437   -11.582    -2.245    -1.873   -20.571   -21.560   -20.955
      1.50       8.0     2.424    -9.212    -2.236    -1.857   -15.229   -15.984   -15.470
      2.00       8.0     2.406    -8.012    -2.223    -1.835   -12.485   -13.027   -12.584
      3.00       8.0     2.355    -6.612    -2.180    -1.764    -9.594    -9.800    -9.378
      5.00       8.0     2.192    -4.661    -1.997    -1.494    -6.280    -6.677    -5.780
     10.00       8.0     1.493    -2.457    -1.179    -0.378    -3.015    -3.005    -2.184
     30.00       8.0     0.209    -0.318     1.333     2.518    -0.781     1.245     2.336
      0.01       9.0     5.180  -100.000    -0.674    -0.020  -100.000  -100.000  -100.000
      0.10       9.0     5.180   -75.528    -0.674    -0.020  -100.000  -100.000  -100.000
      0.20       9.0     5.180   -40.002    -0.674    -0.020  -100.000  -100.000  -100.000
      0.40       9.0     5.180   -22.239    -0.673    -0.020   -76.401   -79.555   -77.387
      0.70       9.0     5.178   -14.627    -0.673    -0.019   -46.024   -48.135   -46.696
      1.00       9.0     5.176   -11.582    -0.672    -0.017   -33.288   -35.365   -33.546
      1.50       9.0     5.170    -9.212    -0.669    -0.013   -22.712   -25.210   -22.836
      2.00       9.0     5.161    -8.012    -0.665    -0.006   -17.325   -19.970   -17.400
      3.00       9.0     5.138    -6.612    -0.646     0.020   -11.864   -14.476   -11.856
      5.00       9.0     5.062    -4.661    -0.530     0.159    -7.351    -9.570    -7.208
     10.00       9.0     4.708    -2.451     0.063     0.899    -3.660    -4.624    -3.257
     30.00       9.0     1.972    -0.289     1.614     2.802    -0.866     0.952     2.042
      0.01      10.0    11.118  -100.000     1.524     2.259  -100.000  -100.000  -100.000
      0.10      10.0    11.118   -75.528     1.524     2.259  -100.000  -100.000  -100.000
      0.20      10.0    11.118   -40.002     1.524     2.259  -100.000  -100.000  -100.000
      0.40      10.0    11.118   -22.239     1.524     2.259  -100.000  -100.000  -100.000
      0.70      10.0    11.117   -14.627     1.524     2.260   -86.183   -90.894   -86.933
      1.00      10.0    11.116   -11.582     1.525     2.261   -61.056   -65.303   -61.655
      1.50      10.0    11.113    -9.212     1.526     2.263   -41.353   -45.180   -41.782
      2.00      10.0    11.109    -8.012     1.529     2.267   -31.397   -34.959   -31.708
      3.00      10.0    11.098    -6.612     1.537     2.280   -21.300   -24.489   -21.448
      5.00      10.0    11.063    -4.661     1.576     2.346   -13.008   -15.619   -12.962
     10.00      10.0    10.898    -2.451     1.798     2.700    -6.443    -7.744    -6.135
     30.00      10.0     9.163    -0.257     2.654     3.879    -1.606    -0.252     0.840
      0.01      11.0    23.934  -100.000     3.654     4.823  -100.000  -100.000  -100.000
      0.10      11.0    23.934   -75.528     3.654     4.823  -100.000  -100.000  -100.000
      0.20      11.0    23.934   -40.002     3.654     4.823  -100.000  -100.000  -100.000
      0.40      11.0    23.934   -22.239     3.654     4.823  -100.000  -100.000  -100.000
      0.70      11.0    23.933   -14.627     3.654     4.823  -100.000  -100.000  -100.000
      1.00      11.0    23.933   -11.582     3.654     4.823  -100.000  -100.000  -100.000
      1.50      11.0    23.931    -9.212     3.654     4.823   -84.409   -88.246   -84.838
      2.00      11.0    23.930    -8.012     3.654     4.824   -63.691   -67.264   -64.001
      3.00      11.0    23.924    -6.612     3.655     4.825   -42.835   -46.036   -42.983
      5.00      11.0    23.908    -4.661     3.660     4.835   -25.941   -28.566   -25.895
     10.00      11.0    23.832    -2.451     3.710     4.917   -12.940   -14.262   -12.634
     30.00      11.0    23.015    -0.254     4.075     5.442    -3.830    -2.579    -1.486
 pos. daughter AR 37 z=18 a=37 Q=  6.149
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508    -0.264    -5.763     0.171  -100.000  -100.000  -100.000
      0.10       1.0     0.453    -0.264    -6.254     0.171  -100.000  -100.000  -100.000
      0.20       1.0     0.377    -0.264    -6.391     0.171  -100.000  -100.000  -100.000
      0.40       1.0     0.205    -0.264    -6.515     0.171   -91.544   -78.634   -79.613
      0.70       1.0     0.008    -0.264    -5.958     0.171   -54.402   -44.928   -45.660
      1.00       1.0     0.000    -0.264    -4.684     0.171   -39.538   -32.219   -32.792
      1.50       1.0     0.000    -0.264    -3.545     0.172   -27.928   -22.195   -22.585
      2.00       1.0     0.000    -0.264    -2.895     0.174   -21.976   -17.063   -17.321
      3.00       1.0     0.000    -0.264    -2.116     0.185   -15.729   -11.754   -11.823
      5.00       1.0     0.000    -0.258    -1.249     0.273   -10.355    -7.210    -7.034
     10.00       1.0     0.000    -0.180    -0.092     0.939    -5.469    -3.250    -2.731
     30.00       1.0     0.000     0.665     2.032     3.250    -2.056     0.772     1.834
      0.01       2.0     0.510    -0.264    -4.784     0.171  -100.000  -100.000  -100.000
      0.10       2.0     0.473    -0.264    -5.254     0.171  -100.000  -100.000  -100.000
      0.20       2.0     0.416    -0.264    -5.392     0.171  -100.000  -100.000  -100.000
      0.40       2.0     0.284    -0.264    -5.515     0.171   -91.544   -79.634   -80.613
      0.70       2.0     0.065    -0.264    -5.545     0.171   -54.402   -45.341   -46.073
      1.00       2.0     0.005    -0.264    -4.662     0.171   -39.538   -32.241   -32.813
      1.50       2.0     0.000    -0.264    -3.544     0.172   -27.928   -22.197   -22.586
      2.00       2.0     0.000    -0.264    -2.895     0.174   -21.976   -17.063   -17.321
      3.00       2.0     0.000    -0.264    -2.116     0.185   -15.729   -11.754   -11.823
      5.00       2.0     0.000    -0.258    -1.249     0.273   -10.355    -7.210    -7.034
     10.00       2.0     0.000    -0.180    -0.092     0.939    -5.469    -3.250    -2.731
     30.00       2.0     0.000     0.665     2.032     3.250    -2.056     0.772     1.834
      0.01       3.0     0.513    -0.264    -3.914     0.172  -100.000  -100.000  -100.000
      0.10       3.0     0.493    -0.264    -4.261     0.171  -100.000  -100.000  -100.000
      0.20       3.0     0.456    -0.264    -4.394     0.171  -100.000  -100.000  -100.000
      0.40       3.0     0.364    -0.264    -4.516     0.171   -91.544   -80.636   -81.615
      0.70       3.0     0.197    -0.264    -4.598     0.171   -54.402   -46.289   -47.021
      1.00       3.0     0.046    -0.264    -4.456     0.171   -39.538   -32.447   -33.020
      1.50       3.0     0.005    -0.264    -3.529     0.172   -27.928   -22.211   -22.601
      2.00       3.0     0.001    -0.264    -2.891     0.174   -21.976   -17.066   -17.324
      3.00       3.0     0.000    -0.264    -2.116     0.185   -15.729   -11.755   -11.824
      5.00       3.0     0.000    -0.258    -1.249     0.274   -10.355    -7.210    -7.034
     10.00       3.0     0.000    -0.180    -0.092     0.939    -5.469    -3.250    -2.731
     30.00       3.0     0.000     0.665     2.032     3.250    -2.056     0.772     1.834
      0.01       4.0     0.523    -0.264    -3.205     0.173  -100.000  -100.000  -100.000
      0.10       4.0     0.516    -0.264    -3.313     0.172  -100.000  -100.000  -100.000
      0.20       4.0     0.498    -0.264    -3.413     0.172  -100.000  -100.000  -100.000
      0.40       4.0     0.444    -0.264    -3.521     0.172   -91.548   -81.653   -82.633
      0.70       4.0     0.337    -0.264    -3.600     0.172   -54.405   -47.296   -48.027
      1.00       4.0     0.209    -0.264    -3.639     0.172   -39.540   -33.269   -33.841
      1.50       4.0     0.047    -0.264    -3.389     0.172   -27.928   -22.353   -22.743
      2.00       4.0     0.014    -0.264    -2.860     0.174   -21.976   -17.098   -17.356
      3.00       4.0     0.004    -0.264    -2.111     0.185   -15.729   -11.760   -11.829
      5.00       4.0     0.001    -0.258    -1.248     0.274   -10.355    -7.211    -7.035
     10.00       4.0     0.000    -0.180    -0.092     0.939    -5.469    -3.250    -2.731
     30.00       4.0     0.000     0.665     2.032     3.250    -2.056     0.772     1.834
      0.01       5.0     0.564    -0.264    -2.492     0.177  -100.000  -100.000  -100.000
      0.10       5.0     0.563    -0.264    -2.499     0.177  -100.000  -100.000  -100.000
      0.20       5.0     0.558    -0.264    -2.518     0.177  -100.000  -100.000  -100.000
      0.40       5.0     0.537    -0.264    -2.564     0.176   -91.577   -82.824   -83.804
      0.70       5.0     0.485    -0.264    -2.617     0.176   -54.427   -48.362   -49.094
      1.00       5.0     0.413    -0.264    -2.649     0.175   -39.558   -34.300   -34.873
      1.50       5.0     0.265    -0.264    -2.672     0.175   -27.940   -23.087   -23.476
      2.00       5.0     0.128    -0.264    -2.579     0.176   -21.981   -17.386   -17.644
      3.00       5.0     0.035    -0.263    -2.059     0.187   -15.731   -11.814   -11.883
      5.00       5.0     0.009    -0.258    -1.240     0.275   -10.355    -7.219    -7.043
     10.00       5.0     0.002    -0.180    -0.092     0.939    -5.469    -3.251    -2.732
     30.00       5.0     0.000     0.665     2.032     3.250    -2.056     0.772     1.834
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726    -0.264    -1.675     0.206  -100.000  -100.000  -100.000
      0.10       6.0     0.725    -0.264    -1.675     0.206  -100.000  -100.000  -100.000
      0.20       6.0     0.724    -0.264    -1.675     0.206  -100.000  -100.000  -100.000
      0.40       6.0     0.718    -0.264    -1.677     0.206   -91.782   -85.098   -86.077
      0.70       6.0     0.700    -0.264    -1.682     0.205   -54.611   -49.912   -50.644
      1.00       6.0     0.672    -0.264    -1.688     0.205   -39.717   -35.604   -36.176
      1.50       6.0     0.604    -0.264    -1.696     0.205   -28.052   -24.224   -24.613
      2.00       6.0     0.512    -0.264    -1.698     0.205   -22.047   -18.353   -18.611
      3.00       6.0     0.299    -0.263    -1.643     0.211   -15.753   -12.256   -12.325
      5.00       6.0     0.091    -0.257    -1.162     0.293   -10.360    -7.302    -7.126
     10.00       6.0     0.020    -0.179    -0.083     0.946    -5.470    -3.260    -2.740
     30.00       6.0     0.002     0.665     2.033     3.251    -2.057     0.772     1.834
      0.01       7.0     1.223    -0.264    -0.717     0.422  -100.000  -100.000  -100.000
      0.10       7.0     1.222    -0.264    -0.717     0.422  -100.000  -100.000  -100.000
      0.20       7.0     1.222    -0.264    -0.717     0.422  -100.000  -100.000  -100.000
      0.40       7.0     1.219    -0.264    -0.716     0.423   -94.070   -91.415   -92.393
      0.70       7.0     1.212    -0.264    -0.715     0.424   -56.316   -53.596   -54.327
      1.00       7.0     1.200    -0.264    -0.713     0.425   -41.038   -38.267   -38.838
      1.50       7.0     1.173    -0.264    -0.708     0.428   -28.847   -26.135   -26.523
      2.00       7.0     1.133    -0.264    -0.702     0.433   -22.506   -19.919   -20.175
      3.00       7.0     1.021    -0.263    -0.685     0.446   -15.982   -13.470   -13.538
      5.00       7.0     0.698    -0.254    -0.614     0.500   -10.430    -7.913    -7.736
     10.00       7.0     0.196    -0.175     0.000     1.014    -5.478    -3.349    -2.829
     30.00       7.0     0.021     0.665     2.036     3.254    -2.057     0.769     1.831
      0.01       8.0     2.447    -0.264     0.378     1.250  -100.000  -100.000  -100.000
      0.10       8.0     2.447    -0.264     0.378     1.250  -100.000  -100.000  -100.000
      0.20       8.0     2.446    -0.264     0.378     1.250  -100.000  -100.000  -100.000
      0.40       8.0     2.445    -0.264     0.379     1.251  -100.000  -100.000  -100.000
      0.70       8.0     2.442    -0.264     0.379     1.252   -63.732   -62.451   -63.163
      1.00       8.0     2.437    -0.264     0.380     1.253   -45.825   -44.496   -45.051
      1.50       8.0     2.424    -0.264     0.383     1.257   -31.753   -30.339   -30.715
      2.00       8.0     2.406    -0.264     0.387     1.262   -24.623   -23.125   -23.372
      3.00       8.0     2.355    -0.263     0.398     1.277   -17.306   -15.710   -15.769
      5.00       8.0     2.192    -0.253     0.432     1.326   -10.901    -9.419    -9.229
     10.00       8.0     1.493    -0.161     0.582     1.541    -5.588    -4.002    -3.477
     30.00       8.0     0.209     0.668     2.066     3.284    -2.065     0.737     1.799
      0.01       9.0     5.180    -0.264     1.615     2.556  -100.000  -100.000  -100.000
      0.10       9.0     5.180    -0.264     1.615     2.556  -100.000  -100.000  -100.000
      0.20       9.0     5.180    -0.264     1.615     2.556  -100.000  -100.000  -100.000
      0.40       9.0     5.180    -0.264     1.615     2.556  -100.000  -100.000  -100.000
      0.70       9.0     5.178    -0.264     1.616     2.557   -82.182   -82.152   -82.595
      1.00       9.0     5.176    -0.264     1.616     2.557   -58.323   -58.301   -58.580
      1.50       9.0     5.170    -0.264     1.617     2.559   -39.585   -39.565   -39.665
      2.00       9.0     5.161    -0.264     1.619     2.561   -30.105   -30.069   -30.053
      3.00       9.0     5.138    -0.263     1.624     2.569   -20.484   -20.385   -20.221
      5.00       9.0     5.062    -0.253     1.640     2.594   -12.578   -12.312   -11.984
     10.00       9.0     4.708    -0.156     1.714     2.707    -6.387    -5.622    -5.063
     30.00       9.0     1.972     0.693     2.345     3.565    -2.155     0.444     1.504
      0.01      10.0    11.118    -0.264     3.021     4.123  -100.000  -100.000  -100.000
      0.10      10.0    11.118    -0.264     3.021     4.123  -100.000  -100.000  -100.000
      0.20      10.0    11.118    -0.264     3.021     4.123  -100.000  -100.000  -100.000
      0.40      10.0    11.118    -0.264     3.021     4.123  -100.000  -100.000  -100.000
      0.70      10.0    11.117    -0.264     3.021     4.123  -100.000  -100.000  -100.000
      1.00      10.0    11.116    -0.264     3.021     4.123   -87.916   -88.239   -88.339
      1.50      10.0    11.113    -0.264     3.022     4.124   -59.254   -59.534   -59.488
      2.00      10.0    11.109    -0.264     3.022     4.125   -44.820   -45.057   -44.915
      3.00      10.0    11.098    -0.263     3.024     4.127   -30.249   -30.399   -30.133
      5.00      10.0    11.063    -0.253     3.031     4.138   -18.388   -18.361   -17.961
     10.00      10.0    10.898    -0.156     3.066     4.189    -9.234    -8.742    -8.155
     30.00      10.0     9.163     0.721     3.362     4.624    -2.907    -0.762     0.299
      0.01      11.0    23.934    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      0.10      11.0    23.934    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      0.20      11.0    23.934    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      0.40      11.0    23.934    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      0.70      11.0    23.933    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      1.00      11.0    23.933    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      1.50      11.0    23.931    -0.264     4.565     5.903  -100.000  -100.000  -100.000
      2.00      11.0    23.930    -0.264     4.565     5.903   -77.103   -77.363   -77.206
      3.00      11.0    23.924    -0.263     4.566     5.904   -51.773   -51.946   -51.667
      5.00      11.0    23.908    -0.253     4.568     5.908   -31.312   -31.308   -30.898
     10.00      11.0    23.832    -0.156     4.583     5.929   -15.726   -15.260   -14.669
     30.00      11.0    23.015     0.723     4.720     6.128    -5.126    -3.089    -2.028
 pos. daughter  K 37 z=19 a=37 Q= 11.640
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508     0.650    -5.157     1.228  -100.000  -100.000  -100.000
      0.10       1.0     0.453     0.650    -5.648     1.228  -100.000  -100.000  -100.000
      0.20       1.0     0.377     0.650    -5.788     1.228  -100.000  -100.000  -100.000
      0.40       1.0     0.205     0.650    -5.914     1.228  -100.000  -100.000  -100.000
      0.70       1.0     0.008     0.650    -5.361     1.228   -93.108   -83.885   -84.619
      1.00       1.0     0.000     0.650    -4.089     1.228   -66.385   -59.318   -59.893
      1.50       1.0     0.000     0.650    -2.954     1.228   -45.368   -40.072   -40.465
      2.00       1.0     0.000     0.650    -2.307     1.229   -34.799   -30.331   -30.593
      3.00       1.0     0.000     0.650    -1.536     1.234   -24.140   -20.418   -20.493
      5.00       1.0     0.000     0.653    -0.682     1.272   -15.292   -12.211   -12.043
     10.00       1.0     0.000     0.719     0.454     1.680    -8.419    -5.600    -5.090
     30.00       1.0     0.000     1.496     2.490     3.750    -3.698    -0.052     0.992
      0.01       2.0     0.510     0.650    -4.177     1.228  -100.000  -100.000  -100.000
      0.10       2.0     0.473     0.650    -4.649     1.228  -100.000  -100.000  -100.000
      0.20       2.0     0.416     0.650    -4.788     1.228  -100.000  -100.000  -100.000
      0.40       2.0     0.284     0.650    -4.914     1.228  -100.000  -100.000  -100.000
      0.70       2.0     0.065     0.650    -4.948     1.228   -93.108   -84.299   -85.032
      1.00       2.0     0.005     0.650    -4.067     1.228   -66.385   -59.339   -59.914
      1.50       2.0     0.000     0.650    -2.953     1.228   -45.368   -40.074   -40.467
      2.00       2.0     0.000     0.650    -2.307     1.229   -34.799   -30.331   -30.593
      3.00       2.0     0.000     0.650    -1.536     1.234   -24.140   -20.418   -20.493
      5.00       2.0     0.000     0.653    -0.682     1.272   -15.292   -12.211   -12.043
     10.00       2.0     0.000     0.719     0.454     1.680    -8.419    -5.600    -5.090
     30.00       2.0     0.000     1.496     2.490     3.750    -3.698    -0.052     0.992
      0.01       3.0     0.513     0.650    -3.308     1.228  -100.000  -100.000  -100.000
      0.10       3.0     0.493     0.650    -3.655     1.228  -100.000  -100.000  -100.000
      0.20       3.0     0.456     0.650    -3.790     1.228  -100.000  -100.000  -100.000
      0.40       3.0     0.364     0.650    -3.915     1.228  -100.000  -100.000  -100.000
      0.70       3.0     0.197     0.650    -4.000     1.228   -93.108   -85.247   -85.980
      1.00       3.0     0.046     0.650    -3.861     1.228   -66.385   -59.545   -60.120
      1.50       3.0     0.005     0.650    -2.938     1.228   -45.368   -40.088   -40.481
      2.00       3.0     0.001     0.650    -2.304     1.229   -34.799   -30.334   -30.596
      3.00       3.0     0.000     0.650    -1.535     1.234   -24.140   -20.419   -20.493
      5.00       3.0     0.000     0.653    -0.682     1.272   -15.292   -12.211   -12.043
     10.00       3.0     0.000     0.719     0.454     1.680    -8.419    -5.600    -5.090
     30.00       3.0     0.000     1.496     2.490     3.750    -3.698    -0.052     0.992
      0.01       4.0     0.523     0.650    -2.599     1.229  -100.000  -100.000  -100.000
      0.10       4.0     0.516     0.650    -2.708     1.229  -100.000  -100.000  -100.000
      0.20       4.0     0.498     0.650    -2.809     1.229  -100.000  -100.000  -100.000
      0.40       4.0     0.444     0.650    -2.920     1.228  -100.000  -100.000  -100.000
      0.70       4.0     0.337     0.650    -3.003     1.228   -93.111   -86.253   -86.986
      1.00       4.0     0.209     0.650    -3.044     1.228   -66.387   -60.367   -60.942
      1.50       4.0     0.047     0.650    -2.798     1.229   -45.368   -40.230   -40.623
      2.00       4.0     0.014     0.650    -2.273     1.229   -34.800   -30.366   -30.628
      3.00       4.0     0.004     0.650    -1.530     1.234   -24.140   -20.424   -20.498
      5.00       4.0     0.001     0.653    -0.681     1.272   -15.292   -12.212   -12.044
     10.00       4.0     0.000     0.719     0.454     1.680    -8.419    -5.600    -5.090
     30.00       4.0     0.000     1.496     2.490     3.750    -3.698    -0.052     0.992
      0.01       5.0     0.564     0.650    -1.890     1.231  -100.000  -100.000  -100.000
      0.10       5.0     0.563     0.650    -1.897     1.230  -100.000  -100.000  -100.000
      0.20       5.0     0.558     0.650    -1.917     1.230  -100.000  -100.000  -100.000
      0.40       5.0     0.537     0.650    -1.965     1.230  -100.000  -100.000  -100.000
      0.70       5.0     0.485     0.650    -2.020     1.230   -93.138   -87.319   -88.053
      1.00       5.0     0.413     0.650    -2.055     1.230   -66.404   -61.399   -61.974
      1.50       5.0     0.265     0.650    -2.081     1.230   -45.378   -40.963   -41.356
      2.00       5.0     0.128     0.650    -1.991     1.230   -34.805   -30.654   -30.916
      3.00       5.0     0.035     0.650    -1.478     1.234   -24.143   -20.477   -20.552
      5.00       5.0     0.009     0.653    -0.674     1.273   -15.292   -12.220   -12.052
     10.00       5.0     0.002     0.719     0.455     1.680    -8.419    -5.601    -5.091
     30.00       5.0     0.000     1.496     2.490     3.750    -3.698    -0.052     0.992
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726     0.650    -1.081     1.243  -100.000  -100.000  -100.000
      0.10       6.0     0.725     0.650    -1.081     1.243  -100.000  -100.000  -100.000
      0.20       6.0     0.724     0.650    -1.081     1.243  -100.000  -100.000  -100.000
      0.40       6.0     0.718     0.650    -1.084     1.243  -100.000  -100.000  -100.000
      0.70       6.0     0.700     0.650    -1.090     1.243   -93.360   -88.869   -89.603
      1.00       6.0     0.672     0.650    -1.097     1.242   -66.550   -62.702   -63.277
      1.50       6.0     0.604     0.650    -1.107     1.242   -45.472   -42.101   -42.493
      2.00       6.0     0.512     0.650    -1.112     1.242   -34.873   -31.621   -31.883
      3.00       6.0     0.299     0.650    -1.063     1.244   -24.172   -20.920   -20.994
      5.00       6.0     0.091     0.654    -0.596     1.281   -15.299   -12.303   -12.135
     10.00       6.0     0.020     0.719     0.463     1.685    -8.421    -5.610    -5.100
     30.00       6.0     0.002     1.496     2.490     3.750    -3.698    -0.053     0.992
      0.01       7.0     1.223     0.650    -0.135     1.347  -100.000  -100.000  -100.000
      0.10       7.0     1.222     0.650    -0.135     1.347  -100.000  -100.000  -100.000
      0.20       7.0     1.222     0.650    -0.135     1.347  -100.000  -100.000  -100.000
      0.40       7.0     1.219     0.650    -0.134     1.347  -100.000  -100.000  -100.000
      0.70       7.0     1.212     0.650    -0.133     1.348   -94.891   -92.553   -93.284
      1.00       7.0     1.200     0.650    -0.132     1.348   -67.551   -65.365   -65.937
      1.50       7.0     1.173     0.650    -0.128     1.350   -46.184   -44.012   -44.402
      2.00       7.0     1.133     0.650    -0.123     1.352   -35.422   -33.186   -33.446
      3.00       7.0     1.021     0.650    -0.110     1.357   -24.474   -22.134   -22.207
      5.00       7.0     0.698     0.655    -0.049     1.384   -15.385   -12.914   -12.746
     10.00       7.0     0.196     0.721     0.547     1.735    -8.435    -5.698    -5.189
     30.00       7.0     0.021     1.496     2.493     3.753    -3.699    -0.056     0.988
      0.01       8.0     2.447     0.650     0.941     1.938  -100.000  -100.000  -100.000
      0.10       8.0     2.447     0.650     0.941     1.938  -100.000  -100.000  -100.000
      0.20       8.0     2.446     0.650     0.941     1.938  -100.000  -100.000  -100.000
      0.40       8.0     2.445     0.650     0.941     1.938  -100.000  -100.000  -100.000
      0.70       8.0     2.442     0.650     0.942     1.939  -100.000  -100.000  -100.000
      1.00       8.0     2.437     0.650     0.943     1.940   -73.040   -71.595   -72.152
      1.50       8.0     2.424     0.650     0.945     1.943   -49.548   -48.216   -48.587
