 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  4.0   0.012   -4.284    4.501   -0.094  -99.999  -99.999  -99.999
  0.10  4.0   0.005   -4.287    4.498   -0.116  -99.999  -99.999  -99.999
  0.20  4.0  -0.013   -4.307    4.496   -0.132  -67.398    4.759   -1.276
  0.40  4.0  -0.067   -4.341    4.487   -0.147  -37.009    4.676   -0.965
  0.70  4.0  -0.174   -4.362    4.469   -0.155  -23.834    4.607   -0.708
  1.00  4.0  -0.302   -4.372    4.451   -0.157  -18.475    4.571   -0.540
  1.50  4.0  -0.464   -4.379    4.425   -0.104  -14.182    4.543   -0.346
  2.00  4.0  -0.497   -4.383    4.403    0.064  -11.783    4.535   -0.206
  3.00  4.0  -0.507   -4.345    4.368    0.319   -8.990    4.540   -0.005
  5.00  4.0  -0.510   -3.792    4.303    0.496   -6.359    4.561    0.248
 10.00  4.0  -0.511   -1.994    4.049    0.746   -3.688    4.486    0.566
 30.00  4.0  -0.511   -0.440    3.592    1.172   -1.887    4.201    1.056
100.00  4.0  -0.511   -0.044    3.488    1.634   -1.439    4.272    1.607
  0.01  5.0   0.053   -4.284    4.486    0.106  -99.999  -99.999  -99.999
  0.10  5.0   0.052   -4.287    4.485    0.104  -99.999  -99.999  -99.999
  0.20  5.0   0.047   -4.307    4.485    0.101  -67.509    4.759   -1.276
  0.40  5.0   0.026   -4.341    4.479    0.093  -37.093    4.676   -0.965
  0.70  5.0  -0.026   -4.362    4.464    0.086  -23.887    4.607   -0.708
  1.00  5.0  -0.098   -4.372    4.447    0.087  -18.511    4.571   -0.540
  1.50  5.0  -0.246   -4.379    4.423    0.100  -14.200    4.543   -0.346
  2.00  5.0  -0.383   -4.381    4.402    0.153  -11.789    4.535   -0.206
  3.00  5.0  -0.476   -4.344    4.368    0.327   -8.991    4.540   -0.005
  5.00  5.0  -0.502   -3.791    4.303    0.497   -6.359    4.561    0.247
 10.00  5.0  -0.509   -1.994    4.049    0.746   -3.688    4.486    0.566
 30.00  5.0  -0.511   -0.440    3.592    1.172   -1.887    4.201    1.056
100.00  5.0  -0.511   -0.044    3.488    1.634   -1.439    4.272    1.607
  0.01  6.0   0.215   -4.284    4.429    0.287  -99.999  -99.999  -99.999
  0.10  6.0   0.214   -4.287    4.430    0.287  -99.999  -99.999  -99.999
  0.20  6.0   0.213   -4.307    4.433    0.285  -68.331    4.759   -1.276
  0.40  6.0   0.207   -4.341    4.436    0.282  -37.753    4.676   -0.964
  0.70  6.0   0.189   -4.362    4.432    0.285  -24.331    4.607   -0.707
  1.00  6.0   0.161   -4.372    4.424    0.291  -18.826    4.571   -0.541
  1.50  6.0   0.093   -4.379    4.409    0.306  -14.372    4.543   -0.346
  2.00  6.0   0.001   -4.380    4.394    0.326  -11.866    4.535   -0.206
  3.00  6.0  -0.212   -4.336    4.365    0.378   -9.013    4.540   -0.006
  5.00  6.0  -0.420   -3.788    4.303    0.501   -6.364    4.561    0.247
 10.00  6.0  -0.491   -1.994    4.049    0.747   -3.689    4.486    0.566
 30.00  6.0  -0.509   -0.440    3.592    1.172   -1.887    4.201    1.056
100.00  6.0  -0.511   -0.044    3.488    1.634   -1.439    4.272    1.607
  0.01  7.0   0.712   -4.284    4.364    0.396  -99.999  -99.999  -99.999
  0.10  7.0   0.711   -4.287    4.364    0.395  -99.999  -99.999  -99.999
  0.20  7.0   0.711   -4.307    4.366    0.391  -78.894    4.759   -1.279
  0.40  7.0   0.708   -4.341    4.368    0.386  -43.008    4.676   -0.969
  0.70  7.0   0.701   -4.362    4.368    0.384  -27.289    4.607   -0.712
  1.00  7.0   0.689   -4.372    4.367    0.386  -20.746    4.571   -0.540
  1.50  7.0   0.662   -4.379    4.363    0.394  -15.251    4.543   -0.341
  2.00  7.0   0.622   -4.380    4.359    0.406  -12.323    4.535   -0.204
  3.00  7.0   0.510   -4.332    4.346    0.439   -9.233    4.540   -0.010
  5.00  7.0   0.187   -3.776    4.298    0.526   -6.427    4.560    0.243
 10.00  7.0  -0.315   -1.990    4.049    0.754   -3.696    4.486    0.564
 30.00  7.0  -0.490   -0.439    3.592    1.172   -1.888    4.201    1.056
100.00  7.0  -0.509   -0.044    3.488    1.634   -1.439    4.272    1.607
  0.01  8.0   1.936   -4.284    4.326    0.536  -99.999  -99.999  -99.999
  0.10  8.0   1.936   -4.287    4.326    0.535  -99.999  -99.999  -99.999
  0.20  8.0   1.935   -4.307    4.325    0.532  -99.999  -99.999  -99.999
  0.40  8.0   1.934   -4.341    4.321    0.526  -56.999    4.676   -0.989
  0.70  8.0   1.931   -4.362    4.319    0.524  -34.620    4.607   -0.736
  1.00  8.0   1.926   -4.372    4.317    0.524  -25.463    4.571   -0.564
  1.50  8.0   1.913   -4.379    4.315    0.526  -18.134    4.543   -0.372
  2.00  8.0   1.895   -4.380    4.313    0.531  -14.347    4.535   -0.242
  3.00  8.0   1.844   -4.332    4.307    0.546  -10.397    4.540   -0.047
  5.00  8.0   1.681   -3.772    4.275    0.596   -6.885    4.560    0.215
 10.00  8.0   0.982   -1.976    4.049    0.791   -3.793    4.486    0.535
 30.00  8.0  -0.302   -0.435    3.592    1.173   -1.895    4.202    1.056
100.00  8.0  -0.492   -0.044    3.488    1.634   -1.440    4.272    1.607
  0.01  9.0   4.669   -4.284    4.263    0.724  -99.999  -99.999  -99.999
  0.10  9.0   4.669   -4.287    4.262    0.724  -99.999  -99.999  -99.999
  0.20  9.0   4.669   -4.307    4.258    0.721  -99.999  -99.999  -99.999
  0.40  9.0   4.669   -4.341    4.249    0.718  -90.174    4.676   -0.973
  0.70  9.0   4.667   -4.362    4.244    0.717  -52.991    4.607   -0.730
  1.00  9.0   4.665   -4.372    4.242    0.716  -37.934    4.571   -0.572
  1.50  9.0   4.659   -4.379    4.239    0.717  -26.039    4.543   -0.386
  2.00  9.0   4.650   -4.380    4.237    0.718  -19.971    4.535   -0.255
  3.00  9.0   4.627   -4.332    4.232    0.722  -13.743    4.540   -0.077
  5.00  9.0   4.551   -3.771    4.209    0.741   -8.553    4.560    0.121
 10.00  9.0   4.197   -1.971    4.033    0.856   -4.504    4.486    0.399
 30.00  9.0   1.461   -0.406    3.592    1.178   -1.982    4.203    1.054
100.00  9.0  -0.324   -0.041    3.488    1.634   -1.443    4.272    1.607
  0.01 10.0  10.607   -4.284    4.014    0.910  -99.999  -99.999  -99.999
  0.10 10.0  10.607   -4.287    4.014    0.910  -99.999  -99.999  -99.999
  0.20 10.0  10.607   -4.307    4.009    0.911  -99.999  -99.999  -99.999
  0.40 10.0  10.607   -4.341    4.002    0.911  -99.999  -99.999  -99.999
  0.70 10.0  10.606   -4.362    3.997    0.912  -95.050    4.607   -0.750
  1.00 10.0  10.605   -4.372    3.995    0.912  -67.195    4.571   -0.599
  1.50 10.0  10.602   -4.379    3.993    0.912  -45.376    4.543   -0.429
  2.00 10.0  10.598   -4.380    3.991    0.913  -34.373    4.535   -0.311
  3.00 10.0  10.587   -4.332    3.988    0.915  -23.254    4.540   -0.148
  5.00 10.0  10.552   -3.771    3.975    0.922  -14.206    4.560    0.048
 10.00 10.0  10.387   -1.971    3.886    0.980   -7.289    4.486    0.323
 30.00 10.0   8.652   -0.373    3.583    1.215   -2.729    4.205    1.048
100.00 10.0   1.351   -0.017    3.487    1.635   -1.476    4.273    1.607
  0.01 11.0  23.423   -4.284    3.719    1.227  -99.999  -99.999  -99.999
  0.10 11.0  23.423   -4.287    3.719    1.227  -99.999  -99.999  -99.999
  0.20 11.0  23.423   -4.307    3.717    1.228  -99.999  -99.999  -99.999
  0.40 11.0  23.423   -4.341    3.713    1.229  -99.999  -99.999  -99.999
  0.70 11.0  23.422   -4.362    3.710    1.230  -99.999  -99.999  -99.999
  1.00 11.0  23.422   -4.372    3.709    1.230  -99.999  -99.999  -99.999
  1.50 11.0  23.420   -4.379    3.708    1.230  -88.413    4.543   -0.430
  2.00 11.0  23.419   -4.380    3.708    1.231  -66.648    4.535   -0.311
  3.00 11.0  23.413   -4.332    3.707    1.231  -44.770    4.540   -0.148
  5.00 11.0  23.397   -3.771    3.702    1.234  -27.121    4.560    0.048
 10.00 11.0  23.321   -1.971    3.666    1.252  -13.770    4.486    0.320
 30.00 11.0  22.504   -0.371    3.528    1.356   -4.941    4.205    1.046
100.00 11.0  14.011    0.086    3.483    1.649   -1.850    4.274    1.604
     end
 neg. daughter V45  z=23 n=22 a=45 Q= -6.6223
 pos. daughter Ti45 z=22 n=23 a=45 Q=  6.6223
                      +++ V45  --> Ti45 +++      --- Ti45 --> V45  ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003    0.071    3.475    0.509  -99.999  -99.999  -99.999
  0.10  1.0  -0.058    0.071    3.473    0.509  -99.999  -99.999  -99.999
  0.20  1.0  -0.134    0.069    3.469    0.509  -99.999  -99.999  -99.999
  0.40  1.0  -0.306    0.063    3.459    0.509  -98.499    3.857   -0.980
  0.70  1.0  -0.503    0.058    3.443    0.509  -59.076    3.851   -0.733
  1.00  1.0  -0.511    0.055    3.428    0.509  -43.043    3.842   -0.575
  1.50  1.0  -0.511    0.053    3.406    0.509  -30.282    3.830   -0.392
  2.00  1.0  -0.511    0.051    3.389    0.509  -23.683    3.822   -0.261
  3.00  1.0  -0.511    0.051    3.362    0.513  -16.834    3.808   -0.073
  5.00  1.0  -0.511    0.061    3.321    0.547  -11.061    3.790    0.170
 10.00  1.0  -0.511    0.165    3.229    0.776   -6.325    3.813    0.515
 30.00  1.0  -0.511    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  1.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  2.0  -0.001    0.071    3.475    0.509  -99.999  -99.999  -99.999
  0.10  2.0  -0.038    0.071    3.473    0.509  -99.999  -99.999  -99.999
  0.20  2.0  -0.095    0.069    3.469    0.509  -99.999  -99.999  -99.999
  0.40  2.0  -0.227    0.063    3.459    0.509  -98.499    3.857   -0.980
  0.70  2.0  -0.446    0.058    3.443    0.509  -59.076    3.851   -0.733
  1.00  2.0  -0.506    0.055    3.428    0.509  -43.043    3.842   -0.575
  1.50  2.0  -0.511    0.053    3.406    0.509  -30.282    3.830   -0.392
  2.00  2.0  -0.511    0.051    3.389    0.509  -23.683    3.822   -0.261
  3.00  2.0  -0.511    0.051    3.362    0.513  -16.834    3.808   -0.073
  5.00  2.0  -0.511    0.061    3.321    0.547  -11.061    3.790    0.170
 10.00  2.0  -0.511    0.165    3.229    0.776   -6.325    3.813    0.515
 30.00  2.0  -0.511    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  2.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  3.0   0.002    0.071    3.475    0.509  -99.999  -99.999  -99.999
  0.10  3.0  -0.018    0.071    3.473    0.509  -99.999  -99.999  -99.999
  0.20  3.0  -0.055    0.069    3.469    0.509  -99.999  -99.999  -99.999
  0.40  3.0  -0.147    0.063    3.459    0.509  -98.502    3.857   -0.980
  0.70  3.0  -0.314    0.058    3.443    0.509  -59.077    3.851   -0.733
  1.00  3.0  -0.465    0.055    3.428    0.509  -43.044    3.842   -0.575
  1.50  3.0  -0.506    0.053    3.406    0.509  -30.282    3.830   -0.392
  2.00  3.0  -0.510    0.051    3.389    0.509  -23.683    3.822   -0.261
  3.00  3.0  -0.511    0.051    3.362    0.513  -16.834    3.808   -0.073
  5.00  3.0  -0.511    0.061    3.321    0.547  -11.061    3.790    0.170
 10.00  3.0  -0.511    0.165    3.229    0.776   -6.325    3.813    0.515
 30.00  3.0  -0.511    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  3.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  4.0   0.012    0.071    3.475    0.509  -99.999  -99.999  -99.999
  0.10  4.0   0.005    0.071    3.472    0.509  -99.999  -99.999  -99.999
  0.20  4.0  -0.013    0.069    3.468    0.509  -99.999  -99.999  -99.999
  0.40  4.0  -0.067    0.063    3.458    0.509  -98.530    3.857   -0.980
  0.70  4.0  -0.174    0.058    3.442    0.509  -59.087    3.851   -0.733
  1.00  4.0  -0.302    0.055    3.428    0.509  -43.048    3.842   -0.575
  1.50  4.0  -0.464    0.053    3.406    0.509  -30.284    3.830   -0.392
  2.00  4.0  -0.497    0.051    3.389    0.509  -23.683    3.822   -0.261
  3.00  4.0  -0.507    0.051    3.362    0.513  -16.834    3.808   -0.073
  5.00  4.0  -0.510    0.061    3.321    0.547  -11.061    3.790    0.170
 10.00  4.0  -0.511    0.165    3.229    0.776   -6.325    3.813    0.515
 30.00  4.0  -0.511    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  4.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  5.0   0.053    0.071    3.462    0.511  -99.999  -99.999  -99.999
  0.10  5.0   0.052    0.071    3.461    0.511  -99.999  -99.999  -99.999
  0.20  5.0   0.047    0.069    3.458    0.511  -99.999  -99.999  -99.999
  0.40  5.0   0.026    0.063    3.451    0.510  -98.784    3.857   -0.980
  0.70  5.0  -0.026    0.058    3.438    0.510  -59.181    3.851   -0.733
  1.00  5.0  -0.098    0.055    3.425    0.510  -43.097    3.842   -0.575
  1.50  5.0  -0.246    0.053    3.405    0.510  -30.302    3.830   -0.392
  2.00  5.0  -0.383    0.052    3.388    0.510  -23.690    3.822   -0.261
  3.00  5.0  -0.476    0.051    3.361    0.514  -16.836    3.808   -0.073
  5.00  5.0  -0.502    0.061    3.321    0.547  -11.062    3.790    0.170
 10.00  5.0  -0.509    0.165    3.229    0.777   -6.325    3.813    0.515
 30.00  5.0  -0.511    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  5.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  6.0   0.215    0.071    3.410    0.522  -99.999  -99.999  -99.999
  0.10  6.0   0.214    0.071    3.410    0.522  -99.999  -99.999  -99.999
  0.20  6.0   0.213    0.069    3.410    0.522  -99.999  -99.999  -99.999
  0.40  6.0   0.207    0.063    3.412    0.522  -99.999    3.857   -0.980
  0.70  6.0   0.189    0.058    3.409    0.521  -59.867    3.851   -0.733
  1.00  6.0   0.161    0.055    3.404    0.521  -43.488    3.842   -0.575
  1.50  6.0   0.093    0.053    3.392    0.521  -30.476    3.830   -0.392
  2.00  6.0   0.001    0.052    3.380    0.521  -23.781    3.822   -0.261
  3.00  6.0  -0.212    0.051    3.359    0.523  -16.866    3.808   -0.073
  5.00  6.0  -0.420    0.061    3.321    0.554  -11.069    3.790    0.170
 10.00  6.0  -0.491    0.166    3.229    0.778   -6.326    3.813    0.515
 30.00  6.0  -0.509    0.402    3.079    1.202   -3.092    4.153    1.056
100.00  6.0  -0.511    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  7.0   0.712    0.071    3.344    0.600  -99.999  -99.999  -99.999
  0.10  7.0   0.711    0.071    3.344    0.600  -99.999  -99.999  -99.999
  0.20  7.0   0.711    0.069    3.345    0.600  -99.999  -99.999  -99.999
  0.40  7.0   0.708    0.063    3.348    0.600  -99.999  -99.999  -99.999
  0.70  7.0   0.701    0.058    3.351    0.600  -62.665    3.851   -0.733
  1.00  7.0   0.689    0.055    3.351    0.600  -45.202    3.842   -0.575
  1.50  7.0   0.662    0.053    3.350    0.602  -31.406    3.830   -0.392
  2.00  7.0   0.622    0.052    3.347    0.604  -24.368    3.822   -0.261
  3.00  7.0   0.510    0.051    3.339    0.609  -17.163    3.808   -0.074
  5.00  7.0   0.187    0.063    3.315    0.629  -11.163    3.790    0.170
 10.00  7.0  -0.315    0.168    3.228    0.797   -6.337    3.812    0.515
 30.00  7.0  -0.490    0.402    3.079    1.202   -3.093    4.153    1.056
100.00  7.0  -0.509    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  8.0   1.936    0.071    3.297    0.818  -99.999  -99.999  -99.999
  0.10  8.0   1.936    0.071    3.297    0.818  -99.999  -99.999  -99.999
  0.20  8.0   1.935    0.069    3.298    0.818  -99.999  -99.999  -99.999
  0.40  8.0   1.934    0.063    3.301    0.817  -99.999  -99.999  -99.999
  0.70  8.0   1.931    0.058    3.304    0.817  -70.580    3.851   -0.734
  1.00  8.0   1.926    0.055    3.305    0.817  -50.501    3.842   -0.576
  1.50  8.0   1.913    0.053    3.305    0.818  -34.714    3.830   -0.395
  2.00  8.0   1.895    0.052    3.305    0.820  -26.714    3.822   -0.265
  3.00  8.0   1.844    0.051    3.303    0.824  -18.569    3.808   -0.077
  5.00  8.0   1.681    0.064    3.290    0.840  -11.829    3.790    0.167
 10.00  8.0   0.982    0.179    3.221    0.904   -6.486    3.812    0.513
 30.00  8.0  -0.302    0.407    3.079    1.203   -3.101    4.153    1.055
100.00  8.0  -0.492    0.426    2.960    1.653   -2.187    4.575    1.611
  0.01  9.0   4.669    0.071    3.241    0.963  -99.999  -99.999  -99.999
  0.10  9.0   4.669    0.071    3.241    0.963  -99.999  -99.999  -99.999
  0.20  9.0   4.669    0.069    3.242    0.963  -99.999  -99.999  -99.999
  0.40  9.0   4.669    0.063    3.244    0.962  -99.999  -99.999  -99.999
  0.70  9.0   4.667    0.058    3.246    0.961  -89.619    3.851   -0.737
  1.00  9.0   4.665    0.055    3.247    0.961  -63.657    3.842   -0.581
  1.50  9.0   4.659    0.053    3.247    0.961  -43.298    3.830   -0.401
  2.00  9.0   4.650    0.052    3.247    0.961  -33.008    3.822   -0.272
  3.00  9.0   4.627    0.051    3.246    0.963  -22.572    3.808   -0.087
  5.00  9.0   4.551    0.064    3.238    0.970  -14.014    3.790    0.154
 10.00  9.0   4.197    0.182    3.189    1.008   -7.386    3.811    0.504
 30.00  9.0   1.461    0.438    3.076    1.210   -3.191    4.152    1.054
100.00  9.0  -0.324    0.429    2.960    1.653   -2.190    4.575    1.611
  0.01 10.0  10.607    0.071    3.146    1.117  -99.999  -99.999  -99.999
  0.10 10.0  10.607    0.071    3.146    1.117  -99.999  -99.999  -99.999
  0.20 10.0  10.607    0.069    3.146    1.117  -99.999  -99.999  -99.999
  0.40 10.0  10.607    0.063    3.147    1.116  -99.999  -99.999  -99.999
  0.70 10.0  10.606    0.058    3.148    1.115  -99.999  -99.999  -99.999
  1.00 10.0  10.605    0.055    3.149    1.115  -93.286    3.842   -0.587
  1.50 10.0  10.602    0.053    3.149    1.115  -62.969    3.830   -0.410
  2.00 10.0  10.598    0.052    3.149    1.115  -47.708    3.822   -0.283
  3.00 10.0  10.587    0.051    3.149    1.116  -32.313    3.808   -0.101
  5.00 10.0  10.552    0.064    3.144    1.119  -19.805    3.790    0.139
 10.00 10.0  10.387    0.182    3.114    1.140  -10.224    3.811    0.493
 30.00 10.0   8.652    0.473    3.053    1.259   -3.936    4.150    1.052
100.00 10.0   1.351    0.454    2.960    1.655   -2.223    4.575    1.610
  0.01 11.0  23.423    0.071    3.039    1.354  -99.999  -99.999  -99.999
  0.10 11.0  23.423    0.071    3.039    1.354  -99.999  -99.999  -99.999
  0.20 11.0  23.423    0.069    3.039    1.354  -99.999  -99.999  -99.999
  0.40 11.0  23.423    0.063    3.039    1.354  -99.999  -99.999  -99.999
  0.70 11.0  23.422    0.058    3.040    1.353  -99.999  -99.999  -99.999
  1.00 11.0  23.422    0.055    3.040    1.353  -99.999  -99.999  -99.999
  1.50 11.0  23.420    0.053    3.040    1.353  -99.999  -99.999  -99.999
  2.00 11.0  23.419    0.052    3.040    1.353  -79.979    3.822   -0.284
  3.00 11.0  23.413    0.051    3.040    1.353  -53.825    3.808   -0.102
  5.00 11.0  23.397    0.064    3.037    1.355  -32.715    3.790    0.137
 10.00 11.0  23.321    0.182    3.019    1.363  -16.697    3.811    0.491
 30.00 11.0  22.504    0.476    2.995    1.410   -6.136    4.150    1.052
100.00 11.0  14.011    0.560    2.955    1.671   -2.593    4.574    1.607
     end
 neg. daughter Cr45 z=24 n=21 a=45 Q=-11.9500
 pos. daughter V45  z=23 n=22 a=45 Q= 11.9500
                      +++ Cr45 --> V45  +++      --- V45  --> Cr45 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003    1.137    3.175    0.653  -99.999  -99.999  -99.999
  0.10  1.0  -0.058    1.137    3.173    0.653  -99.999  -99.999  -99.999
  0.20  1.0  -0.134    1.137    3.168    0.653  -99.999  -99.999  -99.999
  0.40  1.0  -0.306    1.137    3.155    0.653  -99.999  -99.999  -99.999
  0.70  1.0  -0.503    1.137    3.137    0.653  -97.777    3.711   -0.735
  1.00  1.0  -0.511    1.136    3.121    0.654  -70.171    3.749   -0.577
  1.50  1.0  -0.511    1.135    3.100    0.654  -48.422    3.774   -0.396
  2.00  1.0  -0.511    1.132    3.083    0.654  -37.355    3.775   -0.266
  3.00  1.0  -0.511    1.123    3.058    0.655  -26.034    3.751   -0.081
  5.00  1.0  -0.511    1.108    3.026    0.667  -16.691    3.683    0.159
 10.00  1.0  -0.511    1.102    2.962    0.794   -9.388    3.631    0.495
 30.00  1.0  -0.511    1.144    2.795    1.233   -4.495    3.982    1.040
100.00  1.0  -0.511    1.105    2.629    1.669   -3.069    4.505    1.610
  0.01  2.0  -0.001    1.137    3.175    0.653  -99.999  -99.999  -99.999
  0.10  2.0  -0.038    1.137    3.173    0.653  -99.999  -99.999  -99.999
  0.20  2.0  -0.095    1.137    3.168    0.653  -99.999  -99.999  -99.999
  0.40  2.0  -0.227    1.137    3.155    0.653  -99.999  -99.999  -99.999
  0.70  2.0  -0.446    1.137    3.137    0.653  -97.777    3.711   -0.735
  1.00  2.0  -0.506    1.136    3.121    0.654  -70.171    3.749   -0.577
  1.50  2.0  -0.511    1.135    3.100    0.654  -48.422    3.774   -0.396
  2.00  2.0  -0.511    1.132    3.083    0.654  -37.355    3.775   -0.266
  3.00  2.0  -0.511    1.123    3.058    0.655  -26.034    3.751   -0.081
