 Q values are the nuclear mass differences (parent - daughter) in MeV.

     t9 = temperature (T(K) / 10^9)
     lrho = log base 10 of the product of the density (g * cm^-3) and
            the electron fraction
     uf = electron kinetic chemical potential (MeV)
     lbeta+ = log base 10 of the positron decay rate (s^-1)
     lfte- = log base 10 of the effective ft value for electron
             capture (s)
     lnu = log base 10 of the average energy of the emitted neutrinos
           in both positron emission and electron capture (MeV)
     lbeta- = log base 10 of the electron decay rate (s^-1)
     lfte+ = log base 10 of the effective ft value for positron
             capture (s)
     lnubar = log base 10 of the average energy of the emitted
              antineutrinos in both electron emission and positron 
              capture (MeV) 

 neg. daughter H1   z= 1 n= 0 a= 1 Q=  1.2933
 pos. daughter N01  z= 0 n= 1 a= 1 Q= -1.2933
                      +++ H1   --> N01  +++      --- N01  --> H1   ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.70  8.0   1.931  -68.126    3.353   -0.735    0.231    5.079    0.525
  1.00  8.0   1.926  -49.137    3.347   -0.576    0.152    4.978    0.523
  1.50  8.0   1.913  -34.223    3.324   -0.393    0.025    4.908    0.521
  2.00  8.0   1.895  -26.473    3.291   -0.261   -0.069    4.869    0.519
  3.00  8.0   1.844  -18.234    3.212   -0.067   -0.183    4.811    0.516
  5.00  8.0   1.681  -11.145    3.102    0.195   -0.260    4.709    0.522
 10.00  8.0   0.982   -5.342    3.088    0.578   -0.108    4.472    0.583
 30.00  8.0  -0.302   -1.112    2.966    1.135    0.125    3.873    1.081
100.00  8.0  -0.492    0.246    2.959    1.645    0.046    3.533    1.611
  0.01  9.0   4.669  -99.999  -99.999  -99.999   -0.332  -99.999    0.272
  0.10  9.0   4.669  -99.999  -99.999  -99.999   -0.332  -99.999    0.272
  0.20  9.0   4.669  -99.999    3.383   -1.284   -0.332  -99.999    0.273
  0.40  9.0   4.669  -99.999    3.383   -0.981   -0.338    5.337    0.273
  0.70  9.0   4.667  -68.126    3.382   -0.735   -0.388    5.079    0.274
  1.00  9.0   4.665  -49.137    3.378   -0.577   -0.469    4.978    0.276
  1.50  9.0   4.659  -34.223    3.367   -0.396   -0.599    4.908    0.279
  2.00  9.0   4.650  -26.473    3.348   -0.264   -0.696    4.869    0.283
  3.00  9.0   4.627  -18.234    3.303   -0.073   -0.810    4.811    0.296
  5.00  9.0   4.551  -11.145    3.234    0.189   -0.844    4.709    0.344
 10.00  9.0   4.197   -5.335    3.190    0.571   -0.489    4.475    0.478
 30.00  9.0   1.461   -1.080    2.975    1.138    0.058    3.880    1.069
100.00  9.0  -0.324    0.248    2.959    1.645    0.043    3.533    1.611
  0.01 10.0  10.607  -99.999    3.485    0.401  -99.999  -99.999  -99.999
  0.10 10.0  10.607  -99.999    3.485    0.401  -99.999  -99.999  -99.999
  0.20 10.0  10.607  -99.999    3.485    0.401  -88.824  -99.999   -1.288
  0.40 10.0  10.607  -99.999    3.485    0.402  -46.349  -99.999   -0.989
  0.70 10.0  10.606  -68.126    3.485    0.403  -27.855    5.079   -0.748
  1.00 10.0  10.605  -49.137    3.484    0.404  -20.350    4.978   -0.595
  1.50 10.0  10.602  -34.223    3.484    0.408  -14.422    4.908   -0.423
  2.00 10.0  10.598  -26.473    3.483    0.413  -11.388    4.869   -0.303
  3.00 10.0  10.587  -18.234    3.481    0.427   -8.231    4.811   -0.135
  5.00 10.0  10.552  -11.145    3.459    0.470   -5.426    4.709    0.067
 10.00 10.0  10.387   -5.335    3.370    0.631   -2.795    4.475    0.311
 30.00 10.0   8.652   -1.043    3.056    1.161   -0.592    3.888    1.003
100.00 10.0   1.351    0.274    2.960    1.646    0.012    3.534    1.611
  0.01 11.0  23.423  -99.999    3.396    1.098  -99.999  -99.999  -99.999
  0.10 11.0  23.423  -99.999    3.396    1.098  -99.999  -99.999  -99.999
  0.20 11.0  23.423  -99.999    3.396    1.098  -99.999  -99.999  -99.999
  0.40 11.0  23.423  -99.999    3.396    1.098  -99.999  -99.999  -99.999
  0.70 11.0  23.422  -68.126    3.396    1.098  -99.999  -99.999  -99.999
  1.00 11.0  23.422  -49.137    3.396    1.098  -84.885  -99.999   -0.596
  1.50 11.0  23.420  -34.223    3.396    1.098  -57.431    4.908   -0.424
  2.00 11.0  23.419  -26.473    3.396    1.098  -43.637    4.869   -0.304
  3.00 11.0  23.413  -18.234    3.391    1.099  -29.724    4.811   -0.137
  5.00 11.0  23.397  -11.145    3.360    1.100  -18.326    4.709    0.065
 10.00 11.0  23.321   -5.335    3.315    1.113   -9.270    4.475    0.308
 30.00 11.0  22.504   -1.041    3.192    1.283   -2.778    3.888    0.975
100.00 11.0  14.011    0.384    2.972    1.660   -0.339    3.539    1.608
     end
 neg. daughter Cu64 z=29 n=35 a=64 Q= -1.1641
 pos. daughter Ni64 z=28 n=36 a=64 Q=  1.1641
                      +++ Cu64 --> Ni64 +++      --- Ni64 --> Cu64 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003   -5.595    4.711   -0.423  -99.999  -99.999  -99.999
  0.10  1.0  -0.058   -5.595    4.711   -0.426  -99.999    4.793   -1.580
  0.20  1.0  -0.134   -5.596    4.710   -0.427  -54.292    4.790   -1.272
  0.40  1.0  -0.306   -5.603    4.710   -0.427  -30.600    4.784   -0.958
  0.70  1.0  -0.503   -5.649    4.748   -0.422  -20.259    4.776   -0.699
  1.00  1.0  -0.511   -5.710    4.813   -0.355  -15.883    4.769   -0.530
  1.50  1.0  -0.511   -5.789    4.918   -0.033  -12.157    4.755   -0.331
  2.00  1.0  -0.511   -5.823    4.993    0.176  -10.095    4.733   -0.183
  3.00  1.0  -0.511   -5.651    5.055    0.306   -7.612    4.658    0.041
  5.00  1.0  -0.511   -4.861    4.987    0.432   -4.841    4.531    0.317
 10.00  1.0  -0.511   -3.343    4.569    0.649   -2.187    4.493    0.576
 30.00  1.0  -0.511   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  1.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  2.0  -0.001   -5.595    4.711   -0.379  -99.999  -99.999  -99.999
  0.10  2.0  -0.038   -5.595    4.711   -0.411  -99.999    4.793   -1.580
  0.20  2.0  -0.095   -5.596    4.710   -0.415  -54.292    4.790   -1.272
  0.40  2.0  -0.227   -5.603    4.710   -0.418  -30.600    4.784   -0.958
  0.70  2.0  -0.446   -5.649    4.748   -0.416  -20.259    4.776   -0.699
  1.00  2.0  -0.506   -5.710    4.813   -0.352  -15.883    4.769   -0.530
  1.50  2.0  -0.511   -5.789    4.918   -0.032  -12.157    4.755   -0.331
  2.00  2.0  -0.511   -5.823    4.993    0.176  -10.095    4.733   -0.183
  3.00  2.0  -0.511   -5.651    5.055    0.306   -7.612    4.658    0.041
  5.00  2.0  -0.511   -4.861    4.987    0.432   -4.841    4.531    0.317
 10.00  2.0  -0.511   -3.343    4.569    0.649   -2.187    4.493    0.576
 30.00  2.0  -0.511   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  2.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  3.0   0.002   -5.595    4.711   -0.191  -99.999  -99.999  -99.999
  0.10  3.0  -0.018   -5.595    4.711   -0.291  -99.999    4.793   -1.580
  0.20  3.0  -0.055   -5.596    4.709   -0.321  -54.295    4.790   -1.272
  0.40  3.0  -0.147   -5.603    4.710   -0.343  -30.602    4.784   -0.958
  0.70  3.0  -0.314   -5.649    4.748   -0.353  -20.260    4.776   -0.699
  1.00  3.0  -0.465   -5.710    4.813   -0.320  -15.884    4.769   -0.530
  1.50  3.0  -0.506   -5.789    4.918   -0.027  -12.157    4.755   -0.331
  2.00  3.0  -0.510   -5.822    4.993    0.177  -10.095    4.733   -0.183
  3.00  3.0  -0.511   -5.651    5.055    0.306   -7.612    4.658    0.041
  5.00  3.0  -0.511   -4.861    4.987    0.432   -4.841    4.531    0.317
 10.00  3.0  -0.511   -3.343    4.569    0.649   -2.187    4.493    0.576
 30.00  3.0  -0.511   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  3.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  4.0   0.012   -5.595    4.712    0.049  -99.999  -99.999  -99.999
  0.10  4.0   0.005   -5.595    4.711    0.017  -99.999    4.793   -1.580
  0.20  4.0  -0.013   -5.596    4.709   -0.015  -54.326    4.790   -1.272
  0.40  4.0  -0.067   -5.603    4.710   -0.050  -30.618    4.784   -0.958
  0.70  4.0  -0.174   -5.649    4.748   -0.073  -20.268    4.776   -0.699
  1.00  4.0  -0.302   -5.710    4.813   -0.080  -15.888    4.769   -0.530
  1.50  4.0  -0.464   -5.789    4.918    0.022  -12.159    4.755   -0.331
  2.00  4.0  -0.497   -5.822    4.993    0.183  -10.096    4.733   -0.183
  3.00  4.0  -0.507   -5.650    5.055    0.306   -7.612    4.658    0.041
  5.00  4.0  -0.510   -4.860    4.987    0.432   -4.841    4.530    0.317
 10.00  4.0  -0.511   -3.343    4.569    0.649   -2.187    4.493    0.576
 30.00  4.0  -0.511   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  4.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  5.0   0.053   -5.595    4.708    0.182  -99.999  -99.999  -99.999
  0.10  5.0   0.052   -5.595    4.707    0.181  -99.999    4.793   -1.580
  0.20  5.0   0.047   -5.596    4.705    0.181  -54.581    4.790   -1.271
  0.40  5.0   0.026   -5.603    4.706    0.180  -30.767    4.784   -0.957
  0.70  5.0  -0.026   -5.649    4.745    0.182  -20.352    4.776   -0.699
  1.00  5.0  -0.098   -5.710    4.811    0.187  -15.933    4.769   -0.530
  1.50  5.0  -0.246   -5.788    4.917    0.199  -12.177    4.755   -0.332
  2.00  5.0  -0.383   -5.820    4.992    0.229  -10.104    4.733   -0.183
  3.00  5.0  -0.476   -5.649    5.054    0.309   -7.614    4.658    0.041
  5.00  5.0  -0.502   -4.860    4.987    0.432   -4.841    4.530    0.317
 10.00  5.0  -0.509   -3.343    4.569    0.649   -2.187    4.493    0.576
 30.00  5.0  -0.511   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  5.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  6.0   0.215   -5.595    4.677    0.242  -99.999  -99.999  -99.999
  0.10  6.0   0.214   -5.595    4.677    0.242  -99.999  -99.999  -99.999
  0.20  6.0   0.213   -5.596    4.676    0.243  -56.727    4.790   -1.269
  0.40  6.0   0.207   -5.603    4.682    0.245  -31.995    4.784   -0.963
  0.70  6.0   0.189   -5.649    4.726    0.251  -21.015    4.776   -0.702
  1.00  6.0   0.161   -5.710    4.796    0.258  -16.290    4.769   -0.533
  1.50  6.0   0.093   -5.788    4.907    0.273  -12.355    4.755   -0.339
  2.00  6.0   0.001   -5.818    4.985    0.289  -10.202    4.733   -0.191
  3.00  6.0  -0.212   -5.643    5.051    0.327   -7.639    4.657    0.037
  5.00  6.0  -0.420   -4.857    4.986    0.435   -4.844    4.530    0.316
 10.00  6.0  -0.491   -3.342    4.569    0.650   -2.187    4.493    0.575
 30.00  6.0  -0.509   -1.051    3.527    1.071   -0.504    4.212    1.167
100.00  6.0  -0.511   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  7.0   0.712   -5.595    4.628    0.322  -99.999  -99.999  -99.999
  0.10  7.0   0.711   -5.595    4.628    0.322  -99.999  -99.999  -99.999
  0.20  7.0   0.711   -5.596    4.628    0.323  -68.180    4.790   -1.289
  0.40  7.0   0.708   -5.603    4.635    0.324  -37.238    4.784   -0.989
  0.70  7.0   0.701   -5.649    4.682    0.325  -23.658    4.776   -0.741
  1.00  7.0   0.689   -5.710    4.754    0.327  -18.027    4.769   -0.576
  1.50  7.0   0.662   -5.788    4.867    0.332  -13.387    4.755   -0.377
  2.00  7.0   0.622   -5.818    4.948    0.338  -10.838    4.733   -0.219
  3.00  7.0   0.510   -5.639    5.021    0.361   -7.877    4.657    0.019
  5.00  7.0   0.187   -4.847    4.974    0.449   -4.887    4.527    0.303
 10.00  7.0  -0.315   -3.338    4.568    0.651   -2.193    4.491    0.562
 30.00  7.0  -0.490   -1.051    3.527    1.071   -0.505    4.212    1.166
100.00  7.0  -0.509   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  8.0   1.936   -5.595    4.576    0.468  -99.999  -99.999  -99.999
  0.10  8.0   1.936   -5.595    4.576    0.468  -99.999  -99.999  -99.999
  0.20  8.0   1.935   -5.596    4.576    0.469  -98.556    4.789   -1.291
  0.40  8.0   1.934   -5.603    4.582    0.469  -52.160    4.784   -0.991
  0.70  8.0   1.931   -5.649    4.626    0.467  -31.844    4.776   -0.730
  1.00  8.0   1.926   -5.710    4.691    0.464  -23.404    4.769   -0.543
  1.50  8.0   1.913   -5.788    4.790    0.457  -16.479    4.755   -0.337
  2.00  8.0   1.895   -5.818    4.859    0.452  -12.801    4.733   -0.202
  3.00  8.0   1.844   -5.639    4.924    0.453   -8.838    4.657    0.006
  5.00  8.0   1.681   -4.843    4.902    0.501   -5.203    4.527    0.272
 10.00  8.0   0.982   -3.322    4.546    0.658   -2.271    4.486    0.482
 30.00  8.0  -0.302   -1.047    3.527    1.071   -0.511    4.212    1.164
100.00  8.0  -0.492   -0.009    3.088    1.615    0.008    4.296    1.662
  0.01  9.0   4.669   -5.595    4.472    0.669  -99.999  -99.999  -99.999
  0.10  9.0   4.669   -5.595    4.472    0.669  -99.999  -99.999  -99.999
  0.20  9.0   4.669   -5.596    4.472    0.669  -99.999  -99.999  -99.999
  0.40  9.0   4.669   -5.603    4.476    0.668  -84.474    4.784   -0.984
  0.70  9.0   4.667   -5.649    4.507    0.661  -49.429    4.776   -0.740
  1.00  9.0   4.665   -5.710    4.551    0.651  -35.153    4.769   -0.560
  1.50  9.0   4.659   -5.788    4.612    0.633  -23.732    4.755   -0.350
  2.00  9.0   4.650   -5.818    4.651    0.619  -17.823    4.733   -0.222
  3.00  9.0   4.627   -5.639    4.682    0.605  -11.693    4.657   -0.055
  5.00  9.0   4.551   -4.843    4.651    0.607   -6.607    4.527    0.139
 10.00  9.0   4.197   -3.317    4.368    0.677   -2.898    4.484    0.352
 30.00  9.0   1.461   -1.020    3.519    1.073   -0.591    4.208    1.140
100.00  9.0  -0.324   -0.007    3.088    1.616    0.005    4.296    1.662
  0.01 10.0  10.607   -5.595    3.799    0.755  -99.999  -99.999  -99.999
  0.10 10.0  10.607   -5.595    3.799    0.755  -99.999  -99.999  -99.999
  0.20 10.0  10.607   -5.596    3.799    0.755  -99.999  -99.999  -99.999
  0.40 10.0  10.607   -5.603    3.799    0.754  -99.999  -99.999  -99.999
  0.70 10.0  10.606   -5.649    3.803    0.750  -91.354    4.776   -0.751
  1.00 10.0  10.605   -5.710    3.809    0.743  -64.276    4.769   -0.599
  1.50 10.0  10.602   -5.788    3.818    0.734  -42.957    4.755   -0.429
  2.00 10.0  10.598   -5.818    3.824    0.729  -32.133    4.733   -0.310
  3.00 10.0  10.587   -5.639    3.829    0.726  -21.118    4.657   -0.146
  5.00 10.0  10.552   -4.843    3.823    0.735  -12.175    4.527    0.049
 10.00 10.0  10.387   -3.317    3.764    0.791   -5.618    4.484    0.282
 30.00 10.0   8.652   -0.991    3.441    1.098   -1.303    4.203    1.043
100.00 10.0   1.351    0.017    3.087    1.616   -0.026    4.295    1.661
  0.01 11.0  23.423   -5.595    3.305    1.179  -99.999  -99.999  -99.999
  0.10 11.0  23.423   -5.595    3.305    1.179  -99.999  -99.999  -99.999
  0.20 11.0  23.423   -5.596    3.305    1.179  -99.999  -99.999  -99.999
  0.40 11.0  23.423   -5.603    3.305    1.179  -99.999  -99.999  -99.999
  0.70 11.0  23.422   -5.649    3.306    1.179  -99.999  -99.999  -99.999
  1.00 11.0  23.422   -5.710    3.306    1.178  -99.999  -99.999  -99.999
  1.50 11.0  23.420   -5.788    3.303    1.175  -85.972    4.755   -0.429
  2.00 11.0  23.419   -5.818    3.301    1.174  -64.385    4.733   -0.309
  3.00 11.0  23.413   -5.639    3.299    1.172  -42.609    4.657   -0.145
  5.00 11.0  23.397   -4.843    3.296    1.172  -25.064    4.527    0.051
 10.00 11.0  23.321   -3.317    3.290    1.181  -12.069    4.484    0.286
 30.00 11.0  22.504   -0.989    3.239    1.268   -3.468    4.202    0.999
100.00 11.0  14.011    0.116    3.079    1.630   -0.379    4.293    1.656
     end
 neg. daughter Zn64 z=30 n=34 a=64 Q=  1.0890
 pos. daughter Cu64 z=29 n=35 a=64 Q= -1.0897
                      +++ Zn64 --> Cu64 +++      --- Cu64 --> Zn64 ---
   t9   lrho    uf    lbeta+    lfte-     lnu    lbeta-    lfte+   lnubar
  0.01  1.0  -0.003  -99.999  -99.999  -99.999   -5.225  -99.999   -0.411
  0.10  1.0  -0.058  -98.812    4.466   -1.581   -5.225    7.606   -0.411
  0.20  1.0  -0.134  -53.480    4.466   -1.273   -5.225    7.008   -0.411
  0.40  1.0  -0.306  -30.814    4.465   -0.960   -5.232    6.538   -0.411
  0.70  1.0  -0.503  -21.097    4.463   -0.700   -5.283    6.271   -0.411
  1.00  1.0  -0.511  -17.179    4.455   -0.530   -5.366    6.170   -0.410
  1.50  1.0  -0.511  -13.991    4.427   -0.329   -5.509    6.108   -0.381
  2.00  1.0  -0.511  -12.281    4.390   -0.182   -5.613    6.078   -0.249
  3.00  1.0  -0.511  -10.526    4.324    0.030   -5.552    6.030    0.124
  5.00  1.0  -0.511   -9.237    4.241    0.282   -4.454    5.921    0.361
 10.00  1.0  -0.511   -8.546    3.942    0.562   -2.575    5.521    0.573
 30.00  1.0  -0.511   -8.304    3.237    1.049   -1.095    4.823    1.183
100.00  1.0  -0.511   -8.260    2.968    1.610   -0.484    4.761    1.666
  0.01  2.0  -0.001  -99.999  -99.999  -99.999   -5.225  -99.999   -0.411
  0.10  2.0  -0.038  -98.812    4.466   -1.581   -5.225    7.606   -0.411
  0.20  2.0  -0.095  -53.480    4.466   -1.273   -5.225    7.008   -0.411
  0.40  2.0  -0.227  -30.814    4.465   -0.960   -5.232    6.538   -0.411
  0.70  2.0  -0.446  -21.097    4.463   -0.700   -5.283    6.271   -0.411
  1.00  2.0  -0.506  -17.179    4.455   -0.530   -5.366    6.170   -0.410
  1.50  2.0  -0.511  -13.991    4.427   -0.329   -5.509    6.108   -0.381
  2.00  2.0  -0.511  -12.281    4.390   -0.182   -5.613    6.078   -0.249
  3.00  2.0  -0.511  -10.526    4.324    0.030   -5.552    6.030    0.124
  5.00  2.0  -0.511   -9.237    4.241    0.282   -4.454    5.921    0.361
 10.00  2.0  -0.511   -8.546    3.942    0.562   -2.575    5.521    0.573
 30.00  2.0  -0.511   -8.304    3.237    1.049   -1.095    4.823    1.183
100.00  2.0  -0.511   -8.260    2.968    1.610   -0.484    4.761    1.666
  0.01  3.0   0.002  -99.999  -99.999  -99.999   -5.227  -99.999   -0.413
  0.10  3.0  -0.018  -98.812    4.466   -1.581   -5.226    7.606   -0.412
  0.20  3.0  -0.055  -53.480    4.466   -1.273   -5.226    7.008   -0.412
  0.40  3.0  -0.147  -30.814    4.465   -0.960   -5.233    6.538   -0.411
  0.70  3.0  -0.314  -21.097    4.463   -0.700   -5.284    6.271   -0.411
  1.00  3.0  -0.465  -17.179    4.455   -0.530   -5.366    6.170   -0.410
  1.50  3.0  -0.506  -13.991    4.427   -0.329   -5.509    6.108   -0.382
