       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     1.90270957583257E+03     1.15911325678315E-03     1.27262579937736E+04     1.74686184565992E+02     5.68155679600207E-03     8.12133659868367E+06     4.29275901536772E+03     9.81797882599657E-03     1.39000000000000E+09
     1.92955226824438E+03     1.15911325678315E-03     1.29933829241324E+04     1.76027489093018E+02     5.68155679600207E-03     8.26596438126021E+06     4.44642858919640E+03     9.81797882599657E-03     1.40000000000000E+09
     1.95621497623749E+03     1.15911325678315E-03     1.32615882465763E+04     1.77359193319027E+02     5.68155679600207E-03     8.41125492891729E+06     4.60512795199952E+03     9.81797882599657E-03     1.41000000000000E+09
     1.98269317246737E+03     1.15911325678315E-03     1.35308074118306E+04     1.78681429333247E+02     5.68155679600207E-03     8.55717206867111E+06     4.76902751713039E+03     9.81797882599657E-03     1.42000000000000E+09
     2.00898263748119E+03     1.15911325678315E-03     1.38009742821389E+04     1.79994327651823E+02     5.68155679600207E-03     8.70367993442984E+06     4.93830298657814E+03     9.81797882599657E-03     1.43000000000000E+09
     2.03507945389331E+03     1.15911325678315E-03     1.40720231462306E+04     1.81298017352737E+02     5.68155679600207E-03     8.85074307112504E+06     5.11313545667557E+03     9.81797882599657E-03     1.44000000000000E+09
     2.06098000024354E+03     1.15911325678315E-03     1.43438887337775E+04     1.82592626198240E+02     5.68155679600207E-03     8.99832653566903E+06     5.29371152513169E+03     9.81797882599657E-03     1.45000000000000E+09
     2.08668094456045E+03     1.15911325678315E-03     1.46165062294175E+04     1.83878280744477E+02     5.68155679600207E-03     9.14639599438838E+06     5.48022339941322E+03     9.81797882599657E-03     1.46000000000000E+09
     2.11217923765273E+03     1.15911325678315E-03     1.48898112864129E+04     1.85155106438203E+02     5.68155679600207E-03     9.29491781661688E+06     5.67286900649855E+03     9.81797882599657E-03     1.47000000000000E+09
     2.13747210615057E+03     1.15911325678315E-03     1.51637400400083E+04     1.86423227700670E+02     5.68155679600207E-03     9.44385916416305E+06     5.87185210402511E+03     9.81797882599657E-03     1.48000000000000E+09
     2.16255704531965E+03     1.15911325678315E-03     1.54382291205465E+04     1.87682767998945E+02     5.68155679600207E-03     9.59318807639902E+06     6.07738239285067E+03     9.81797882599657E-03     1.49000000000000E+09
     2.18743181166960E+03     1.15911325678315E-03     1.57132156663940E+04     1.88933849905045E+02     5.68155679600207E-03     9.74287355074936E+06     6.28967563104738E+03     9.81797882599657E-03     1.50000000000000E+09
     2.21209441537884E+03     1.15911325678315E-03     1.59886373367231E+04     1.90176595143408E+02     5.68155679600207E-03     9.89288561838944E+06     6.50895374934545E+03     9.81797882599657E-03     1.51000000000000E+09
     2.23654311255734E+03     1.15911325678315E-03     1.62644323241934E+04     1.91411124627303E+02     5.68155679600207E-03     1.00431954149928E+07     6.73544496804304E+03     9.81797882599657E-03     1.52000000000000E+09
     2.26077639736847E+03     1.15911325678315E-03     1.65405393675692E+04     1.92637558484877E+02     5.68155679600207E-03     1.01937752463963E+07     6.96938391539672E+03     9.81797882599657E-03     1.53000000000000E+09
     2.28479299403091E+03     1.15911325678315E-03     1.68168977643032E+04     1.93856016075566E+02     5.68155679600207E-03     1.03445986490817E+07     7.21101174750586E+03     9.81797882599657E-03     1.54000000000000E+09
     2.30859184872095E+03     1.15911325678315E-03     1.70934473831169E+04     1.95066615997675E+02     5.68155679600207E-03     1.04956404453963E+07     7.46057626970342E+03     9.81797882599657E-03     1.55000000000000E+09
     2.33217212139545E+03     1.15911325678315E-03     1.73701286765979E+04     1.96269476087929E+02     5.68155679600207E-03     1.06468767934662E+07     7.71833205946365E+03     9.81797882599657E-03     1.56000000000000E+09
     2.35553317755487E+03     1.15911325678315E-03     1.76468826938352E+04     1.97464713413818E+02     5.68155679600207E-03     1.07982852317776E+07     7.98454059083662E+03     9.81797882599657E-03     1.57000000000000E+09
     2.37867457996553E+03     1.15911325678315E-03     1.79236510931049E+04     1.98652444259579E+02     5.68155679600207E-03     1.09498447184259E+07     8.25947036041785E+03     9.81797882599657E-03     1.58000000000000E+09
     2.40159608035973E+03     1.15911325678315E-03     1.82003761546193E+04     1.99832784106602E+02     5.68155679600207E-03     1.11015356650557E+07     8.54339701486056E+03     9.81797882599657E-03     1.59000000000000E+09
     2.42429761113172E+03     1.15911325678315E-03     1.84770007933469E+04     2.01005847609084E+02     5.68155679600207E-03     1.12533399655374E+07     8.83660347993636E+03     9.81797882599657E-03     1.60000000000000E+09
     2.44677927704692E+03     1.15911325678315E-03     1.87534685719051E+04     2.02171748565678E+02     5.68155679600207E-03     1.14052410194419E+07     9.13938009114975E+03     9.81797882599657E-03     1.61000000000000E+09
     2.46904134698127E+03     1.15911325678315E-03     1.90297237135297E+04     2.03330599887888E+02     5.68155679600207E-03     1.15572237503987E+07     9.45202472590994E+03     9.81797882599657E-03     1.62000000000000E+09
     2.49108424570692E+03     1.15911325678315E-03     1.93057111151167E+04     2.04482513565890E+02     5.68155679600207E-03     1.17092746194360E+07     9.77484293726297E+03     9.81797882599657E-03     1.63000000000000E+09
     2.51290854573979E+03     1.15911325678315E-03     1.95813763603331E+04     2.05627600632451E+02     5.68155679600207E-03     1.18613816334195E+07     1.01081480891859E+04     9.81797882599657E-03     1.64000000000000E+09
     2.53451495926380E+03     1.15911325678315E-03     1.98566657327886E+04     2.06765971125536E+02     5.68155679600207E-03     1.20135343487197E+07     1.04522614934432E+04     9.81797882599657E-03     1.65000000000000E+09
     2.55590433014613E+03     1.15911325678315E-03     2.01315262292583E+04     2.07897734050174E+02     5.68155679600207E-03     1.21657238702530E+07     1.08075125480059E+04     9.81797882599657E-03     1.66000000000000E+09
     2.57707762605677E+03     1.15911325678315E-03     2.04059055729460E+04     2.09022997340094E+02     5.68155679600207E-03     1.23179428460500E+07     1.11742388770308E+04     9.81797882599657E-03     1.67000000000000E+09
     2.59803593070528E+03     1.15911325678315E-03     2.06797522267722E+04     2.10141867819588E+02     5.68155679600207E-03     1.24701854575190E+07     1.15527864723985E+04     9.81797882599657E-03     1.68000000000000E+09
     2.61878043620674E+03     1.15911325678315E-03     2.09530154066720E+04     2.11254451166018E+02     5.68155679600207E-03     1.26224474055801E+07     1.19435098368051E+04     9.81797882599657E-03     1.69000000000000E+09
     2.63931243558813E+03     1.15911325678315E-03     2.12256450948863E+04     2.12360851873335E+02     5.68155679600207E-03     1.27747258928520E+07     1.23467721284059E+04     9.81797882599657E-03     1.70000000000000E+09
     2.65963331544573E+03     1.15911325678315E-03     2.14975920532257E+04     2.13461173216922E+02     5.68155679600207E-03     1.29270196020842E+07     1.27629453070018E+04     9.81797882599657E-03     1.71000000000000E+09
     2.67974454876340E+03     1.15911325678315E-03     2.17688078362890E+04     2.14555517220045E+02     5.68155679600207E-03     1.30793286710300E+07     1.31924102817654E+04     9.81797882599657E-03     1.72000000000000E+09
     2.69964768790065E+03     1.15911325678315E-03     2.20392448046125E+04     2.15643984622133E+02     5.68155679600207E-03     1.32316546639607E+07     1.36355570604974E+04     9.81797882599657E-03     1.73000000000000E+09
     2.71934435775898E+03     1.15911325678315E-03     2.23088561377307E+04     2.16726674849092E+02     5.68155679600207E-03     1.33840005400264E+07     1.40927849004054E+04     9.81797882599657E-03     1.74000000000000E+09
     2.73883624913387E+03     1.15911325678315E-03     2.25775958471225E+04     2.17803685985789E+02     5.68155679600207E-03     1.35363706186711E+07     1.45645024603965E+04     9.81797882599657E-03     1.75000000000000E+09
     2.75812511225949E+03     1.15911325678315E-03     2.28454187890207E+04     2.18875114750840E+02     5.68155679600207E-03     1.36887705423089E+07     1.50511279548715E+04     9.81797882599657E-03     1.76000000000000E+09
     2.77721275055185E+03     1.15911325678315E-03     2.31122806770600E+04     2.19941056473786E+02     5.68155679600207E-03     1.38412072364738E+07     1.55530893090118E+04     9.81797882599657E-03     1.77000000000000E+09
     2.79610101455631E+03     1.15911325678315E-03     2.33781380947380E+04     2.21001605074700E+02     5.68155679600207E-03     1.39936888676498E+07     1.60708243155454E+04     9.81797882599657E-03     1.78000000000000E+09
     2.81479179610350E+03     1.15911325678315E-03     2.36429485076650E+04     2.22056853046269E+02     5.68155679600207E-03     1.41462247989912E+07     1.66047807929793E+04     9.81797882599657E-03     1.79000000000000E+09
     2.83328702267814E+03     1.15911325678315E-03     2.39066702755759E+04     2.23106891438363E+02     5.68155679600207E-03     1.42988255441403E+07     1.71554167452838E+04     9.81797882599657E-03     1.80000000000000E+09
     2.85158865200367E+03     1.15911325678315E-03     2.41692626640801E+04     2.24151809845044E+02     5.68155679600207E-03     1.44515027193456E+07     1.77232005230149E+04     9.81797882599657E-03     1.81000000000000E+09
     2.86969866684562E+03     1.15911325678315E-03     2.44306858561232E+04     2.25191696394024E+02     5.68155679600207E-03     1.46042689940827E+07     1.83086109858583E+04     9.81797882599657E-03     1.82000000000000E+09
     2.88761907003543E+03     1.15911325678315E-03     2.46909009631350E+04     2.26226637738480E+02     5.68155679600207E-03     1.47571380403762E+07     1.89121376665772E+04     9.81797882599657E-03     1.83000000000000E+09
     2.90535187971615E+03     1.15911325678315E-03     2.49498700358390E+04     2.27256719051199E+02     5.68155679600207E-03     1.49101244810146E+07     1.95342809363483E+04     9.81797882599657E-03     1.84000000000000E+09
     2.92289912481092E+03     1.15911325678315E-03     2.52075560746993E+04     2.28282024020939E+02     5.68155679600207E-03     1.50632438368492E+07     2.01755521714661E+04     9.81797882599657E-03     1.85000000000000E+09
     2.94026284071402E+03     1.15911325678315E-03     2.54639230399793E+04     2.29302634850957E+02     5.68155679600207E-03     1.52165124733584E+07     2.08364739213958E+04     9.81797882599657E-03     1.86000000000000E+09
     2.95744506520445E+03     1.15911325678315E-03     2.57189358613895E+04     2.30318632259581E+02     5.68155679600207E-03     1.53699475466581E+07     2.15175800781550E+04     9.81797882599657E-03     1.87000000000000E+09
     2.97444783458082E+03     1.15911325678315E-03     2.59725604473006E+04     2.31330095482739E+02     5.68155679600207E-03     1.55235669491287E+07     2.22194160470036E+04     9.81797882599657E-03     1.88000000000000E+09
     2.99127318001607E+03     1.15911325678315E-03     2.62247636934992E+04     2.32337102278343E+02     5.68155679600207E-03     1.56773892548259E+07     2.29425389184168E+04     9.81797882599657E-03     1.89000000000000E+09
     3.00792312413033E+03     1.15911325678315E-03     2.64755134914654E+04     2.33339728932416E+02     5.68155679600207E-03     1.58314336648344E+07     2.36875176413227E+04     9.81797882599657E-03     1.90000000000000E+09
     3.02439967777900E+03     1.15911325678315E-03     2.67247787361491E+04     2.34338050266843E+02     5.68155679600207E-03     1.59857199527177E+07     2.44549331975754E+04     9.81797882599657E-03     1.91000000000000E+09
     3.04070483705367E+03     1.15911325678315E-03     2.69725293332276E+04     2.35332139648664E+02     5.68155679600207E-03     1.61402684102112E+07     2.52453787776428E+04     9.81797882599657E-03     1.92000000000000E+09
     3.05684058049210E+03     1.15911325678315E-03     2.72187362058224E+04     2.36322069000762E+02     5.68155679600207E-03     1.62950997932949E+07     2.60594599574809E+04     9.81797882599657E-03     1.93000000000000E+09
     3.07280886649410E+03     1.15911325678315E-03     2.74633713006587E+04     2.37307908813873E+02     5.68155679600207E-03     1.64502352687811E+07     2.68977948765677E+04     9.81797882599657E-03     1.94000000000000E+09
     3.08861163093863E+03     1.15911325678315E-03     2.77064075936501E+04     2.38289728159782E+02     5.68155679600207E-03     1.66056963615385E+07     2.77610144170722E+04     9.81797882599657E-03     1.95000000000000E+09
     3.10425078499832E+03     1.15911325678315E-03     2.79478190948909E+04     2.39267594705625E+02     5.68155679600207E-03     1.67615049024727E+07     2.86497623841243E+04     9.81797882599657E-03     1.96000000000000E+09
     3.11972821314634E+03     1.15911325678315E-03     2.81875808530423E+04     2.40241574729179E+02     5.68155679600207E-03     1.69176829773712E+07     2.95646956871627E+04     9.81797882599657E-03     1.97000000000000E+09
     3.13504577135072E+03     1.15911325678315E-03     2.84256689590976E+04     2.41211733135053E+02     5.68155679600207E-03     1.70742528767163E+07     3.05064845223243E+04     9.81797882599657E-03     1.98000000000000E+09
     3.15020528545103E+03     1.15911325678315E-03     2.86620605495134E+04     2.42178133471679E+02     5.68155679600207E-03     1.72312370465615E+07     3.14758125558479E+04     9.81797882599657E-03     1.99000000000000E+09
