       c12(p,g)n13      n13( ,e+)c13       c13(p,g)n14       n14(p,g)o15      o15( ,e+)n15       n15(p,a)c12       n13(p,g)o14      o14( ,e+)n14              temp
     4.02162937939044E+03     1.15911325678315E-03     5.67343606699391E+04     4.55816992226311E+02     5.68155679600207E-03     9.50744920193517E+07     1.13766252626476E+07     9.81797882599657E-03     4.98000000000000E+09
     4.01937607977009E+03     1.15911325678315E-03     5.67690687768855E+04     4.56371089095733E+02     5.68155679600207E-03     9.53818549442479E+07     1.14988799514020E+07     9.81797882599657E-03     4.99000000000000E+09
     4.01711610945395E+03     1.15911325678315E-03     5.68034265831573E+04     4.56924331368679E+02     5.68155679600207E-03     9.56891913185183E+07     1.16219110396987E+07     9.81797882599657E-03     5.00000000000000E+09
     4.01484958479646E+03     1.15911325678315E-03     5.68374349858332E+04     4.57476720511210E+02     5.68155679600207E-03     9.59964989579982E+07     1.17457163896932E+07     9.81797882599657E-03     5.01000000000000E+09
     4.01257662094302E+03     1.15911325678315E-03     5.68710948979759E+04     4.58028257989022E+02     5.68155679600207E-03     9.63037756985108E+07     1.18702937588767E+07     9.81797882599657E-03     5.02000000000000E+09
     4.01029733184208E+03     1.15911325678315E-03     5.69044072481024E+04     4.58578945267433E+02     5.68155679600207E-03     9.66110193959551E+07     1.19956407995796E+07     9.81797882599657E-03     5.03000000000000E+09
     4.00801183025692E+03     1.15911325678315E-03     5.69373729796671E+04     4.59128783811374E+02     5.68155679600207E-03     9.69182279263904E+07     1.21217550584903E+07     9.81797882599657E-03     5.04000000000000E+09
     4.00572022777741E+03     1.15911325678315E-03     5.69699930505535E+04     4.59677775085378E+02     5.68155679600207E-03     9.72253991861161E+07     1.22486339761890E+07     9.81797882599657E-03     5.05000000000000E+09
     4.00342263483169E+03     1.15911325678315E-03     5.70022684325733E+04     4.60225920553565E+02     5.68155679600207E-03     9.75325310917540E+07     1.23762748866986E+07     9.81797882599657E-03     5.06000000000000E+09
     4.00111916069762E+03     1.15911325678315E-03     5.70342001109796E+04     4.60773221679632E+02     5.68155679600207E-03     9.78396215803220E+07     1.25046750170500E+07     9.81797882599657E-03     5.07000000000000E+09
     3.99880991351420E+03     1.15911325678315E-03     5.70657890839848E+04     4.61319679926842E+02     5.68155679600207E-03     9.81466686093138E+07     1.26338314868651E+07     9.81797882599657E-03     5.08000000000000E+09
     3.99649500029287E+03     1.15911325678315E-03     5.70970363622915E+04     4.61865296758008E+02     5.68155679600207E-03     9.84536701567671E+07     1.27637413079547E+07     9.81797882599657E-03     5.09000000000000E+09
     3.99417452692872E+03     1.15911325678315E-03     5.71279429686320E+04     4.62410073635484E+02     5.68155679600207E-03     9.87606242213362E+07     1.28944013839346E+07     9.81797882599657E-03     5.10000000000000E+09
     3.99184859821147E+03     1.15911325678315E-03     5.71585099373156E+04     4.62954012021149E+02     5.68155679600207E-03     9.90675288223641E+07     1.30258085098573E+07     9.81797882599657E-03     5.11000000000000E+09
     3.98951731783651E+03     1.15911325678315E-03     5.71887383137886E+04     4.63497113376394E+02     5.68155679600207E-03     9.93743819999427E+07     1.31579593718604E+07     9.81797882599657E-03     5.12000000000000E+09
     3.98718078841575E+03     1.15911325678315E-03     5.72186291541998E+04     4.64039379162112E+02     5.68155679600207E-03     9.96811818149815E+07     1.32908505468342E+07     9.81797882599657E-03     5.13000000000000E+09
     3.98483911148832E+03     1.15911325678315E-03     5.72481835249787E+04     4.64580810838679E+02     5.68155679600207E-03     9.99879263492665E+07     1.34244785021033E+07     9.81797882599657E-03     5.14000000000000E+09
     3.98249238753124E+03     1.15911325678315E-03     5.72774025024208E+04     4.65121409865946E+02     5.68155679600207E-03     1.00294613705524E+08     1.35588395951293E+07     9.81797882599657E-03     5.15000000000000E+09
     3.98014071596996E+03     1.15911325678315E-03     5.73062871722829E+04     4.65661177703218E+02     5.68155679600207E-03     1.00601242007476E+08     1.36939300732284E+07     9.81797882599657E-03     5.16000000000000E+09
     3.97778419518878E+03     1.15911325678315E-03     5.73348386293867E+04     4.66200115809248E+02     5.68155679600207E-03     1.00907809399897E+08     1.38297460733082E+07     9.81797882599657E-03     5.17000000000000E+09
     3.97542292254118E+03     1.15911325678315E-03     5.73630579772326E+04     4.66738225642216E+02     5.68155679600207E-03     1.01214314048664E+08     1.39662836216226E+07     9.81797882599657E-03     5.18000000000000E+09
     3.97305699436009E+03     1.15911325678315E-03     5.73909463276214E+04     4.67275508659720E+02     5.68155679600207E-03     1.01520754140819E+08     1.41035386335437E+07     9.81797882599657E-03     5.19000000000000E+09
     3.97068650596790E+03     1.15911325678315E-03     5.74185048002849E+04     4.67811966318755E+02     5.68155679600207E-03     1.01827127884604E+08     1.42415069133535E+07     9.81797882599657E-03     5.20000000000000E+09
     3.96831155168666E+03     1.15911325678315E-03     5.74457345225253E+04     4.68347600075707E+02     5.68155679600207E-03     1.02133433509519E+08     1.43801841540531E+07     9.81797882599657E-03     5.21000000000000E+09
     3.96593222484783E+03     1.15911325678315E-03     5.74726366288631E+04     4.68882411386328E+02     5.68155679600207E-03     1.02439669266366E+08     1.45195659371915E+07     9.81797882599657E-03     5.22000000000000E+09
     3.96354861780225E+03     1.15911325678315E-03     5.74992122606941E+04     4.69416401705732E+02     5.68155679600207E-03     1.02745833427291E+08     1.46596477327114E+07     9.81797882599657E-03     5.23000000000000E+09
     3.96116082192978E+03     1.15911325678315E-03     5.75254625659536E+04     4.69949572488371E+02     5.68155679600207E-03     1.03051924285825E+08     1.48004248988163E+07     9.81797882599657E-03     5.24000000000000E+09
     3.95876892764900E+03     1.15911325678315E-03     5.75513886987896E+04     4.70481925188025E+02     5.68155679600207E-03     1.03357940156927E+08     1.49418926818553E+07     9.81797882599657E-03     5.25000000000000E+09
     3.95637302442672E+03     1.15911325678315E-03     5.75769918192440E+04     4.71013461257786E+02     5.68155679600207E-03     1.03663879377019E+08     1.50840462162265E+07     9.81797882599657E-03     5.26000000000000E+09
     3.95397320078740E+03     1.15911325678315E-03     5.76022730929418E+04     4.71544182150042E+02     5.68155679600207E-03     1.03969740304024E+08     1.52268805243018E+07     9.81797882599657E-03     5.27000000000000E+09
     3.95156954432257E+03     1.15911325678315E-03     5.76272336907881E+04     4.72074089316462E+02     5.68155679600207E-03     1.04275521317399E+08     1.53703905163693E+07     9.81797882599657E-03     5.28000000000000E+09
     3.94916214170004E+03     1.15911325678315E-03     5.76518747886730E+04     4.72603184207981E+02     5.68155679600207E-03     1.04581220818168E+08     1.55145709905961E+07     9.81797882599657E-03     5.29000000000000E+09
     3.94675107867308E+03     1.15911325678315E-03     5.76761975671839E+04     4.73131468274786E+02     5.68155679600207E-03     1.04886837228953E+08     1.56594166330111E+07     9.81797882599657E-03     5.30000000000000E+09
     3.94433644008952E+03     1.15911325678315E-03     5.77002032113258E+04     4.73658942966297E+02     5.68155679600207E-03     1.05192368994001E+08     1.58049220175071E+07     9.81797882599657E-03     5.31000000000000E+09
     3.94191830990067E+03     1.15911325678315E-03     5.77238929102481E+04     4.74185609731156E+02     5.68155679600207E-03     1.05497814579211E+08     1.59510816058629E+07     9.81797882599657E-03     5.32000000000000E+09
     3.93949677117034E+03     1.15911325678315E-03     5.77472678569804E+04     4.74711470017208E+02     5.68155679600207E-03     1.05803172472160E+08     1.60978897477859E+07     9.81797882599657E-03     5.33000000000000E+09
     3.93707190608353E+03     1.15911325678315E-03     5.77703292481726E+04     4.75236525271488E+02     5.68155679600207E-03     1.06108441182126E+08     1.62453406809750E+07     9.81797882599657E-03     5.34000000000000E+09
     3.93464379595521E+03     1.15911325678315E-03     5.77930782838454E+04     4.75760776940203E+02     5.68155679600207E-03     1.06413619240111E+08     1.63934285312028E+07     9.81797882599657E-03     5.35000000000000E+09
     3.93221252123899E+03     1.15911325678315E-03     5.78155161671448E+04     4.76284226468721E+02     5.68155679600207E-03     1.06718705198858E+08     1.65421473124193E+07     9.81797882599657E-03     5.36000000000000E+09
     3.92977816153555E+03     1.15911325678315E-03     5.78376441041052E+04     4.76806875301550E+02     5.68155679600207E-03     1.07023697632870E+08     1.66914909268756E+07     9.81797882599657E-03     5.37000000000000E+09
     3.92734079560128E+03     1.15911325678315E-03     5.78594633034181E+04     4.77328724882326E+02     5.68155679600207E-03     1.07328595138427E+08     1.68414531652678E+07     9.81797882599657E-03     5.38000000000000E+09
     3.92490050135653E+03     1.15911325678315E-03     5.78809749762079E+04     4.77849776653796E+02     5.68155679600207E-03     1.07633396333602E+08     1.69920277069024E+07     9.81797882599657E-03     5.39000000000000E+09
     3.92245735589394E+03     1.15911325678315E-03     5.79021803358140E+04     4.78370032057805E+02     5.68155679600207E-03     1.07938099858270E+08     1.71432081198819E+07     9.81797882599657E-03     5.40000000000000E+09
     3.92001143548666E+03     1.15911325678315E-03     5.79230805975784E+04     4.78889492535275E+02     5.68155679600207E-03     1.08242704374124E+08     1.72949878613108E+07     9.81797882599657E-03     5.41000000000000E+09
     3.91756281559651E+03     1.15911325678315E-03     5.79436769786405E+04     4.79408159526199E+02     5.68155679600207E-03     1.08547208564684E+08     1.74473602775233E+07     9.81797882599657E-03     5.42000000000000E+09
     3.91511157088203E+03     1.15911325678315E-03     5.79639706977377E+04     4.79926034469614E+02     5.68155679600207E-03     1.08851611135301E+08     1.76003186043320E+07     9.81797882599657E-03     5.43000000000000E+09
     3.91265777520643E+03     1.15911325678315E-03     5.79839629750103E+04     4.80443118803594E+02     5.68155679600207E-03     1.09155910813168E+08     1.77538559672959E+07     9.81797882599657E-03     5.44000000000000E+09
     3.91020150164545E+03     1.15911325678315E-03     5.80036550318152E+04     4.80959413965234E+02     5.68155679600207E-03     1.09460106347326E+08     1.79079653820121E+07     9.81797882599657E-03     5.45000000000000E+09
     3.90774282249531E+03     1.15911325678315E-03     5.80230480905415E+04     4.81474921390629E+02     5.68155679600207E-03     1.09764196508664E+08     1.80626397544262E+07     9.81797882599657E-03     5.46000000000000E+09
     3.90528180928027E+03     1.15911325678315E-03     5.80421433744352E+04     4.81989642514864E+02     5.68155679600207E-03     1.10068180089922E+08     1.82178718811651E+07     9.81797882599657E-03     5.47000000000000E+09
     3.90281853276045E+03     1.15911325678315E-03     5.80609421074265E+04     4.82503578771998E+02     5.68155679600207E-03     1.10372055905692E+08     1.83736544498913E+07     9.81797882599657E-03     5.48000000000000E+09
     3.90035306293929E+03     1.15911325678315E-03     5.80794455139636E+04     4.83016731595048E+02     5.68155679600207E-03     1.10675822792421E+08     1.85299800396766E+07     9.81797882599657E-03     5.49000000000000E+09
     3.89788546907117E+03     1.15911325678315E-03     5.80976548188519E+04     4.83529102415972E+02     5.68155679600207E-03     1.10979479608402E+08     1.86868411213996E+07     9.81797882599657E-03     5.50000000000000E+09
     3.89541581966879E+03     1.15911325678315E-03     5.81155712470971E+04     4.84040692665658E+02     5.68155679600207E-03     1.11283025233772E+08     1.88442300581624E+07     9.81797882599657E-03     5.51000000000000E+09
     3.89294418251049E+03     1.15911325678315E-03     5.81331960237544E+04     4.84551503773906E+02     5.68155679600207E-03     1.11586458570513E+08     1.90021391057293E+07     9.81797882599657E-03     5.52000000000000E+09
     3.89047062464761E+03     1.15911325678315E-03     5.81505303737812E+04     4.85061537169412E+02     5.68155679600207E-03     1.11889778542436E+08     1.91605604129875E+07     9.81797882599657E-03     5.53000000000000E+09
     3.88799521241170E+03     1.15911325678315E-03     5.81675755218963E+04     4.85570794279757E+02     5.68155679600207E-03     1.12192984095180E+08     1.93194860224276E+07     9.81797882599657E-03     5.54000000000000E+09
     3.88551801142159E+03     1.15911325678315E-03     5.81843326924412E+04     4.86079276531390E+02     5.68155679600207E-03     1.12496074196200E+08     1.94789078706470E+07     9.81797882599657E-03     5.55000000000000E+09
     3.88303908659058E+03     1.15911325678315E-03     5.82008031092480E+04     4.86586985349613E+02     5.68155679600207E-03     1.12799047834756E+08     1.96388177888738E+07     9.81797882599657E-03     5.56000000000000E+09
     3.88055850213332E+03     1.15911325678315E-03     5.82169879955105E+04     4.87093922158563E+02     5.68155679600207E-03     1.13101904021904E+08     1.97992075035117E+07     9.81797882599657E-03     5.57000000000000E+09
     3.87807632157287E+03     1.15911325678315E-03     5.82328885736598E+04     4.87600088381206E+02     5.68155679600207E-03     1.13404641790477E+08     1.99600686367070E+07     9.81797882599657E-03     5.58000000000000E+09
     3.87559260774741E+03     1.15911325678315E-03     5.82485060652441E+04     4.88105485439315E+02     5.68155679600207E-03     1.13707260195077E+08     2.01213927069369E+07     9.81797882599657E-03     5.59000000000000E+09
     3.87310742281717E+03     1.15911325678315E-03     5.82638416908119E+04     4.88610114753458E+02     5.68155679600207E-03     1.14009758312055E+08     2.02831711296177E+07     9.81797882599657E-03     5.60000000000000E+09
     3.87062082827110E+03     1.15911325678315E-03     5.82788966698003E+04     4.89113977742981E+02     5.68155679600207E-03     1.14312135239496E+08     2.04453952177364E+07     9.81797882599657E-03     5.61000000000000E+09
     3.86813288493357E+03     1.15911325678315E-03     5.82936722204258E+04     4.89617075826000E+02     5.68155679600207E-03     1.14614390097200E+08     2.06080561825017E+07     9.81797882599657E-03     5.62000000000000E+09
     3.86564365297087E+03     1.15911325678315E-03     5.83081695595800E+04     4.90119410419380E+02     5.68155679600207E-03     1.14916522026661E+08     2.07711451340168E+07     9.81797882599657E-03     5.63000000000000E+09
     3.86315319189784E+03     1.15911325678315E-03     5.83223899027272E+04     4.90620982938726E+02     5.68155679600207E-03     1.15218530191049E+08     2.09346530819741E+07     9.81797882599657E-03     5.64000000000000E+09
     3.86066156058428E+03     1.15911325678315E-03     5.83363344638079E+04     4.91121794798363E+02     5.68155679600207E-03     1.15520413775187E+08     2.10985709363693E+07     9.81797882599657E-03     5.65000000000000E+09
     3.85816881726141E+03     1.15911325678315E-03     5.83500044551435E+04     4.91621847411329E+02     5.68155679600207E-03     1.15822171985528E+08     2.12628895082383E+07     9.81797882599657E-03     5.66000000000000E+09
     3.85567501952809E+03     1.15911325678315E-03     5.83634010873453E+04     4.92121142189355E+02     5.68155679600207E-03     1.16123804050131E+08     2.14275995104139E+07     9.81797882599657E-03     5.67000000000000E+09
     3.85318022435721E+03     1.15911325678315E-03     5.83765255692272E+04     4.92619680542858E+02     5.68155679600207E-03     1.16425309218638E+08     2.15926915583043E+07     9.81797882599657E-03     5.68000000000000E+09
     3.85068448810186E+03     1.15911325678315E-03     5.83893791077201E+04     4.93117463880918E+02     5.68155679600207E-03     1.16726686762240E+08     2.17581561706911E+07     9.81797882599657E-03     5.69000000000000E+09
     3.84818786650144E+03     1.15911325678315E-03     5.84019629077908E+04     4.93614493611273E+02     5.68155679600207E-03     1.17027935973662E+08     2.19239837705498E+07     9.81797882599657E-03     5.70000000000000E+09
     3.84569041468780E+03     1.15911325678315E-03     5.84142781723634E+04     4.94110771140302E+02     5.68155679600207E-03     1.17329056167122E+08     2.20901646858899E+07     9.81797882599657E-03     5.71000000000000E+09
     3.84319218719123E+03     1.15911325678315E-03     5.84263261022426E+04     4.94606297873010E+02     5.68155679600207E-03     1.17630046678313E+08     2.22566891506155E+07     9.81797882599657E-03     5.72000000000000E+09
     3.84069323794647E+03     1.15911325678315E-03     5.84381078960418E+04     4.95101075213018E+02     5.68155679600207E-03     1.17930906864361E+08     2.24235473054075E+07     9.81797882599657E-03     5.73000000000000E+09
     3.83819362029857E+03     1.15911325678315E-03     5.84496247501116E+04     4.95595104562547E+02     5.68155679600207E-03     1.18231636103802E+08     2.25907291986251E+07     9.81797882599657E-03     5.74000000000000E+09
     3.83569338700877E+03     1.15911325678315E-03     5.84608778584731E+04     4.96088387322406E+02     5.68155679600207E-03     1.18532233796549E+08     2.27582247872275E+07     9.81797882599657E-03     5.75000000000000E+09
     3.83319259026026E+03     1.15911325678315E-03     5.84718684127521E+04     4.96580924891983E+02     5.68155679600207E-03     1.18832699363852E+08     2.29260239377180E+07     9.81797882599657E-03     5.76000000000000E+09
     3.83069128166393E+03     1.15911325678315E-03     5.84825976021167E+04     4.97072718669223E+02     5.68155679600207E-03     1.19133032248273E+08     2.30941164271050E+07     9.81797882599657E-03     5.77000000000000E+09
     3.82818951226408E+03     1.15911325678315E-03     5.84930666132170E+04     4.97563770050623E+02     5.68155679600207E-03     1.19433231913641E+08     2.32624919438854E+07     9.81797882599657E-03     5.78000000000000E+09
     3.82568733254399E+03     1.15911325678315E-03     5.85032766301272E+04     4.98054080431217E+02     5.68155679600207E-03     1.19733297845022E+08     2.34311400890468E+07     9.81797882599657E-03     5.79000000000000E+09
     3.82318479243145E+03     1.15911325678315E-03     5.85132288342898E+04     4.98543651204561E+02     5.68155679600207E-03     1.20033229548682E+08     2.36000503770902E+07     9.81797882599657E-03     5.80000000000000E+09
     3.82068194130440E+03     1.15911325678315E-03     5.85229244044627E+04     4.99032483762728E+02     5.68155679600207E-03     1.20333026552049E+08     2.37692122370716E+07     9.81797882599657E-03     5.81000000000000E+09
     3.81817882799626E+03     1.15911325678315E-03     5.85323645166671E+04     4.99520579496285E+02     5.68155679600207E-03     1.20632688403664E+08     2.39386150136633E+07     9.81797882599657E-03     5.82000000000000E+09
     3.81567550080133E+03     1.15911325678315E-03     5.85415503441391E+04     5.00007939794288E+02     5.68155679600207E-03     1.20932214673160E+08     2.41082479682346E+07     9.81797882599657E-03     5.83000000000000E+09
     3.81317200748024E+03     1.15911325678315E-03     5.85504830572813E+04     5.00494566044271E+02     5.68155679600207E-03     1.21231604951202E+08     2.42781002799523E+07     9.81797882599657E-03     5.84000000000000E+09
     3.81066839526513E+03     1.15911325678315E-03     5.85591638236193E+04     5.00980459632226E+02     5.68155679600207E-03     1.21530858849464E+08     2.44481610468989E+07     9.81797882599657E-03     5.85000000000000E+09
     3.80816471086495E+03     1.15911325678315E-03     5.85675938077564E+04     5.01465621942601E+02     5.68155679600207E-03     1.21829976000568E+08     2.46184192872116E+07     9.81797882599657E-03     5.86000000000000E+09
     3.80566100047064E+03     1.15911325678315E-03     5.85757741713338E+04     5.01950054358281E+02     5.68155679600207E-03     1.22128956058056E+08     2.47888639402373E+07     9.81797882599657E-03     5.87000000000000E+09
     3.80315730976022E+03     1.15911325678315E-03     5.85837060729889E+04     5.02433758260579E+02     5.68155679600207E-03     1.22427798696341E+08     2.49594838677093E+07     9.81797882599657E-03     5.88000000000000E+09
     3.80065368390397E+03     1.15911325678315E-03     5.85913906683191E+04     5.02916735029225E+02     5.68155679600207E-03     1.22726503610660E+08     2.51302678549408E+07     9.81797882599657E-03     5.89000000000000E+09
     3.79815016756934E+03     1.15911325678315E-03     5.85988291098440E+04     5.03398986042354E+02     5.68155679600207E-03     1.23025070517032E+08     2.53012046120355E+07     9.81797882599657E-03     5.90000000000000E+09
     3.79564680492604E+03     1.15911325678315E-03     5.86060225469714E+04     5.03880512676494E+02     5.68155679600207E-03     1.23323499152210E+08     2.54722827751190E+07     9.81797882599657E-03     5.91000000000000E+09
     3.79314363965094E+03     1.15911325678315E-03     5.86129721259637E+04     5.04361316306555E+02     5.68155679600207E-03     1.23621789273636E+08     2.56434909075856E+07     9.81797882599657E-03     5.92000000000000E+09
     3.79064071493290E+03     1.15911325678315E-03     5.86196789899059E+04     5.04841398305818E+02     5.68155679600207E-03     1.23919940659395E+08     2.58148175013641E+07     9.81797882599657E-03     5.93000000000000E+09
     3.78813807347771E+03     1.15911325678315E-03     5.86261442786760E+04     5.05320760045927E+02     5.68155679600207E-03     1.24217953108161E+08     2.59862509782007E+07     9.81797882599657E-03     5.94000000000000E+09
     3.78563575751281E+03     1.15911325678315E-03     5.86323691289157E+04     5.05799402896871E+02     5.68155679600207E-03     1.24515826439156E+08     2.61577796909587E+07     9.81797882599657E-03     5.95000000000000E+09
     3.78313380879201E+03     1.15911325678315E-03     5.86383546740025E+04     5.06277328226983E+02     5.68155679600207E-03     1.24813560492092E+08     2.63293919249363E+07     9.81797882599657E-03     5.96000000000000E+09
     3.78063226860025E+03     1.15911325678315E-03     5.86441020440244E+04     5.06754537402919E+02     5.68155679600207E-03     1.25111155127133E+08     2.65010758992011E+07     9.81797882599657E-03     5.97000000000000E+09
     3.77813117775822E+03     1.15911325678315E-03     5.86496123657540E+04     5.07231031789656E+02     5.68155679600207E-03     1.25408610224832E+08     2.66728197679394E+07     9.81797882599657E-03     5.98000000000000E+09
     3.77563057662694E+03     1.15911325678315E-03     5.86548867626258E+04     5.07706812750478E+02     5.68155679600207E-03     1.25705925686085E+08     2.68446116218243E+07     9.81797882599657E-03     5.99000000000000E+09
     3.77313050511236E+03     1.15911325678315E-03     5.86599263547129E+04     5.08181881646963E+02     5.68155679600207E-03     1.26003101432083E+08     2.70164394893996E+07     9.81797882599657E-03     6.00000000000000E+09
     3.77063100266980E+03     1.15911325678315E-03     5.86647322587060E+04     5.08656239838979E+02     5.68155679600207E-03     1.26300137404251E+08     2.71882913384778E+07     9.81797882599657E-03     6.01000000000000E+09
     3.76813210830848E+03     1.15911325678315E-03     5.86693055878933E+04     5.09129888684669E+02     5.68155679600207E-03     1.26597033564207E+08     2.73601550775565E+07     9.81797882599657E-03     6.02000000000000E+09
     3.76563386059596E+03     1.15911325678315E-03     5.86736474521412E+04     5.09602829540444E+02     5.68155679600207E-03     1.26893789893695E+08     2.75320185572482E+07     9.81797882599657E-03     6.03000000000000E+09
     3.76313629766241E+03     1.15911325678315E-03     5.86777589578760E+04     5.10075063760972E+02     5.68155679600207E-03     1.27190406394542E+08     2.77038695717258E+07     9.81797882599657E-03     6.04000000000000E+09
     3.76063945720507E+03     1.15911325678315E-03     5.86816412080675E+04     5.10546592699168E+02     5.68155679600207E-03     1.27486883088595E+08     2.78756958601852E+07     9.81797882599657E-03     6.05000000000000E+09
     3.75814337649242E+03     1.15911325678315E-03     5.86852953022120E+04     5.11017417706185E+02     5.68155679600207E-03     1.27783220017677E+08     2.80474851083192E+07     9.81797882599657E-03     6.06000000000000E+09
     3.75564809236857E+03     1.15911325678315E-03     5.86887223363181E+04     5.11487540131403E+02     5.68155679600207E-03     1.28079417243517E+08     2.82192249498082E+07     9.81797882599657E-03     6.07000000000000E+09
     3.75315364125731E+03     1.15911325678315E-03     5.86919234028913E+04     5.11956961322423E+02     5.68155679600207E-03     1.28375474847706E+08     2.83909029678243E+07     9.81797882599657E-03     6.08000000000000E+09
     3.75066005916642E+03     1.15911325678315E-03     5.86948995909218E+04     5.12425682625056E+02     5.68155679600207E-03     1.28671392931637E+08     2.85625066965514E+07     9.81797882599657E-03     6.09000000000000E+09
     3.74816738169167E+03     1.15911325678315E-03     5.86976519858711E+04     5.12893705383311E+02     5.68155679600207E-03     1.28967171616446E+08     2.87340236227152E+07     9.81797882599657E-03     6.10000000000000E+09
     3.74567564402098E+03     1.15911325678315E-03     5.87001816696607E+04     5.13361030939393E+02     5.68155679600207E-03     1.29262811042957E+08     2.89054411871297E+07     9.81797882599657E-03     6.11000000000000E+09
     3.74318488093846E+03     1.15911325678315E-03     5.87024897206610E+04     5.13827660633685E+02     5.68155679600207E-03     1.29558311371622E+08     2.90767467862564E+07     9.81797882599657E-03     6.12000000000000E+09
     3.74069512682835E+03     1.15911325678315E-03     5.87045772136817E+04     5.14293595804748E+02     5.68155679600207E-03     1.29853672782464E+08     2.92479277737755E+07     9.81797882599657E-03     6.13000000000000E+09
     3.73820641567906E+03     1.15911325678315E-03     5.87064452199613E+04     5.14758837789308E+02     5.68155679600207E-03     1.30148895475024E+08     2.94189714621706E+07     9.81797882599657E-03     6.14000000000000E+09
     3.73571878108704E+03     1.15911325678315E-03     5.87080948071594E+04     5.15223387922246E+02     5.68155679600207E-03     1.30443979668290E+08     2.95898651243251E+07     9.81797882599657E-03     6.15000000000000E+09
     3.73323225626070E+03     1.15911325678315E-03     5.87095270393483E+04     5.15687247536593E+02     5.68155679600207E-03     1.30738925600649E+08     2.97605959951309E+07     9.81797882599657E-03     6.16000000000000E+09
     3.73074687402421E+03     1.15911325678315E-03     5.87107429770054E+04     5.16150417963521E+02     5.68155679600207E-03     1.31033733529823E+08     2.99311512731094E+07     9.81797882599657E-03     6.17000000000000E+09
     3.72826266682134E+03     1.15911325678315E-03     5.87117436770073E+04     5.16612900532332E+02     5.68155679600207E-03     1.31328403732807E+08     3.01015181220436E+07     9.81797882599657E-03     6.18000000000000E+09
     3.72577966671925E+03     1.15911325678315E-03     5.87125301926227E+04     5.17074696570455E+02     5.68155679600207E-03     1.31622936505814E+08     3.02716836726203E+07     9.81797882599657E-03     6.19000000000000E+09
     3.72329790541218E+03     1.15911325678315E-03     5.87131035735075E+04     5.17535807403432E+02     5.68155679600207E-03     1.31917332164206E+08     3.04416350240845E+07     9.81797882599657E-03     6.20000000000000E+09
     3.72081741422516E+03     1.15911325678315E-03     5.87134648656999E+04     5.17996234354916E+02     5.68155679600207E-03     1.32211591042444E+08     3.06113592459049E+07     9.81797882599657E-03     6.21000000000000E+09
     3.71833822411769E+03     1.15911325678315E-03     5.87136151116158E+04     5.18455978746659E+02     5.68155679600207E-03     1.32505713494016E+08     3.07808433794476E+07     9.81797882599657E-03     6.22000000000000E+09
     3.71586036568731E+03     1.15911325678315E-03     5.87135553500450E+04     5.18915041898506E+02     5.68155679600207E-03     1.32799699891387E+08     3.09500744396618E+07     9.81797882599657E-03     6.23000000000000E+09
     3.71338386917328E+03     1.15911325678315E-03     5.87132866161483E+04     5.19373425128388E+02     5.68155679600207E-03     1.33093550625923E+08     3.11190394167737E+07     9.81797882599657E-03     6.24000000000000E+09
     3.71090876446003E+03     1.15911325678315E-03     5.87128099414540E+04     5.19831129752314E+02     5.68155679600207E-03     1.33387266107842E+08     3.12877252779898E+07     9.81797882599657E-03     6.25000000000000E+09
     3.70843508108074E+03     1.15911325678315E-03     5.87121263538560E+04     5.20288157084364E+02     5.68155679600207E-03     1.33680846766146E+08     3.14561189692108E+07     9.81797882599657E-03     6.26000000000000E+09
     3.70596284822079E+03     1.15911325678315E-03     5.87112368776124E+04     5.20744508436680E+02     5.68155679600207E-03     1.33974293048555E+08     3.16242074167523E+07     9.81797882599657E-03     6.27000000000000E+09
     3.70349209472127E+03     1.15911325678315E-03     5.87101425333428E+04     5.21200185119464E+02     5.68155679600207E-03     1.34267605421452E+08     3.17919775290744E+07     9.81797882599657E-03     6.28000000000000E+09
     3.70102284908227E+03     1.15911325678315E-03     5.87088443380286E+04     5.21655188440964E+02     5.68155679600207E-03     1.34560784369816E+08     3.19594161985197E+07     9.81797882599657E-03     6.29000000000000E+09
     3.69855513946639E+03     1.15911325678315E-03     5.87073433050119E+04     5.22109519707474E+02     5.68155679600207E-03     1.34853830397158E+08     3.21265103030585E+07     9.81797882599657E-03     6.30000000000000E+09
     3.69608899370201E+03     1.15911325678315E-03     5.87056404439949E+04     5.22563180223320E+02     5.68155679600207E-03     1.35146744025455E+08     3.22932467080421E+07     9.81797882599657E-03     6.31000000000000E+09
     3.69362443928666E+03     1.15911325678315E-03     5.87037367610412E+04     5.23016171290861E+02     5.68155679600207E-03     1.35439525795096E+08     3.24596122679624E+07     9.81797882599657E-03     6.32000000000000E+09
     3.69116150339021E+03     1.15911325678315E-03     5.87016332585754E+04     5.23468494210478E+02     5.68155679600207E-03     1.35732176264811E+08     3.26255938282173E+07     9.81797882599657E-03     6.33000000000000E+09
     3.68870021285821E+03     1.15911325678315E-03     5.86993309353848E+04     5.23920150280568E+02     5.68155679600207E-03     1.36024696011604E+08     3.27911782268855E+07     9.81797882599657E-03     6.34000000000000E+09
     3.68624059421508E+03     1.15911325678315E-03     5.86968307866197E+04     5.24371140797538E+02     5.68155679600207E-03     1.36317085630697E+08     3.29563522965039E+07     9.81797882599657E-03     6.35000000000000E+09
     3.68378267366727E+03     1.15911325678315E-03     5.86941338037964E+04     5.24821467055800E+02     5.68155679600207E-03     1.36609345735463E+08     3.31211028658515E+07     9.81797882599657E-03     6.36000000000000E+09
