               Y_p             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     6.69387228511360E-01     7.67090762636983E-02     1.78714049455366E-05     2.90594129077260E-07     1.41200782630094E-04     6.83024235304421E-04     7.15975113440103E-09     3.03912362492960E-04     5.53693460746783E-04     2.04168647627716E+17     2.29600000000000E+03
     6.69362075216126E-01     7.67153678883212E-02     1.78717531140646E-05     2.90610137853435E-07     1.41203255559146E-04     6.83037501471749E-04     7.15989063547556E-09     3.03906277201721E-04     5.53683442624836E-04     2.04340351067451E+17     2.29800000000000E+03
     6.69336922376492E-01     7.67216593991077E-02     1.78721012899229E-05     2.90626147702927E-07     1.41205728521188E-04     6.83050767918045E-04     7.16003013949548E-09     3.03900191796328E-04     5.53673424296679E-04     2.04512051398089E+17     2.30000000000000E+03
     6.69311769992467E-01     7.67279507960557E-02     1.78724494731026E-05     2.90642158625697E-07     1.41208201516157E-04     6.83064034643329E-04     7.16016964645773E-09     3.03894106277070E-04     5.53663405762074E-04     2.04683748619568E+17     2.30200000000000E+03
     6.69286618064061E-01     7.67342420791629E-02     1.78727976635947E-05     2.90658170621699E-07     1.41210674543989E-04     6.83077301647626E-04     7.16030915635915E-09     3.03888020644240E-04     5.53653387020779E-04     2.04855442731826E+17     2.30400000000000E+03
     6.69261466591302E-01     7.67405332484199E-02     1.78731458618340E-05     2.90674183695539E-07     1.41213147607051E-04     6.83090568933613E-04     7.16044866934604E-09     3.03881934880730E-04     5.53643368084413E-04     2.05027133734755E+17     2.30600000000000E+03
     6.69236315574232E-01     7.67468243038133E-02     1.78734940685000E-05     2.90690197854388E-07     1.41215620709055E-04     6.83103836505439E-04     7.16058818564720E-09     3.03875848959829E-04     5.53633348971144E-04     2.05198821628223E+17     2.30800000000000E+03
     6.69211165012814E-01     7.67531152453570E-02     1.78738422826034E-05     2.90706213087919E-07     1.41218093844555E-04     6.83117104357280E-04     7.16072770492919E-09     3.03869762920260E-04     5.53623329654515E-04     2.05370506412269E+17     2.31000000000000E+03
     6.69186014907056E-01     7.67594060730486E-02     1.78741905041417E-05     2.90722229396149E-07     1.41220567013521E-04     6.83130372489218E-04     7.16086722719105E-09     3.03863676762045E-04     5.53613310134457E-04     2.05542188086830E+17     2.31200000000000E+03
     6.69160865256969E-01     7.67656967868859E-02     1.78745387331125E-05     2.90738246779095E-07     1.41223040215919E-04     6.83143640901337E-04     7.16100675243181E-09     3.03857590485205E-04     5.53603290410900E-04     2.05713866651844E+17     2.31400000000000E+03
     6.69135716062560E-01     7.67719873868666E-02     1.78748869695132E-05     2.90754265236770E-07     1.41225513451717E-04     6.83156909593726E-04     7.16114628065046E-09     3.03851504089757E-04     5.53593270483775E-04     2.05885542107249E+17     2.31600000000000E+03
     6.69110567323840E-01     7.67782778729885E-02     1.78752352133414E-05     2.90770284769186E-07     1.41227986720879E-04     6.83170178566480E-04     7.16128581184599E-09     3.03845417575717E-04     5.53583250353007E-04     2.06057214452982E+17     2.31800000000000E+03
     6.69085419040818E-01     7.67845682452492E-02     1.78755834645943E-05     2.90786305376353E-07     1.41230460023371E-04     6.83183447819695E-04     7.16142534601736E-09     3.03839330943098E-04     5.53573230018525E-04     2.06228883688980E+17     2.32000000000000E+03
     6.69060271213502E-01     7.67908585036465E-02     1.78759317232695E-05     2.90802327058280E-07     1.41232933359156E-04     6.83196717353476E-04     7.16156488316352E-09     3.03833244191911E-04     5.53563209480252E-04     2.06400549815181E+17     2.32200000000000E+03
     6.69035123841903E-01     7.67971486481781E-02     1.78762799893641E-05     2.90818349814971E-07     1.41235406728197E-04     6.83209987167929E-04     7.16170442328338E-09     3.03827157322166E-04     5.53553188738112E-04     2.06572212831523E+17     2.32400000000000E+03
     6.69009976926028E-01     7.68034386788417E-02     1.78766282628754E-05     2.90834373646429E-07     1.41237880130455E-04     6.83223257263167E-04     7.16184396637586E-09     3.03821070333868E-04     5.53543167792029E-04     2.06743872737943E+17     2.32600000000000E+03
     6.68984830465887E-01     7.68097285956351E-02     1.78769765438007E-05     2.90850398552658E-07     1.41240353565891E-04     6.83236527639306E-04     7.16198351243985E-09     3.03814983227022E-04     5.53533146641922E-04     2.06915529534379E+17     2.32800000000000E+03
     6.68959684461490E-01     7.68160183985559E-02     1.78773248321371E-05     2.90866424533654E-07     1.41242827034464E-04     6.83249798296469E-04     7.16212306147421E-09     3.03808896001629E-04     5.53523125287712E-04     2.07087183220768E+17     2.33000000000000E+03
     6.68934538912845E-01     7.68223080876019E-02     1.78776731278819E-05     2.90882451589417E-07     1.41245300536134E-04     6.83263069234782E-04     7.16226261347779E-09     3.03802808657689E-04     5.53513103729317E-04     2.07258833797049E+17     2.33200000000000E+03
     6.68909393819962E-01     7.68285976627708E-02     1.78780214310319E-05     2.90898479719939E-07     1.41247774070857E-04     6.83276340454377E-04     7.16240216844943E-09     3.03796721195197E-04     5.53503081966653E-04     2.07430481263158E+17     2.33400000000000E+03
     6.68884249182849E-01     7.68348871240603E-02     1.78783697415844E-05     2.90914508925214E-07     1.41250247638591E-04     6.83289611955393E-04     7.16254172638793E-09     3.03790633614149E-04     5.53493059999637E-04     2.07602125619034E+17     2.33600000000000E+03
     6.68859105001517E-01     7.68411764714681E-02     1.78787180595363E-05     2.90930539205231E-07     1.41252721239290E-04     6.83302883737969E-04     7.16268128729208E-09     3.03784545914535E-04     5.53483037828183E-04     2.07773766864614E+17     2.33800000000000E+03
     6.68833961275973E-01     7.68474657049920E-02     1.78790663848846E-05     2.90946570559979E-07     1.41255194872908E-04     6.83316155802255E-04     7.16282085116065E-09     3.03778458096344E-04     5.53473015452203E-04     2.07945404999836E+17     2.34000000000000E+03
     6.68808818006228E-01     7.68537548246296E-02     1.78794147176261E-05     2.90962602989442E-07     1.41257668539400E-04     6.83329428148402E-04     7.16296041799240E-09     3.03772370159561E-04     5.53462992871609E-04     2.08117040024637E+17     2.34200000000000E+03
     6.68783675192290E-01     7.68600438303788E-02     1.78797630577577E-05     2.90978636493605E-07     1.41260142238717E-04     6.83342700776569E-04     7.16309998778606E-09     3.03766282104170E-04     5.53452970086311E-04     2.08288671938955E+17     2.34400000000000E+03
     6.68758532834169E-01     7.68663327222371E-02     1.78801114052762E-05     2.90994671072447E-07     1.41262615970810E-04     6.83355973686919E-04     7.16323956054033E-09     3.03760193930150E-04     5.53442947096218E-04     2.08460300742728E+17     2.34600000000000E+03
     6.68733390931874E-01     7.68726215002024E-02     1.78804597601784E-05     2.91010706725947E-07     1.41265089735629E-04     6.83369246879621E-04     7.16337913625390E-09     3.03754105637478E-04     5.53432923901237E-04     2.08631926435894E+17     2.34800000000000E+03
     6.68708249485413E-01     7.68789101642723E-02     1.78808081224610E-05     2.91026743454080E-07     1.41267563533123E-04     6.83382520354850E-04     7.16351871492546E-09     3.03748017226130E-04     5.53422900501273E-04     2.08803549018390E+17     2.35000000000000E+03
     6.68683108494797E-01     7.68851987144446E-02     1.78811564921207E-05     2.91042781256821E-07     1.41270037363239E-04     6.83395794112786E-04     7.16365829655365E-09     3.03741928696075E-04     5.53412876896232E-04     2.08975168490154E+17     2.35200000000000E+03
     6.68657967960034E-01     7.68914871507170E-02     1.78815048691541E-05     2.91058820134139E-07     1.41272511225924E-04     6.83409068153614E-04     7.16379788113709E-09     3.03735840047283E-04     5.53402853086016E-04     2.09146784851124E+17     2.35400000000000E+03
     6.68632827881133E-01     7.68977754730871E-02     1.78818532535578E-05     2.91074860086004E-07     1.41274985121123E-04     6.83422342477527E-04     7.16393746867440E-09     3.03729751279717E-04     5.53392829070527E-04     2.09318398101237E+17     2.35600000000000E+03
     6.68607688258104E-01     7.69040636815528E-02     1.78822016453283E-05     2.91090901112381E-07     1.41277459048779E-04     6.83435617084722E-04     7.16407705916417E-09     3.03723662393340E-04     5.53382804849665E-04     2.09490008240432E+17     2.35800000000000E+03
     6.68582549090955E-01     7.69103517761117E-02     1.78825500444621E-05     2.91106943213234E-07     1.41279933008837E-04     6.83448891975403E-04     7.16421665260496E-09     3.03717573388110E-04     5.53372780423328E-04     2.09661615268645E+17     2.36000000000000E+03
     6.68557410379697E-01     7.69166397567615E-02     1.78828984509556E-05     2.91122986388522E-07     1.41282407001237E-04     6.83462167149778E-04     7.16435624899532E-09     3.03711484263982E-04     5.53362755791415E-04     2.09833219185816E+17     2.36200000000000E+03
     6.68532272124338E-01     7.69229276235000E-02     1.78832468648052E-05     2.91139030638205E-07     1.41284881025921E-04     6.83475442608063E-04     7.16449584833378E-09     3.03705395020909E-04     5.53352730953821E-04     2.10004819991881E+17     2.36400000000000E+03
     6.68507134324887E-01     7.69292153763248E-02     1.78835952860073E-05     2.91155075962238E-07     1.41287355082826E-04     6.83488718350481E-04     7.16463545061885E-09     3.03699305658838E-04     5.53342705910441E-04     2.10176417686779E+17     2.36600000000000E+03
     6.68481996981353E-01     7.69355030152338E-02     1.78839437145581E-05     2.91171122360573E-07     1.41289829171892E-04     6.83501994377258E-04     7.16477505584900E-09     3.03693216177715E-04     5.53332680661166E-04     2.10348012270448E+17     2.36800000000000E+03
     6.68456860093746E-01     7.69417905402245E-02     1.78842921504539E-05     2.91187169833161E-07     1.41292303293055E-04     6.83515270688629E-04     7.16491466402271E-09     3.03687126577482E-04     5.53322655205890E-04     2.10519603742824E+17     2.37000000000000E+03
     6.68431723662075E-01     7.69480779512948E-02     1.78846405936908E-05     2.91203218379948E-07     1.41294777446250E-04     6.83528547284833E-04     7.16505427513840E-09     3.03681036858076E-04     5.53312629544501E-04     2.10691192103847E+17     2.37200000000000E+03
     6.68406587686349E-01     7.69543652484422E-02     1.78849890442651E-05     2.91219268000881E-07     1.41297251631412E-04     6.83541824166118E-04     7.16519388919451E-09     3.03674947019432E-04     5.53302603676888E-04     2.10862777353454E+17     2.37400000000000E+03
     6.68381452166577E-01     7.69606524316647E-02     1.78853375021728E-05     2.91235318695900E-07     1.41299725848473E-04     6.83555101332738E-04     7.16533350618943E-09     3.03668857061480E-04     5.53292577602939E-04     2.11034359491582E+17     2.37600000000000E+03
     6.68356317102769E-01     7.69669395009597E-02     1.78856859674100E-05     2.91251370464945E-07     1.41302200097366E-04     6.83568378784950E-04     7.16547312612154E-09     3.03662766984149E-04     5.53282551322539E-04     2.11205938518171E+17     2.37800000000000E+03
     6.68331182494933E-01     7.69732264563252E-02     1.78860344399726E-05     2.91267423307952E-07     1.41304674378021E-04     6.83581656523023E-04     7.16561274898919E-09     3.03656676787360E-04     5.53272524835573E-04     2.11377514433157E+17     2.38000000000000E+03
     6.68306048343079E-01     7.69795132977587E-02     1.78863829198566E-05     2.91283477224854E-07     1.41307148690366E-04     6.83594934547228E-04     7.16575237479072E-09     3.03650586471034E-04     5.53262498141921E-04     2.11549087236479E+17     2.38200000000000E+03
     6.68280914647216E-01     7.69858000252580E-02     1.78867314070580E-05     2.91299532215583E-07     1.41309623034329E-04     6.83608212857846E-04     7.16589200352444E-09     3.03644496035087E-04     5.53252471241467E-04     2.11720656928074E+17     2.38400000000000E+03
     6.68255781407353E-01     7.69920866388207E-02     1.78870799015724E-05     2.91315588280066E-07     1.41312097409837E-04     6.83621491455163E-04     7.16603163518864E-09     3.03638405479429E-04     5.53242444134089E-04     2.11892223507881E+17     2.38600000000000E+03
     6.68230648623500E-01     7.69983731384447E-02     1.78874284033958E-05     2.91331645418228E-07     1.41314571816815E-04     6.83634770339472E-04     7.16617126978158E-09     3.03632314803970E-04     5.53232416819665E-04     2.12063786975837E+17     2.38800000000000E+03
     6.68205516295665E-01     7.70046595241276E-02     1.78877769125323E-05     2.91347703630252E-07     1.41317046255307E-04     6.83648049510650E-04     7.16631090730498E-09     3.03626224008659E-04     5.53222389298319E-04     2.12235347331879E+17     2.39000000000000E+03
     6.68180384423872E-01     7.70109457958604E-02     1.78881254299529E-05     2.91363762946635E-07     1.41319520739486E-04     6.83661328919331E-04     7.16645054816340E-09     3.03620133098797E-04     5.53212361598944E-04     2.12406904575780E+17     2.39200000000000E+03
     6.68155253008118E-01     7.70172319536468E-02     1.78884739547672E-05     2.91379823339517E-07     1.41321995256329E-04     6.83674608610949E-04     7.16659019198594E-09     3.03614042069373E-04     5.53202333695056E-04     2.12578458707628E+17     2.39400000000000E+03
     6.68130122048411E-01     7.70235179974846E-02     1.78888224869758E-05     2.91395884808963E-07     1.41324469805826E-04     6.83687888585580E-04     7.16672983877280E-09     3.03607950920307E-04     5.53192305586669E-04     2.12750009727360E+17     2.39600000000000E+03
     6.68104991544760E-01     7.70298039273714E-02     1.78891710265790E-05     2.91411947355038E-07     1.41326944387967E-04     6.83701168843303E-04     7.16686948852418E-09     3.03601859651512E-04     5.53182277273802E-04     2.12921557634913E+17     2.39800000000000E+03
     6.68079861497177E-01     7.70360897433049E-02     1.78895195735775E-05     2.91428010977807E-07     1.41329419002742E-04     6.83714449384195E-04     7.16700914124032E-09     3.03595768262899E-04     5.53172248756473E-04     2.13093102430225E+17     2.40000000000000E+03
     6.68054731905668E-01     7.70423754452827E-02     1.78898681279717E-05     2.91444075677337E-07     1.41331893650144E-04     6.83727730208335E-04     7.16714879692150E-09     3.03589676754377E-04     5.53162220034704E-04     2.13264644113233E+17     2.40200000000000E+03
     6.68029602770245E-01     7.70486610333026E-02     1.78902166897626E-05     2.91460141453695E-07     1.41334368330163E-04     6.83741011315802E-04     7.16728845556803E-09     3.03583585125849E-04     5.53152191108520E-04     2.13436182683873E+17     2.40400000000000E+03
     6.68004474090915E-01     7.70549465073622E-02     1.78905652589509E-05     2.91476208306952E-07     1.41336843042792E-04     6.83754292706676E-04     7.16742811718024E-09     3.03577493377215E-04     5.53142161977948E-04     2.13607718142083E+17     2.40600000000000E+03
     6.67979345867689E-01     7.70612318674591E-02     1.78909138355374E-05     2.91492276237176E-07     1.41339317788024E-04     6.83767574381039E-04     7.16756778175851E-09     3.03571401508372E-04     5.53132132643015E-04     2.13779250487801E+17     2.40800000000000E+03
     6.67954218100575E-01     7.70675171135911E-02     1.78912624195231E-05     2.91508345244439E-07     1.41341792565851E-04     6.83780856338970E-04     7.16770744930325E-09     3.03565309519213E-04     5.53122103103755E-04     2.13950779720963E+17     2.41000000000000E+03
     6.67929090789584E-01     7.70738022457558E-02     1.78916110109091E-05     2.91524415328814E-07     1.41344267376267E-04     6.83794138580554E-04     7.16784711981489E-09     3.03559217409626E-04     5.53112073360201E-04     2.14122305841506E+17     2.41200000000000E+03
     6.67903963934724E-01     7.70800872639508E-02     1.78919596096965E-05     2.91540486490373E-07     1.41346742219267E-04     6.83807421105872E-04     7.16798679329390E-09     3.03553125179498E-04     5.53102043412389E-04     2.14293828849368E+17     2.41400000000000E+03
     6.67878837536004E-01     7.70863721681738E-02     1.78923082158866E-05     2.91556558729191E-07     1.41349217094846E-04     6.83820703915007E-04     7.16812646974081E-09     3.03547032828708E-04     5.53092013260359E-04     2.14465348744486E+17     2.41600000000000E+03
     6.67853711593434E-01     7.70926569584226E-02     1.78926568294807E-05     2.91572632045345E-07     1.41351692002998E-04     6.83833987008044E-04     7.16826614915616E-09     3.03540940357135E-04     5.53081982904154E-04     2.14636865526796E+17     2.41800000000000E+03
     6.67828586107024E-01     7.70989416346946E-02     1.78930054504802E-05     2.91588706438911E-07     1.41354166943720E-04     6.83847270385068E-04     7.16840583154052E-09     3.03534847764651E-04     5.53071952343816E-04     2.14808379196237E+17     2.42000000000000E+03
     6.67803461076782E-01     7.71052261969876E-02     1.78933540788865E-05     2.91604781909967E-07     1.41356641917009E-04     6.83860554046162E-04     7.16854551689452E-09     3.03528755051126E-04     5.53061921579395E-04     2.14979889752744E+17     2.42200000000000E+03
     6.67778336502718E-01     7.71115106452993E-02     1.78937027147014E-05     2.91620858458593E-07     1.41359116922861E-04     6.83873837991414E-04     7.16868520521881E-09     3.03522662216426E-04     5.53051890610939E-04     2.15151397196256E+17     2.42400000000000E+03
     6.67753212384841E-01     7.71177949796273E-02     1.78940513579264E-05     2.91636936084869E-07     1.41361591961274E-04     6.83887122220910E-04     7.16882489651410E-09     3.03516569260411E-04     5.53041859438502E-04     2.15322901526709E+17     2.42600000000000E+03
     6.67728088723161E-01     7.71240791999692E-02     1.78944000085634E-05     2.91653014788879E-07     1.41364067032247E-04     6.83900406734736E-04     7.16896459078111E-09     3.03510476182939E-04     5.53031828062140E-04     2.15494402744040E+17     2.42800000000000E+03
     6.67702965517687E-01     7.71303633063227E-02     1.78947486666143E-05     2.91669094570706E-07     1.41366542135779E-04     6.83913691532981E-04     7.16910428802061E-09     3.03504382983862E-04     5.53021796481910E-04     2.15665900848186E+17     2.43000000000000E+03
     6.67677842768429E-01     7.71366472986855E-02     1.78950973320810E-05     2.91685175430433E-07     1.41369017271869E-04     6.83926976615733E-04     7.16924398823341E-09     3.03498289663029E-04     5.53011764697875E-04     2.15837395839084E+17     2.43200000000000E+03
     6.67652720475394E-01     7.71429311770551E-02     1.78954460049656E-05     2.91701257368149E-07     1.41371492440518E-04     6.83940261983079E-04     7.16938369142037E-09     3.03492196220284E-04     5.53001732710098E-04     2.16008887716672E+17     2.43400000000000E+03
     6.67627598638594E-01     7.71492149414293E-02     1.78957946852704E-05     2.91717340383939E-07     1.41373967641727E-04     6.83953547635111E-04     7.16952339758238E-09     3.03486102655468E-04     5.52991700518648E-04     2.16180376480886E+17     2.43600000000000E+03
     6.67602477258038E-01     7.71554985918056E-02     1.78961433729976E-05     2.91733424477894E-07     1.41376442875496E-04     6.83966833571917E-04     7.16966310672036E-09     3.03480008968415E-04     5.52981668123595E-04     2.16351862131664E+17     2.43800000000000E+03
     6.67577356333734E-01     7.71617821281818E-02     1.78964920681495E-05     2.91749509650104E-07     1.41378918141830E-04     6.83980119793589E-04     7.16980281883530E-09     3.03473915158958E-04     5.52971635525011E-04     2.16523344668942E+17     2.44000000000000E+03
     6.67552235865692E-01     7.71680655505554E-02     1.78968407707288E-05     2.91765595900661E-07     1.41381393440730E-04     6.83993406300216E-04     7.16994253392820E-09     3.03467821226922E-04     5.52961602722974E-04     2.16694824092657E+17     2.44200000000000E+03
     6.67527115853922E-01     7.71743488589240E-02     1.78971894807380E-05     2.91781683229658E-07     1.41383868772200E-04     6.84006693091891E-04     7.17008225200014E-09     3.03461727172131E-04     5.52951569717564E-04     2.16866300402747E+17     2.44400000000000E+03
     6.67501996298432E-01     7.71806320532854E-02     1.78975381981798E-05     2.91797771637190E-07     1.41386344136245E-04     6.84019980168707E-04     7.17022197305219E-09     3.03455632994402E-04     5.52941536508862E-04     2.17037773599148E+17     2.44600000000000E+03
     6.67476877199234E-01     7.71869151336372E-02     1.78978869230571E-05     2.91813861123354E-07     1.41388819532870E-04     6.84033267530754E-04     7.17036169708553E-09     3.03449538693548E-04     5.52931503096956E-04     2.17209243681797E+17     2.44800000000000E+03
     6.67451758556334E-01     7.71931980999769E-02     1.78982356553727E-05     2.91829951688248E-07     1.41391294962080E-04     6.84046555178128E-04     7.17050142410132E-09     3.03443444269378E-04     5.52921469481935E-04     2.17380710650631E+17     2.45000000000000E+03
     6.67426640369744E-01     7.71994809523023E-02     1.78985843951298E-05     2.91846043331971E-07     1.41393770423883E-04     6.84059843110921E-04     7.17064115410080E-09     3.03437349721695E-04     5.52911435663891E-04     2.17552174505588E+17     2.45200000000000E+03
     6.67401522639473E-01     7.72057636906109E-02     1.78989331423314E-05     2.91862136054625E-07     1.41396245918286E-04     6.84073131329227E-04     7.17078088708526E-09     3.03431255050300E-04     5.52901401642920E-04     2.17723635246603E+17     2.45400000000000E+03
     6.67376405365529E-01     7.72120463149003E-02     1.78992818969809E-05     2.91878229856313E-07     1.41398721445297E-04     6.84086419833142E-04     7.17092062305601E-09     3.03425160254986E-04     5.52891367419122E-04     2.17895092873614E+17     2.45600000000000E+03
     6.67351288547923E-01     7.72183288251682E-02     1.78996306590817E-05     2.91894324737139E-07     1.41401197004924E-04     6.84099708622760E-04     7.17106036201442E-09     3.03419065335543E-04     5.52881332992599E-04     2.18066547386558E+17     2.45800000000000E+03
     6.67326172186663E-01     7.72246112214122E-02     1.78999794286373E-05     2.91910420697209E-07     1.41403672597178E-04     6.84112997698177E-04     7.17120010396192E-09     3.03412970291755E-04     5.52871298363457E-04     2.18237998785372E+17     2.46000000000000E+03
     6.67301056281760E-01     7.72308935036300E-02     1.79003282056512E-05     2.91926517736631E-07     1.41406148222069E-04     6.84126287059489E-04     7.17133984889996E-09     3.03406875123404E-04     5.52861263531807E-04     2.18409447069992E+17     2.46200000000000E+03
     6.67275940833223E-01     7.72371756718191E-02     1.79006769901272E-05     2.91942615855516E-07     1.41408623879608E-04     6.84139576706794E-04     7.17147959683006E-09     3.03400779830264E-04     5.52851228497761E-04     2.18580892240356E+17     2.46400000000000E+03
     6.67250825841060E-01     7.72434577259771E-02     1.79010257820693E-05     2.91958715053973E-07     1.41411099569808E-04     6.84152866640187E-04     7.17161934775377E-09     3.03394684412104E-04     5.52841193261436E-04     2.18752334296399E+17     2.46600000000000E+03
     6.67225711305283E-01     7.72497396661018E-02     1.79013745814813E-05     2.91974815332116E-07     1.41413575292681E-04     6.84166156859767E-04     7.17175910167271E-09     3.03388588868691E-04     5.52831157822952E-04     2.18923773238060E+17     2.46800000000000E+03
     6.67200597225899E-01     7.72560214921905E-02     1.79017233883675E-05     2.91990916690061E-07     1.41416051048241E-04     6.84179447365631E-04     7.17189885858853E-09     3.03382493199783E-04     5.52821122182434E-04     2.19095209065275E+17     2.47000000000000E+03
     6.67175483602919E-01     7.72623032042411E-02     1.79020722027319E-05     2.92007019127923E-07     1.41418526836503E-04     6.84192738157878E-04     7.17203861850293E-09     3.03376397405137E-04     5.52811086340009E-04     2.19266641777980E+17     2.47200000000000E+03
     6.67150370436352E-01     7.72685848022511E-02     1.79024210245791E-05     2.92023122645821E-07     1.41421002657483E-04     6.84206029236608E-04     7.17217838141767E-09     3.03370301484501E-04     5.52801050295808E-04     2.19438071376112E+17     2.47400000000000E+03
     6.67125257726175E-01     7.72748662862287E-02     1.79027698534897E-05     2.92039227243251E-07     1.41423478510936E-04     6.84219320582721E-04     7.17231814716235E-09     3.03364205469486E-04     5.52791014037982E-04     2.19609497859641E+17     2.47600000000000E+03
     6.67100145472414E-01     7.72811476561664E-02     1.79031186896754E-05     2.92055332920639E-07     1.41425954397007E-04     6.84232612205696E-04     7.17245791582295E-09     3.03358109344265E-04     5.52780977572525E-04     2.19780921228488E+17     2.47800000000000E+03
     6.67075033675090E-01     7.72874289120578E-02     1.79034675332965E-05     2.92071439678340E-07     1.41428430315811E-04     6.84245904112687E-04     7.17259768746465E-09     3.03352013096864E-04     5.52770940903983E-04     2.19952341482577E+17     2.48000000000000E+03
     6.67049922334212E-01     7.72937100539006E-02     1.79038163843551E-05     2.92087547516476E-07     1.41430906267363E-04     6.84259196303658E-04     7.17273746208822E-09     3.03345916727234E-04     5.52760904032417E-04     2.20123758621846E+17     2.48200000000000E+03
     6.67024811449790E-01     7.72999910816925E-02     1.79041652428531E-05     2.92103656435169E-07     1.41433382251682E-04     6.84272488778575E-04     7.17287723969444E-09     3.03339820235328E-04     5.52750866957893E-04     2.20295172646230E+17     2.48400000000000E+03
     6.66999701021832E-01     7.73062719954311E-02     1.79045141087925E-05     2.92119766434544E-07     1.41435858268786E-04     6.84285781537398E-04     7.17301702028411E-09     3.03333723621097E-04     5.52740829680477E-04     2.20466583555668E+17     2.48600000000000E+03
     6.66974591050348E-01     7.73125527951142E-02     1.79048629821755E-05     2.92135877514730E-07     1.41438334318697E-04     6.84299074580083E-04     7.17315680385805E-09     3.03327626884494E-04     5.52730792200238E-04     2.20637991350096E+17     2.48800000000000E+03
     6.66949481535347E-01     7.73188334807393E-02     1.79052118630041E-05     2.92151989675854E-07     1.41440810401434E-04     6.84312367906585E-04     7.17329659041712E-09     3.03321530025472E-04     5.52720754517244E-04     2.20809396029451E+17     2.49000000000000E+03
     6.66924372476839E-01     7.73251140523042E-02     1.79055607512806E-05     2.92168102918049E-07     1.41443286517019E-04     6.84325661516853E-04     7.17343637996218E-09     3.03315433043987E-04     5.52710716631568E-04     2.20980797593669E+17     2.49200000000000E+03
     6.66899263874832E-01     7.73313945098065E-02     1.79059096470073E-05     2.92184217241445E-07     1.41445762665475E-04     6.84338955410836E-04     7.17357617249412E-09     3.03309335939991E-04     5.52700678543283E-04     2.21152196042688E+17     2.49400000000000E+03
     6.66874155729337E-01     7.73376748532439E-02     1.79062585501864E-05     2.92200332646179E-07     1.41448238846825E-04     6.84352249588476E-04     7.17371596801385E-09     3.03303238713440E-04     5.52690640252464E-04     2.21323591376445E+17     2.49600000000000E+03
     6.66849048040362E-01     7.73439550826140E-02     1.79066074608203E-05     2.92216449132387E-07     1.41450715061094E-04     6.84365544049715E-04     7.17385576652232E-09     3.03297141364290E-04     5.52680601759188E-04     2.21494983594877E+17     2.49800000000000E+03
     6.66823940807916E-01     7.73502351979146E-02     1.79069563789115E-05     2.92232566700207E-07     1.41453191308306E-04     6.84378838794489E-04     7.17399556802046E-09     3.03291043892498E-04     5.52670563063533E-04     2.21666372697919E+17     2.50000000000000E+03
     6.66798834032009E-01     7.73565151991433E-02     1.79073053044624E-05     2.92248685349781E-07     1.41455667588488E-04     6.84392133822732E-04     7.17413537250927E-09     3.03284946298021E-04     5.52660524165580E-04     2.21837758685510E+17     2.50200000000000E+03
     6.66773727712651E-01     7.73627950862978E-02     1.79076542374756E-05     2.92264805081251E-07     1.41458143901668E-04     6.84405429134372E-04     7.17427517998975E-09     3.03278848580817E-04     5.52650485065412E-04     2.22009141557586E+17     2.50400000000000E+03
     6.66748621849850E-01     7.73690748593756E-02     1.79080031779538E-05     2.92280925894761E-07     1.41460620247874E-04     6.84418724729337E-04     7.17441499046291E-09     3.03272750740844E-04     5.52640445763112E-04     2.22180521314084E+17     2.50600000000000E+03
     6.66723516443615E-01     7.73753545183746E-02     1.79083521258995E-05     2.92297047790459E-07     1.41463096627135E-04     6.84432020607548E-04     7.17455480392981E-09     3.03266652778062E-04     5.52630406258767E-04     2.22351897954941E+17     2.50800000000000E+03
     6.66698411493957E-01     7.73816340632924E-02     1.79087010813156E-05     2.92313170768493E-07     1.41465573039480E-04     6.84445316768924E-04     7.17469462039153E-09     3.03260554692432E-04     5.52620366552465E-04     2.22523271480093E+17     2.51000000000000E+03
     6.66673307000884E-01     7.73879134941266E-02     1.79090500442047E-05     2.92329294829014E-07     1.41468049484942E-04     6.84458613213381E-04     7.17483443984914E-09     3.03254456483914E-04     5.52610326644295E-04     2.22694641889477E+17     2.51200000000000E+03
     6.66648202964405E-01     7.73941928108749E-02     1.79093990145698E-05     2.92345419972176E-07     1.41470525963553E-04     6.84471909940828E-04     7.17497426230378E-09     3.03248358152471E-04     5.52600286534350E-04     2.22866009183031E+17     2.51400000000000E+03
     6.66623099384531E-01     7.74004720135349E-02     1.79097479924138E-05     2.92361546198134E-07     1.41473002475345E-04     6.84485206951174E-04     7.17511408775659E-09     3.03242259698065E-04     5.52590246222722E-04     2.23037373360690E+17     2.51600000000000E+03
     6.66597996261269E-01     7.74067511021044E-02     1.79100969777396E-05     2.92377673507045E-07     1.41475479020353E-04     6.84498504244322E-04     7.17525391620872E-09     3.03236161120661E-04     5.52580205709507E-04     2.23208734422392E+17     2.51800000000000E+03
     6.66572893594630E-01     7.74130300765810E-02     1.79104459705504E-05     2.92393801899068E-07     1.41477955598613E-04     6.84511801820170E-04     7.17539374766136E-09     3.03230062420223E-04     5.52570164994803E-04     2.23380092368074E+17     2.52000000000000E+03
     6.66547791384622E-01     7.74193089369624E-02     1.79107949708490E-05     2.92409931374366E-07     1.41480432210160E-04     6.84525099678614E-04     7.17553358211574E-09     3.03223963596716E-04     5.52560124078710E-04     2.23551447197671E+17     2.52200000000000E+03
