               Y_p             Y_he4             Y_c12             Y_c13             Y_n13             Y_n14             Y_n15             Y_o14             Y_o15             E_nuc              Time
     4.65865493174679E-01     1.27620918617008E-01     2.12284953564881E-05     4.84878073723960E-07     1.63976706586828E-04     8.10824506876051E-04     8.50477484964342E-09     2.45734480446002E-04     4.57742427885744E-04     1.59350448945242E+18     1.99740000000000E+04
     4.65844702997369E-01     1.27626119930127E-01     2.12289046810304E-05     4.84907463339344E-07     1.63979329895625E-04     8.10840069334357E-04     8.50493870983299E-09     2.45727459784151E-04     4.57730823902475E-04     1.59364641793808E+18     1.99760000000000E+04
     4.65823913347637E-01     1.27631321111388E-01     2.12293140073074E-05     4.84936855206225E-07     1.63981953203159E-04     8.10855632013576E-04     8.50510257568833E-09     2.45720439040486E-04     4.57719219777379E-04     1.59378834282330E+18     1.99780000000000E+04
     4.65803124225491E-01     1.27636522160790E-01     2.12297233352792E-05     4.84966249326492E-07     1.63984576509466E-04     8.10871194913694E-04     8.50526644723891E-09     2.45713418215011E-04     4.57707615510469E-04     1.59393026410804E+18     1.99800000000000E+04
     4.65782335630937E-01     1.27641723078330E-01     2.12301326649060E-05     4.84995645702038E-07     1.63987199814578E-04     8.10886758034699E-04     8.50543032451428E-09     2.45706397307729E-04     4.57696011101755E-04     1.59407218179226E+18     1.99820000000000E+04
     4.65761547563981E-01     1.27646923864006E-01     2.12305419961481E-05     4.85025044334760E-07     1.63989823118531E-04     8.10902321376578E-04     8.50559420754409E-09     2.45699376318645E-04     4.57684406551252E-04     1.59421409587590E+18     1.99840000000000E+04
     4.65740760024630E-01     1.27652124517819E-01     2.12309513289653E-05     4.85054445226562E-07     1.63992446421361E-04     8.10917884939319E-04     8.50575809635808E-09     2.45692355247761E-04     4.57672801858969E-04     1.59435600635894E+18     1.99860000000000E+04
     4.65719973012890E-01     1.27657325039765E-01     2.12313606633175E-05     4.85083848379353E-07     1.63995069723101E-04     8.10933448722910E-04     8.50592199098605E-09     2.45685334095083E-04     4.57661197024919E-04     1.59449791324132E+18     1.99880000000000E+04
     4.65699186528767E-01     1.27662525429843E-01     2.12317699991645E-05     4.85113253795046E-07     1.63997693023787E-04     8.10949012727336E-04     8.50608589145793E-09     2.45678312860614E-04     4.57649592049114E-04     1.59463981652300E+18     1.99900000000000E+04
     4.65678400572268E-01     1.27667725688051E-01     2.12321793364658E-05     4.85142661475560E-07     1.64000316323455E-04     8.10964576952587E-04     8.50624979780372E-09     2.45671291544357E-04     4.57637986931566E-04     1.59478171620393E+18     1.99920000000000E+04
     4.65657615143399E-01     1.27672925814389E-01     2.12325886751809E-05     4.85172071422819E-07     1.64002939622140E-04     8.10980141398649E-04     8.50641371005349E-09     2.45664270146317E-04     4.57626381672286E-04     1.59492361228408E+18     1.99940000000000E+04
     4.65636830242167E-01     1.27678125808854E-01     2.12329980152693E-05     4.85201483638753E-07     1.64005562919877E-04     8.10995706065510E-04     8.50657762823744E-09     2.45657248666498E-04     4.57614776271288E-04     1.59506550476339E+18     1.99960000000000E+04
     4.65616045868578E-01     1.27683325671444E-01     2.12334073566901E-05     4.85230898125295E-07     1.64008186216701E-04     8.11011270953156E-04     8.50674155238582E-09     2.45650227104903E-04     4.57603170728582E-04     1.59520739364183E+18     1.99980000000000E+04
     4.65595262022638E-01     1.27688525402159E-01     2.12338166994026E-05     4.85260314884387E-07     1.64010809512650E-04     8.11026836061576E-04     8.50690548252899E-09     2.45643205461536E-04     4.57591565044181E-04     1.59534927891936E+18     2.00000000000000E+04
     4.65574478704354E-01     1.27693725000996E-01     2.12342260433656E-05     4.85289733917973E-07     1.64013432807758E-04     8.11042401390757E-04     8.50706941869739E-09     2.45636183736401E-04     4.57579959218096E-04     1.59549116059591E+18     2.00020000000000E+04
     4.65553695913732E-01     1.27698924467954E-01     2.12346353885381E-05     4.85319155228002E-07     1.64016056102062E-04     8.11057966940686E-04     8.50723336092156E-09     2.45629161929502E-04     4.57568353250340E-04     1.59563303867146E+18     2.00040000000000E+04
     4.65532913650778E-01     1.27704123803031E-01     2.12350447348789E-05     4.85348578816431E-07     1.64018679395597E-04     8.11073532711350E-04     8.50739730923211E-09     2.45622140040843E-04     4.57556747140924E-04     1.59577491314597E+18     2.00060000000000E+04
     4.65512131915500E-01     1.27709323006226E-01     2.12354540823465E-05     4.85378004685219E-07     1.64021302688401E-04     8.11089098702738E-04     8.50756126365976E-09     2.45615118070426E-04     4.57545140889860E-04     1.59591678401937E+18     2.00080000000000E+04
     4.65491350707903E-01     1.27714522077537E-01     2.12358634308996E-05     4.85407432836333E-07     1.64023925980509E-04     8.11104664914836E-04     8.50772522423530E-09     2.45608096018257E-04     4.57533534497161E-04     1.59605865129164E+18     2.00100000000000E+04
     4.65470570027993E-01     1.27719721016962E-01     2.12362727804965E-05     4.85436863271743E-07     1.64026549271958E-04     8.11120231347631E-04     8.50788919098962E-09     2.45601073884339E-04     4.57521927962837E-04     1.59620051496273E+18     2.00120000000000E+04
     4.65449789875777E-01     1.27724919824500E-01     2.12366821310956E-05     4.85466295993425E-07     1.64029172562785E-04     8.11135798001112E-04     8.50805316395370E-09     2.45594051668675E-04     4.57510321286902E-04     1.59634237503259E+18     2.00140000000000E+04
     4.65429010251262E-01     1.27730118500149E-01     2.12370914826549E-05     4.85495731003361E-07     1.64031795853026E-04     8.11151364875264E-04     8.50821714315859E-09     2.45587029371270E-04     4.57498714469367E-04     1.59648423150118E+18     2.00160000000000E+04
     4.65408231154454E-01     1.27735317043908E-01     2.12375008351325E-05     4.85525168303538E-07     1.64034419142719E-04     8.11166931970077E-04     8.50838112863546E-09     2.45580006992126E-04     4.57487107510244E-04     1.59662608436846E+18     2.00180000000000E+04
     4.65387452585359E-01     1.27740515455775E-01     2.12379101884863E-05     4.85554607895946E-07     1.64037042431900E-04     8.11182499285537E-04     8.50854512041555E-09     2.45572984531248E-04     4.57475500409545E-04     1.59676793363438E+18     2.00200000000000E+04
     4.65366674543984E-01     1.27745713735748E-01     2.12383195426742E-05     4.85584049782583E-07     1.64039665720606E-04     8.11198066821632E-04     8.50870911853018E-09     2.45565961988640E-04     4.57463893167282E-04     1.59690977929890E+18     2.00220000000000E+04
     4.65345897030334E-01     1.27750911883826E-01     2.12387288976538E-05     4.85613493965452E-07     1.64042289008876E-04     8.11213634578348E-04     8.50887312301078E-09     2.45558939364305E-04     4.57452285783467E-04     1.59705162136197E+18     2.00240000000000E+04
     4.65325120044417E-01     1.27756109900007E-01     2.12391382533827E-05     4.85642940446558E-07     1.64044912296745E-04     8.11229202555674E-04     8.50903713388886E-09     2.45551916658247E-04     4.57440678258112E-04     1.59719345982356E+18     2.00260000000000E+04
     4.65304343586238E-01     1.27761307784290E-01     2.12395476098182E-05     4.85672389227915E-07     1.64047535584252E-04     8.11244770753596E-04     8.50920115119601E-09     2.45544893870469E-04     4.57429070591228E-04     1.59733529468362E+18     2.00280000000000E+04
     4.65283567655805E-01     1.27766505536672E-01     2.12399569669178E-05     4.85701840311541E-07     1.64050158871435E-04     8.11260339172102E-04     8.50936517496392E-09     2.45537871000975E-04     4.57417462782828E-04     1.59747712594210E+18     2.00300000000000E+04
     4.65262792253123E-01     1.27771703157153E-01     2.12403663246386E-05     4.85731293699458E-07     1.64052782158331E-04     8.11275907811180E-04     8.50952920522436E-09     2.45530848049769E-04     4.57405854832923E-04     1.59761895359896E+18     2.00320000000000E+04
     4.65242017378199E-01     1.27776900645731E-01     2.12407756829377E-05     4.85760749393695E-07     1.64055405444978E-04     8.11291476670816E-04     8.50969324200919E-09     2.45523825016854E-04     4.57394246741526E-04     1.59776077765415E+18     2.00340000000000E+04
     4.65221243031039E-01     1.27782098002404E-01     2.12411850417720E-05     4.85790207396284E-07     1.64058028731414E-04     8.11307045750999E-04     8.50985728535038E-09     2.45516801902235E-04     4.57382638508649E-04     1.59790259810764E+18     2.00360000000000E+04
     4.65200469211649E-01     1.27787295227170E-01     2.12415944010984E-05     4.85819667709265E-07     1.64060652017677E-04     8.11322615051715E-04     8.51002133527995E-09     2.45509778705914E-04     4.57371030134303E-04     1.59804441495938E+18     2.00380000000000E+04
     4.65179695920037E-01     1.27792492320028E-01     2.12420037608736E-05     4.85849130334680E-07     1.64063275303806E-04     8.11338184572952E-04     8.51018539183005E-09     2.45502755427895E-04     4.57359421618501E-04     1.59818622820933E+18     2.00400000000000E+04
     4.65158923156208E-01     1.27797689280976E-01     2.12424131210542E-05     4.85878595274579E-07     1.64065898589839E-04     8.11353754314698E-04     8.51034945503288E-09     2.45495732068182E-04     4.57347812961254E-04     1.59832803785744E+18     2.00420000000000E+04
     4.65138150920169E-01     1.27802886110013E-01     2.12428224815966E-05     4.85908062531017E-07     1.64068521875815E-04     8.11369324276939E-04     8.51051352492076E-09     2.45488708626779E-04     4.57336204162574E-04     1.59846984390366E+18     2.00440000000000E+04
     4.65117379211925E-01     1.27808082807138E-01     2.12432318424573E-05     4.85937532106051E-07     1.64071145161772E-04     8.11384894459663E-04     8.51067760152608E-09     2.45481685103689E-04     4.57324595222473E-04     1.59861164634796E+18     2.00460000000000E+04
     4.65096608031485E-01     1.27813279372347E-01     2.12436412035923E-05     4.85967004001747E-07     1.64073768447749E-04     8.11400464862857E-04     8.51084168488133E-09     2.45474661498915E-04     4.57312986140964E-04     1.59875344519030E+18     2.00480000000000E+04
     4.65075837378853E-01     1.27818475805641E-01     2.12440505649579E-05     4.85996478220174E-07     1.64076391733784E-04     8.11416035486509E-04     8.51100577501908E-09     2.45467637812461E-04     4.57301376918058E-04     1.59889524043061E+18     2.00500000000000E+04
     4.65055067254036E-01     1.27823672107016E-01     2.12444599265100E-05     4.86025954763408E-07     1.64079015019918E-04     8.11431606330606E-04     8.51116987197199E-09     2.45460614044331E-04     4.57289767553767E-04     1.59903703206888E+18     2.00520000000000E+04
     4.65034297657041E-01     1.27828868276473E-01     2.12448692882044E-05     4.86055433633528E-07     1.64081638306189E-04     8.11447177395135E-04     8.51133397577281E-09     2.45453590194529E-04     4.57278158048104E-04     1.59917882010504E+18     2.00540000000000E+04
     4.65013528587873E-01     1.27834064314008E-01     2.12452786499970E-05     4.86084914832620E-07     1.64084261592636E-04     8.11462748680085E-04     8.51149808645438E-09     2.45446566263056E-04     4.57266548401079E-04     1.59932060453905E+18     2.00560000000000E+04
     4.64992760046540E-01     1.27839260219621E-01     2.12456880118434E-05     4.86114398362773E-07     1.64086884879299E-04     8.11478320185441E-04     8.51166220404964E-09     2.45439542249919E-04     4.57254938612706E-04     1.59946238537089E+18     2.00580000000000E+04
     4.64971992033048E-01     1.27844455993309E-01     2.12460973736990E-05     4.86143884226084E-07     1.64089508166217E-04     8.11493891911192E-04     8.51182632859160E-09     2.45432518155118E-04     4.57243328682995E-04     1.59960416260048E+18     2.00600000000000E+04
     4.64951224547403E-01     1.27849651635072E-01     2.12465067355192E-05     4.86173372424654E-07     1.64092131453431E-04     8.11509463857325E-04     8.51199046011336E-09     2.45425493978659E-04     4.57231718611960E-04     1.59974593622781E+18     2.00620000000000E+04
     4.64930457589611E-01     1.27854847144908E-01     2.12469160972594E-05     4.86202862960589E-07     1.64094754740979E-04     8.11525036023827E-04     8.51215459864813E-09     2.45418469720545E-04     4.57220108399611E-04     1.59988770625281E+18     2.00640000000000E+04
     4.64909691159679E-01     1.27860042522814E-01     2.12473254588746E-05     4.86232355835999E-07     1.64097378028902E-04     8.11540608410686E-04     8.51231874422918E-09     2.45411445380779E-04     4.57208498045961E-04     1.60002947267546E+18     2.00660000000000E+04
     4.64888925257613E-01     1.27865237768790E-01     2.12477348203198E-05     4.86261851053002E-07     1.64100001317240E-04     8.11556181017888E-04     8.51248289688988E-09     2.45404420959365E-04     4.57196887551023E-04     1.60017123549569E+18     2.00680000000000E+04
     4.64868159883419E-01     1.27870432882833E-01     2.12481441815500E-05     4.86291348613719E-07     1.64102624606033E-04     8.11571753845422E-04     8.51264705666370E-09     2.45397396456305E-04     4.57185276914807E-04     1.60031299471348E+18     2.00700000000000E+04
     4.64847395037104E-01     1.27875627864943E-01     2.12485535425199E-05     4.86320848520277E-07     1.64105247895321E-04     8.11587326893275E-04     8.51281122358420E-09     2.45390371871604E-04     4.57173666137325E-04     1.60045475032877E+18     2.00720000000000E+04
     4.64826630718675E-01     1.27880822715118E-01     2.12489629031842E-05     4.86350350774808E-07     1.64107871185145E-04     8.11602900161434E-04     8.51297539768499E-09     2.45383347205265E-04     4.57162055218591E-04     1.60059650234153E+18     2.00740000000000E+04
     4.64805866928137E-01     1.27886017433355E-01     2.12493722634975E-05     4.86379855379450E-07     1.64110494475545E-04     8.11618473649886E-04     8.51313957899983E-09     2.45376322457291E-04     4.57150444158616E-04     1.60073825075171E+18     2.00760000000000E+04
     4.64785103665497E-01     1.27891212019654E-01     2.12497816234141E-05     4.86409362336343E-07     1.64113117766562E-04     8.11634047358619E-04     8.51330376756251E-09     2.45369297627686E-04     4.57138832957411E-04     1.60087999555926E+18     2.00780000000000E+04
     4.64764340930762E-01     1.27896406474012E-01     2.12501909828883E-05     4.86438871647638E-07     1.64115741058237E-04     8.11649621287620E-04     8.51346796340695E-09     2.45362272716453E-04     4.57127221614989E-04     1.60102173676414E+18     2.00800000000000E+04
     4.64743578723937E-01     1.27901600796429E-01     2.12506003418743E-05     4.86468383315485E-07     1.64118364350611E-04     8.11665195436876E-04     8.51363216656714E-09     2.45355247723596E-04     4.57115610131361E-04     1.60116347436631E+18     2.00820000000000E+04
     4.64722817045029E-01     1.27906794986902E-01     2.12510097003262E-05     4.86497897342044E-07     1.64120987643724E-04     8.11680769806376E-04     8.51379637707716E-09     2.45348222649117E-04     4.57103998506540E-04     1.60130520836573E+18     2.00840000000000E+04
     4.64702055894044E-01     1.27911989045430E-01     2.12514190581979E-05     4.86527413729478E-07     1.64123610937618E-04     8.11696344396105E-04     8.51396059497119E-09     2.45341197493021E-04     4.57092386740538E-04     1.60144693876235E+18     2.00860000000000E+04
     4.64681295270990E-01     1.27917182972011E-01     2.12518284154432E-05     4.86556932479954E-07     1.64126234232335E-04     8.11711919206052E-04     8.51412482028347E-09     2.45334172255310E-04     4.57080774833367E-04     1.60158866555613E+18     2.00880000000000E+04
     4.64660535175871E-01     1.27922376766644E-01     2.12522377720158E-05     4.86586453595647E-07     1.64128857527915E-04     8.11727494236204E-04     8.51428905304837E-09     2.45327146935988E-04     4.57069162785038E-04     1.60173038874702E+18     2.00900000000000E+04
     4.64639775608695E-01     1.27927570429328E-01     2.12526471278692E-05     4.86615977078735E-07     1.64131480824400E-04     8.11743069486548E-04     8.51445329330032E-09     2.45320121535059E-04     4.57057550595564E-04     1.60187210833498E+18     2.00920000000000E+04
     4.64619016569467E-01     1.27932763960059E-01     2.12530564829570E-05     4.86645502931403E-07     1.64134104121832E-04     8.11758644957072E-04     8.51461754107385E-09     2.45313096052525E-04     4.57045938264956E-04     1.60201382431996E+18     2.00940000000000E+04
     4.64598258058195E-01     1.27937957358838E-01     2.12534658372323E-05     4.86675031155840E-07     1.64136727420253E-04     8.11774220647763E-04     8.51478179640357E-09     2.45306070488390E-04     4.57034325793227E-04     1.60215553670193E+18     2.00960000000000E+04
     4.64577500074884E-01     1.27943150625662E-01     2.12538751906486E-05     4.86704561754240E-07     1.64139350719704E-04     8.11789796558608E-04     8.51494605932419E-09     2.45299044842657E-04     4.57022713180388E-04     1.60229724548084E+18     2.00980000000000E+04
     4.64556742619541E-01     1.27948343760530E-01     2.12542845431587E-05     4.86734094728803E-07     1.64141974020228E-04     8.11805372689594E-04     8.51511032987049E-09     2.45292019115329E-04     4.57011100426452E-04     1.60243895065665E+18     2.01000000000000E+04
     4.64535985692173E-01     1.27953536763440E-01     2.12546938947158E-05     4.86763630081733E-07     1.64144597321867E-04     8.11820949040710E-04     8.51527460807736E-09     2.45284993306410E-04     4.56999487531430E-04     1.60258065222931E+18     2.01020000000000E+04
     4.64515229292785E-01     1.27958729634390E-01     2.12551032452726E-05     4.86793167815242E-07     1.64147220624663E-04     8.11836525611941E-04     8.51543889397978E-09     2.45277967415903E-04     4.56987874495335E-04     1.60272235019877E+18     2.01040000000000E+04
     4.64494473421384E-01     1.27963922373379E-01     2.12555125947819E-05     4.86822707931543E-07     1.64149843928659E-04     8.11852102403277E-04     8.51560318761279E-09     2.45270941443812E-04     4.56976261318178E-04     1.60286404456500E+18     2.01060000000000E+04
     4.64473718077976E-01     1.27969114980406E-01     2.12559219431962E-05     4.86852250432857E-07     1.64152467233897E-04     8.11867679414704E-04     8.51576748901155E-09     2.45263915390139E-04     4.56964647999972E-04     1.60300573532796E+18     2.01080000000000E+04
     4.64452963262568E-01     1.27974307455468E-01     2.12563312904681E-05     4.86881795321411E-07     1.64155090540420E-04     8.11883256646208E-04     8.51593179821129E-09     2.45256889254887E-04     4.56953034540729E-04     1.60314742248759E+18     2.01100000000000E+04
     4.64432208975166E-01     1.27979499798565E-01     2.12567406365499E-05     4.86911342599435E-07     1.64157713848270E-04     8.11898834097779E-04     8.51609611524735E-09     2.45249863038061E-04     4.56941420940459E-04     1.60328910604385E+18     2.01120000000000E+04
     4.64411455215776E-01     1.27984692009693E-01     2.12571499813938E-05     4.86940892269164E-07     1.64160337157491E-04     8.11914411769403E-04     8.51626044015512E-09     2.45242836739663E-04     4.56929807199176E-04     1.60343078599671E+18     2.01140000000000E+04
     4.64390701984405E-01     1.27989884088853E-01     2.12575593249520E-05     4.86970444332841E-07     1.64162960468126E-04     8.11929989661067E-04     8.51642477297012E-09     2.45235810359696E-04     4.56918193316892E-04     1.60357246234611E+18     2.01160000000000E+04
     4.64369949281059E-01     1.27995076036042E-01     2.12579686671764E-05     4.86999998792711E-07     1.64165583780217E-04     8.11945567772759E-04     8.51658911372794E-09     2.45228783898163E-04     4.56906579293618E-04     1.60371413509202E+18     2.01180000000000E+04
     4.64349197105744E-01     1.28000267851259E-01     2.12583780080190E-05     4.87029555651026E-07     1.64168207093809E-04     8.11961146104466E-04     8.51675346246426E-09     2.45221757355069E-04     4.56894965129367E-04     1.60385580423438E+18     2.01200000000000E+04
     4.64328445458467E-01     1.28005459534502E-01     2.12587873474315E-05     4.87059114910043E-07     1.64170830408944E-04     8.11976724656175E-04     8.51691781921484E-09     2.45214730730415E-04     4.56883350824150E-04     1.60399746977317E+18     2.01220000000000E+04
     4.64307694339234E-01     1.28010651085769E-01     2.12591966853655E-05     4.87088676572024E-07     1.64173453725667E-04     8.11992303427875E-04     8.51708218401554E-09     2.45207704024205E-04     4.56871736377979E-04     1.60413913170832E+18     2.01240000000000E+04
     4.64286943748052E-01     1.28015842505059E-01     2.12596060217726E-05     4.87118240639237E-07     1.64176077044020E-04     8.12007882419551E-04     8.51724655690232E-09     2.45200677236443E-04     4.56860121790867E-04     1.60428079003981E+18     2.01260000000000E+04
     4.64266193684926E-01     1.28021033792370E-01     2.12600153566040E-05     4.87147807113953E-07     1.64178700364049E-04     8.12023461631192E-04     8.51741093791121E-09     2.45193650367130E-04     4.56848507062825E-04     1.60442244476758E+18     2.01280000000000E+04
     4.64245444149864E-01     1.28026224947701E-01     2.12604246898113E-05     4.87177375998451E-07     1.64181323685795E-04     8.12039041062784E-04     8.51757532707832E-09     2.45186623416272E-04     4.56836892193866E-04     1.60456409589159E+18     2.01300000000000E+04
     4.64224695142871E-01     1.28031415971050E-01     2.12608340213453E-05     4.87206947295012E-07     1.64183947009305E-04     8.12054620714316E-04     8.51773972443988E-09     2.45179596383870E-04     4.56825277184001E-04     1.60470574341180E+18     2.01320000000000E+04
     4.64203946663954E-01     1.28036606862416E-01     2.12612433511573E-05     4.87236521005926E-07     1.64186570334621E-04     8.12070200585774E-04     8.51790413003218E-09     2.45172569269927E-04     4.56813662033242E-04     1.60484738732817E+18     2.01340000000000E+04
     4.64183198713119E-01     1.28041797621796E-01     2.12616526791980E-05     4.87266097133485E-07     1.64189193661789E-04     8.12085780677146E-04     8.51806854389163E-09     2.45165542074448E-04     4.56802046741602E-04     1.60498902764065E+18     2.01360000000000E+04
     4.64162451290372E-01     1.28046988249190E-01     2.12620620054184E-05     4.87295675679987E-07     1.64191816990852E-04     8.12101360988419E-04     8.51823296605468E-09     2.45158514797434E-04     4.56790431309093E-04     1.60513066434919E+18     2.01380000000000E+04
     4.64141704395720E-01     1.28052178744595E-01     2.12624713297690E-05     4.87325256647737E-07     1.64194440321856E-04     8.12116941519581E-04     8.51839739655792E-09     2.45151487438889E-04     4.56778815735726E-04     1.60527229745377E+18     2.01400000000000E+04
     4.64120958029170E-01     1.28057369108011E-01     2.12628806522004E-05     4.87354840039043E-07     1.64197063654844E-04     8.12132522270619E-04     8.51856183543800E-09     2.45144459998816E-04     4.56767200021513E-04     1.60541392695432E+18     2.01420000000000E+04
     4.64100212190727E-01     1.28062559339434E-01     2.12632899726631E-05     4.87384425856219E-07     1.64199686989862E-04     8.12148103241519E-04     8.51872628273166E-09     2.45137432477218E-04     4.56755584166467E-04     1.60555555285081E+18     2.01440000000000E+04
     4.64079466880398E-01     1.28067749438865E-01     2.12636992911073E-05     4.87414014101585E-07     1.64202310326955E-04     8.12163684432271E-04     8.51889073847574E-09     2.45130404874099E-04     4.56743968170599E-04     1.60569717514319E+18     2.01460000000000E+04
     4.64058722098189E-01     1.28072939406301E-01     2.12641086074832E-05     4.87443604777464E-07     1.64204933666168E-04     8.12179265842860E-04     8.51905520270717E-09     2.45123377189460E-04     4.56732352033922E-04     1.60583879383142E+18     2.01480000000000E+04
     4.64037977844106E-01     1.28078129241741E-01     2.12645179217409E-05     4.87473197886187E-07     1.64207557007546E-04     8.12194847473274E-04     8.51921967546295E-09     2.45116349423306E-04     4.56720735756447E-04     1.60598040891547E+18     2.01500000000000E+04
     4.64017234118157E-01     1.28083318945182E-01     2.12649272338304E-05     4.87502793430088E-07     1.64210180351134E-04     8.12210429323501E-04     8.51938415678018E-09     2.45109321575638E-04     4.56709119338187E-04     1.60612202039527E+18     2.01520000000000E+04
     4.63996490920347E-01     1.28088508516624E-01     2.12653365437014E-05     4.87532391411507E-07     1.64212803696978E-04     8.12226011393527E-04     8.51954864669606E-09     2.45102293646461E-04     4.56697502779154E-04     1.60626362827079E+18     2.01540000000000E+04
     4.63975748250682E-01     1.28093697956065E-01     2.12657458513037E-05     4.87561991832789E-07     1.64215427045123E-04     8.12241593683341E-04     8.51971314524787E-09     2.45095265635777E-04     4.56685886079359E-04     1.60640523254200E+18     2.01560000000000E+04
     4.63955006109169E-01     1.28098887263504E-01     2.12661551565868E-05     4.87591594696285E-07     1.64218050395616E-04     8.12257176192929E-04     8.51987765247296E-09     2.45088237543589E-04     4.56674269238814E-04     1.60654683320883E+18     2.01580000000000E+04
     4.63934264495814E-01     1.28104076438937E-01     2.12665644595001E-05     4.87621200004351E-07     1.64220673748501E-04     8.12272758922280E-04     8.52004216840879E-09     2.45081209369901E-04     4.56662652257532E-04     1.60668843027125E+18     2.01600000000000E+04
     4.63913523410624E-01     1.28109265482365E-01     2.12669737599932E-05     4.87650807759346E-07     1.64223297103825E-04     8.12288341871379E-04     8.52020669309292E-09     2.45074181114714E-04     4.56651035135525E-04     1.60683002372922E+18     2.01620000000000E+04
     4.63892782853605E-01     1.28114454393786E-01     2.12673830580151E-05     4.87680417963638E-07     1.64225920461634E-04     8.12303925040215E-04     8.52037122656297E-09     2.45067152778032E-04     4.56639417872805E-04     1.60697161358269E+18     2.01640000000000E+04
     4.63872042824763E-01     1.28119643173197E-01     2.12677923535149E-05     4.87710030619596E-07     1.64228543821974E-04     8.12319508428774E-04     8.52053576885666E-09     2.45060124359859E-04     4.56627800469383E-04     1.60711319983162E+18     2.01660000000000E+04
     4.63851303324105E-01     1.28124831820597E-01     2.12682016464416E-05     4.87739645729599E-07     1.64231167184892E-04     8.12335092037045E-04     8.52070032001181E-09     2.45053095860196E-04     4.56616182925271E-04     1.60725478247597E+18     2.01680000000000E+04
     4.63830564351636E-01     1.28130020335985E-01     2.12686109367442E-05     4.87769263296027E-07     1.64233790550433E-04     8.12350675865014E-04     8.52086488006631E-09     2.45046067279046E-04     4.56604565240483E-04     1.60739636151569E+18     2.01700000000000E+04
     4.63809825907364E-01     1.28135208719360E-01     2.12690202243712E-05     4.87798883321267E-07     1.64236413918645E-04     8.12366259912669E-04     8.52102944905816E-09     2.45039038616414E-04     4.56592947415029E-04     1.60753793695073E+18     2.01720000000000E+04
     4.63789087991294E-01     1.28140396970718E-01     2.12694295092714E-05     4.87828505807710E-07     1.64239037289575E-04     8.12381844179998E-04     8.52119402702542E-09     2.45032009872301E-04     4.56581329448922E-04     1.60767950878107E+18     2.01740000000000E+04
     4.63768350603434E-01     1.28145585090060E-01     2.12698387913932E-05     4.87858130757755E-07     1.64241660663268E-04     8.12397428666986E-04     8.52135861400627E-09     2.45024981046711E-04     4.56569711342174E-04     1.60782107700664E+18     2.01760000000000E+04
     4.63747613743788E-01     1.28150773077382E-01     2.12702480706850E-05     4.87887758173804E-07     1.64244284039772E-04     8.12413013373623E-04     8.52152321003897E-09     2.45017952139645E-04     4.56558093094796E-04     1.60796264162741E+18     2.01780000000000E+04
     4.63726877412364E-01     1.28155960932685E-01     2.12706573470951E-05     4.87917388058264E-07     1.64246907419135E-04     8.12428598299895E-04     8.52168781516184E-09     2.45010923151108E-04     4.56546474706802E-04     1.60810420264334E+18     2.01800000000000E+04
     4.63706141609168E-01     1.28161148655965E-01     2.12710666205715E-05     4.87947020413548E-07     1.64249530801403E-04     8.12444183445789E-04     8.52185242941333E-09     2.45003894081102E-04     4.56534856178202E-04     1.60824576005438E+18     2.01820000000000E+04
     4.63685406334206E-01     1.28166336247222E-01     2.12714758910623E-05     4.87976655242073E-07     1.64252154186623E-04     8.12459768811292E-04     8.52201705283196E-09     2.44996864929630E-04     4.56523237509009E-04     1.60838731386048E+18     2.01840000000000E+04
     4.63664671587484E-01     1.28171523706454E-01     2.12718851585154E-05     4.88006292546264E-07     1.64254777574844E-04     8.12475354396394E-04     8.52218168545633E-09     2.44989835696695E-04     4.56511618699235E-04     1.60852886406161E+18     2.01860000000000E+04
     4.63643937369010E-01     1.28176711033659E-01     2.12722944228785E-05     4.88035932328548E-07     1.64257400966112E-04     8.12490940201079E-04     8.52234632732515E-09     2.44982806382299E-04     4.56499999748892E-04     1.60867041065772E+18     2.01880000000000E+04
     4.63623203678788E-01     1.28181898228836E-01     2.12727036840993E-05     4.88065574591359E-07     1.64260024360476E-04     8.12506526225336E-04     8.52251097847719E-09     2.44975776986446E-04     4.56488380657992E-04     1.60881195364877E+18     2.01900000000000E+04
     4.63602470516826E-01     1.28187085291982E-01     2.12731129421254E-05     4.88095219337136E-07     1.64262647757983E-04     8.12522112469152E-04     8.52267563895135E-09     2.44968747509137E-04     4.56476761426547E-04     1.60895349303471E+18     2.01920000000000E+04
     4.63581737883130E-01     1.28192272223098E-01     2.12735221969040E-05     4.88124866568323E-07     1.64265271158681E-04     8.12537698932515E-04     8.52284030878657E-09     2.44961717950377E-04     4.56465142054569E-04     1.60909502881551E+18     2.01940000000000E+04
     4.63561005777706E-01     1.28197459022180E-01     2.12739314483826E-05     4.88154516287368E-07     1.64267894562618E-04     8.12553285615411E-04     8.52300498802192E-09     2.44954688310167E-04     4.56453522542071E-04     1.60923656099111E+18     2.01960000000000E+04
     4.63540274200561E-01     1.28202645689227E-01     2.12743406965082E-05     4.88184168496727E-07     1.64270517969843E-04     8.12568872517828E-04     8.52316967669654E-09     2.44947658588511E-04     4.56441902889063E-04     1.60937808956147E+18     2.01980000000000E+04
     4.63519543151700E-01     1.28207832224238E-01     2.12747499412279E-05     4.88213823198858E-07     1.64273141380404E-04     8.12584459639754E-04     8.52333437484966E-09     2.44940628785410E-04     4.56430283095559E-04     1.60951961452656E+18     2.02000000000000E+04
