# AME Table file name: mass16.txt
N                   Z                   Ebind(MeV)/Nucleon
88                  55                  8.24366999999999983e+00
87                  56                  8.28198699999999910e+00
86                  57                  8.30612700000000004e+00
85                  58                  8.32467800000000047e+00
84                  59                  8.32942800000000005e+00
83                  60                  8.33048799999999900e+00
82                  61                  8.31773300000000049e+00
81                  62                  8.28818200000000083e+00
80                  63                  8.24581699999999884e+00
79                  64                  8.19831799999999866e+00
78                  65                  8.13821699999999915e+00
77                  66                  8.07505199999999945e+00
76                  67                  7.99899999999999967e+00
75                  68                  7.91800000000000015e+00
91                  53                  8.09800000000000075e+00
90                  54                  8.17288399999999982e+00
89                  55                  8.21188899999999933e+00
88                  56                  8.26545400000000008e+00
87                  57                  8.28142800000000001e+00
86                  58                  8.31475999999999971e+00
85                  59                  8.31154000000000082e+00
84                  60                  8.32692199999999971e+00
83                  61                  8.30529600000000023e+00
82                  62                  8.30367900000000070e+00
81                  63                  8.25417300000000154e+00
80                  64                  8.22193700000000049e+00
79                  65                  8.15128699999999995e+00
78                  66                  8.10558900000000015e+00
77                  67                  8.01709699999999970e+00
76                  68                  7.95600000000000041e+00
75                  69                  7.85099999999999998e+00
92                  53                  8.06799999999999962e+00
91                  54                  8.13508700000000040e+00
90                  55                  8.18873300000000093e+00
89                  56                  8.23479800000000139e+00
88                  57                  8.26608699999999885e+00
87                  58                  8.28987500000000033e+00
86                  59                  8.30212700000000048e+00
85                  60                  8.30918699999999966e+00
84                  61                  8.30265699999999995e+00
83                  62                  8.29301300000000019e+00
82                  63                  8.26927399999999935e+00
81                  64                  8.22894600000000054e+00
80                  65                  8.17846100000000042e+00
79                  66                  8.11688799999999944e+00
78                  67                  8.04857800000000090e+00
77                  68                  7.97499999999999964e+00
76                  69                  7.88900000000000023e+00
92                  54                  8.11041499999999971e+00
91                  55                  8.15543599999999991e+00
90                  56                  8.21608200000000011e+00
89                  57                  8.23882799999999982e+00
88                  58                  8.27857299999999974e+00
87                  59                  8.28037600000000040e+00
86                  60                  8.30409200000000070e+00
85                  61                  8.28865400000000108e+00
84                  62                  8.29385699999999915e+00
83                  63                  8.26193199999999983e+00
82                  64                  8.24950600000000023e+00
81                  65                  8.18714600000000026e+00
80                  66                  8.14611200000000046e+00
79                  67                  8.06324200000000069e+00
78                  68                  8.01051200000000030e+00
77                  69                  7.91399999999999970e+00
93                  54                  8.07199999999999918e+00
92                  55                  8.13180000000000014e+00
91                  56                  8.18323999999999963e+00
90                  57                  8.22155300000000011e+00
89                  58                  8.25252700000000061e+00
88                  59                  8.27053900000000120e+00
87                  60                  8.28360299999999938e+00
86                  61                  8.28437199999999940e+00
85                  62                  8.28057500000000068e+00
84                  63                  8.26354100000000003e+00
83                  64                  8.24333599999999933e+00
82                  65                  8.20662399999999970e+00
81                  66                  8.15676700000000032e+00
80                  67                  8.09403700000000015e+00
79                  68                  8.02647499999999958e+00
78                  69                  7.94881700000000002e+00
94                  54                  8.04700000000000060e+00
93                  55                  8.09754599999999947e+00
92                  56                  8.16444100000000006e+00
91                  57                  8.19371600000000022e+00
90                  58                  8.24038700000000013e+00
89                  59                  8.24954000000000143e+00
88                  60                  8.27717700000000001e+00
87                  61                  8.26822600000000030e+00
86                  62                  8.27963300000000046e+00
85                  63                  8.25382699999999936e+00
84                  64                  8.24833800000000039e+00
83                  65                  8.20432100000000020e+00
82                  66                  8.18094300000000096e+00
81                  67                  8.10897899999999971e+00
80                  68                  8.05969200000000008e+00
79                  69                  7.96849999999999969e+00
78                  70                  7.90599999999999969e+00
94                  55                  8.07300000000000040e+00
93                  56                  8.13379299999999894e+00
92                  57                  8.17619099999999932e+00
91                  58                  8.21422899999999956e+00
90                  59                  8.23830300000000015e+00
89                  60                  8.25544199999999861e+00
88                  61                  8.26152599999999993e+00
87                  62                  8.26346600000000109e+00
86                  63                  8.25355399999999939e+00
85                  64                  8.23948400000000092e+00
84                  65                  8.20981500000000075e+00
83                  66                  8.17910900000000041e+00
82                  67                  8.13325900000000068e+00
81                  68                  8.07495499999999922e+00
80                  69                  8.00399999999999956e+00
79                  70                  7.92699999999999960e+00
95                  55                  8.03899999999999970e+00
94                  56                  8.11200000000000010e+00
93                  57                  8.14822500000000005e+00
92                  58                  8.20112199999999980e+00
91                  59                  8.21893100000000132e+00
90                  60                  8.24957699999999861e+00
89                  61                  8.24380999999999986e+00
88                  62                  8.26162099999999988e+00
87                  63                  8.24134600000000006e+00
86                  64                  8.24260899999999985e+00
85                  65                  8.20633800000000058e+00
84                  66                  8.18914900000000046e+00
83                  67                  8.13484199999999902e+00
82                  68                  8.10219500000000004e+00
81                  69                  8.02100000000000080e+00
80                  70                  7.96400000000000041e+00
79                  71                  7.86500000000000021e+00
96                  55                  8.01299999999999990e+00
95                  56                  8.07900000000000063e+00
94                  57                  8.12904299999999935e+00
93                  58                  8.17627700000000068e+00
92                  59                  8.20788099999999865e+00
91                  60                  8.23027200000000114e+00
90                  61                  8.24127000000000010e+00
89                  62                  8.24397100000000016e+00
88                  63                  8.23929700000000054e+00
87                  64                  8.23104299999999967e+00
86                  65                  8.20887299999999875e+00
85                  66                  8.18467799999999990e+00
84                  67                  8.14552600000000027e+00
83                  68                  8.10487200000000030e+00
82                  69                  8.05006400000000077e+00
81                  70                  7.98375500000000038e+00
80                  71                  7.90299999999999958e+00
97                  55                  7.97900000000000009e+00
96                  56                  8.05700000000000038e+00
95                  57                  8.10200000000000031e+00
94                  58                  8.16099999999999959e+00
93                  59                  8.18710399999999971e+00
92                  60                  8.22400500000000001e+00
91                  61                  8.22612699999999997e+00
90                  62                  8.24406100000000031e+00
89                  63                  8.22658299999999976e+00
88                  64                  8.23340100000000064e+00
87                  65                  8.20200400000000052e+00
86                  66                  8.19291599999999853e+00
85                  67                  8.14491899999999980e+00
84                  68                  8.11934899999999971e+00
83                  69                  8.05643799999999999e+00
82                  70                  8.01543599999999934e+00
81                  71                  7.92600000000000016e+00
97                  56                  8.02299999999999969e+00
96                  57                  8.08099999999999952e+00
95                  58                  8.13400000000000034e+00
94                  59                  8.17203600000000030e+00
93                  60                  8.20458200000000026e+00
92                  61                  8.22115200000000002e+00
91                  62                  8.22853399999999979e+00
90                  63                  8.22869900000000065e+00
89                  64                  8.22041800000000045e+00
88                  65                  8.20504800000000145e+00
87                  66                  8.18574899999999950e+00
86                  67                  8.15363699999999980e+00
85                  68                  8.11882699999999957e+00
84                  69                  8.07126099999999980e+00
83                  70                  8.02200000000000024e+00
82                  71                  7.95906999999999965e+00
81                  72                  7.88199999999999967e+00
98                  56                  8.00000000000000000e+00
97                  57                  8.05100000000000016e+00
96                  58                  8.11599999999999966e+00
95                  59                  8.14889200000000002e+00
94                  60                  8.19394199999999984e+00
93                  61                  8.20631000000000022e+00
92                  62                  8.22683499999999945e+00
91                  63                  8.21709800000000001e+00
90                  64                  8.22479599999999955e+00
89                  65                  8.19666599999999868e+00
88                  66                  8.19312900000000077e+00
87                  67                  8.15068099999999873e+00
86                  68                  8.13239199999999940e+00
85                  69                  8.07420800000000050e+00
84                  70                  8.03993900000000039e+00
83                  71                  7.96900000000000031e+00
82                  72                  7.91800000000000015e+00
98                  57                  8.02800000000000047e+00
97                  58                  8.08699999999999974e+00
96                  59                  8.13103899999999946e+00
95                  60                  8.17030399999999979e+00
94                  61                  8.19529600000000080e+00
93                  62                  8.21122300000000038e+00
92                  63                  8.21667400000000114e+00
91                  64                  8.21325099999999964e+00
90                  65                  8.20291399999999982e+00
89                  66                  8.18435400000000080e+00
88                  67                  8.15920299999999976e+00
87                  68                  8.12944400000000122e+00
86                  69                  8.08837499999999920e+00
85                  70                  8.04382299999999972e+00
84                  71                  7.98743599999999976e+00
83                  72                  7.92799999999999994e+00
82                  73                  7.85700000000000021e+00
99                  57                  7.99699999999999989e+00
98                  58                  8.06799999999999962e+00
97                  59                  8.10599999999999987e+00
96                  60                  8.15806599999999982e+00
95                  61                  8.17670500000000011e+00
94                  62                  8.20500300000000138e+00
93                  63                  8.20461700000000071e+00
92                  64                  8.21532200000000046e+00
91                  65                  8.19463899999999867e+00
90                  66                  8.19243300000000119e+00
89                  67                  8.15504600000000046e+00
88                  68                  8.14190800000000081e+00
87                  69                  8.08960300000000032e+00
86                  70                  8.06171100000000074e+00
85                  71                  7.99537399999999998e+00
84                  72                  7.95264999999999933e+00
83                  73                  7.87100000000000044e+00
99                  58                  8.03700000000000081e+00
98                  59                  8.08600000000000030e+00
97                  60                  8.13195900000000016e+00
96                  61                  8.16414500000000132e+00
95                  62                  8.18706300000000020e+00
94                  63                  8.19979499999999994e+00
93                  64                  8.20350400000000057e+00
92                  65                  8.19813800000000015e+00
91                  66                  8.18462700000000076e+00
90                  67                  8.16313599999999973e+00
89                  68                  8.13637499999999925e+00
88                  69                  8.10142800000000030e+00
87                  70                  8.06276699999999913e+00
86                  71                  8.01331700000000069e+00
85                  72                  7.95999999999999996e+00
84                  73                  7.89604299999999970e+00
83                  74                  7.82699999999999996e+00
100                 58                  8.01600000000000001e+00
99                  59                  8.06000000000000050e+00
98                  60                  8.11599999999999966e+00
97                  61                  8.14325400000000066e+00
96                  62                  8.17729699999999937e+00
95                  63                  8.18503499999999917e+00
94                  64                  8.20181899999999864e+00
93                  65                  8.18915300000000101e+00
92                  66                  8.19012999999999991e+00
91                  67                  8.15847099999999870e+00
90                  68                  8.14792600000000000e+00
89                  69                  8.10119899999999937e+00
88                  70                  8.07920299999999969e+00
87                  71                  8.01856800000000014e+00
86                  72                  7.98127600000000026e+00
85                  73                  7.90700000000000003e+00
84                  74                  7.85400000000000009e+00
100                 59                  8.03899999999999970e+00
99                  60                  8.08900000000000041e+00
98                  61                  8.12685899999999961e+00
97                  62                  8.15749499999999905e+00
96                  63                  8.17669700000000077e+00
95                  64                  8.18761399999999995e+00
94                  65                  8.18880000000000052e+00
93                  66                  8.18158299999999983e+00
92                  67                  8.16510499999999873e+00
91                  68                  8.14277300000000004e+00
90                  69                  8.11275400000000069e+00
89                  70                  8.07807399999999909e+00
88                  71                  8.03460000000000107e+00
87                  72                  7.98656000000000077e+00
86                  73                  7.92872500000000002e+00
85                  74                  7.86599999999999966e+00
84                  75                  7.79499999999999993e+00
101                 59                  8.01099999999999923e+00
100                 60                  8.07300000000000040e+00
99                  61                  8.10399999999999920e+00
98                  62                  8.14462499999999956e+00
97                  63                  8.16002100000000041e+00
96                  64                  8.18301400000000001e+00
95                  65                  8.17746499999999976e+00
94                  66                  8.18405399999999972e+00
93                  67                  8.15860200000000013e+00
92                  68                  8.15172100000000022e+00
91                  69                  8.11081800000000008e+00
90                  70                  8.09255699999999933e+00
89                  71                  8.03833799999999954e+00
88                  72                  8.00638000000000005e+00
87                  73                  7.93827000000000016e+00
86                  74                  7.89277199999999990e+00
85                  75                  7.80900000000000016e+00
101                 60                  8.04400000000000048e+00
100                 61                  8.08699999999999974e+00
99                  62                  8.12204099999999940e+00
98                  63                  8.14897999999999989e+00
97                  64                  8.16719099999999898e+00
96                  65                  8.17447899999999983e+00
95                  66                  8.17331000000000074e+00
94                  67                  8.16311900000000001e+00
93                  68                  8.14586399999999955e+00
92                  69                  8.12049000000000021e+00
91                  70                  8.09041700000000041e+00
90                  71                  8.05278099999999952e+00
89                  72                  8.00911699999999982e+00
88                  73                  7.95745199999999997e+00
87                  74                  7.90200000000000014e+00
86                  75                  7.83631199999999950e+00
85                  76                  7.76400000000000023e+00
102                 60                  8.02599999999999980e+00
101                 61                  8.06300000000000061e+00
100                 62                  8.10899999999999999e+00
99                  63                  8.12943800000000039e+00
98                  64                  8.15903499999999937e+00
97                  65                  8.16281999999999996e+00
96                  66                  8.17345700000000086e+00
95                  67                  8.15541799999999917e+00
94                  68                  8.15239700000000056e+00
93                  69                  8.11758799999999958e+00
92                  70                  8.10256500000000024e+00
91                  71                  8.05455899999999936e+00
90                  72                  8.02712000000000003e+00
89                  73                  7.96433500000000016e+00
88                  74                  7.92382100000000023e+00
87                  75                  7.84799999999999986e+00
86                  76                  7.79300000000000015e+00
102                 61                  8.04400000000000048e+00
101                 62                  8.08500000000000085e+00
100                 63                  8.11547099999999944e+00
99                  64                  8.14029700000000034e+00
98                  65                  8.15563299999999991e+00
97                  66                  8.16178500000000007e+00
96                  67                  8.15696799999999911e+00
95                  68                  8.14474099999999979e+00
94                  69                  8.12497899999999973e+00
93                  70                  8.09913799999999995e+00
92                  71                  8.06668400000000041e+00
91                  72                  8.02797200000000011e+00
90                  73                  7.98188999999999993e+00
89                  74                  7.93030199999999930e+00
88                  75                  7.87086500000000022e+00
87                  76                  7.80600000000000005e+00
103                 61                  8.01699999999999946e+00
102                 62                  8.06900000000000084e+00
101                 63                  8.09600000000000009e+00
100                 64                  8.13000000000000078e+00
99                  65                  8.13976500000000058e+00
98                  66                  8.15871399999999980e+00
97                  67                  8.14792899999999953e+00
96                  68                  8.14902000000000015e+00
95                  69                  8.11962299999999892e+00
94                  70                  8.10944600000000015e+00
93                  71                  8.06580399999999997e+00
92                  72                  8.04381400000000113e+00
91                  73                  7.98699700000000057e+00
90                  74                  7.95145200000000063e+00
89                  75                  7.88105199999999950e+00
88                  76                  7.83329100000000000e+00
87                  77                  7.74899999999999967e+00
103                 62                  8.04299999999999926e+00
102                 63                  8.08000000000000007e+00
101                 64                  8.10999999999999943e+00
100                 65                  8.13000000000000078e+00
99                  66                  8.14390899999999895e+00
98                  67                  8.14696400000000054e+00
97                  68                  8.13993600000000050e+00
96                  69                  8.12554599999999994e+00
95                  70                  8.10483900000000013e+00
94                  71                  8.07674500000000073e+00
93                  72                  8.04287200000000091e+00
92                  73                  8.00305400000000056e+00
91                  74                  7.95596799999999948e+00
90                  75                  7.90152199999999993e+00
89                  76                  7.84299999999999997e+00
88                  77                  7.77599999999999980e+00
104                 62                  8.02399999999999913e+00
103                 63                  8.05899999999999928e+00
102                 64                  8.09800000000000075e+00
101                 65                  8.11368000000000045e+00
100                 66                  8.13728000000000051e+00
99                  67                  8.13549899999999937e+00
98                  68                  8.14195899999999995e+00
97                  69                  8.11894599999999933e+00
96                  70                  8.11247099999999932e+00
95                  71                  8.07417500000000032e+00
94                  72                  8.05643799999999999e+00
93                  73                  8.00497099999999939e+00
92                  74                  7.97489800000000049e+00
91                  75                  7.90997699999999959e+00
90                  76                  7.86633600000000044e+00
89                  77                  7.78899999999999970e+00
88                  78                  7.73200000000000021e+00
104                 63                  8.03999999999999915e+00
103                 64                  8.07600000000000051e+00
102                 65                  8.10200000000000031e+00
101                 66                  8.12099199999999932e+00
100                 67                  8.13037899999999958e+00
99                  68                  8.13174599999999970e+00
98                  69                  8.12258500000000083e+00
97                  70                  8.10620499999999922e+00
96                  71                  8.08302100000000046e+00
95                  72                  8.05418399999999934e+00
94                  73                  8.01886099999999935e+00
93                  74                  7.97673300000000030e+00
92                  75                  7.92900000000000027e+00
91                  76                  7.87397400000000047e+00
90                  77                  7.81282500000000013e+00
89                  78                  7.74600000000000044e+00
105                 63                  8.01399999999999935e+00
104                 64                  8.06099999999999994e+00
103                 65                  8.08200000000000074e+00
102                 66                  8.11253600000000041e+00
101                 67                  8.11681699999999928e+00
100                 68                  8.12960099999999919e+00
99                  69                  8.11495399999999911e+00
98                  70                  8.11189800000000005e+00
97                  71                  8.08037200000000055e+00
96                  72                  8.06555299999999953e+00
95                  73                  8.01942799999999956e+00
94                  74                  7.99393300000000018e+00
93                  75                  7.93511999999999951e+00
92                  76                  7.89594099999999965e+00
91                  77                  7.82385000000000019e+00
90                  78                  7.77360499999999988e+00
105                 64                  8.03599999999999959e+00
104                 65                  8.06799999999999962e+00
103                 66                  8.09476300000000037e+00
102                 67                  8.10906800000000061e+00
101                 68                  8.11701900000000087e+00
100                 69                  8.11447300000000027e+00
99                  70                  8.10453200000000074e+00
98                  71                  8.08633500000000005e+00
97                  72                  8.06177800000000033e+00
96                  73                  8.03095700000000079e+00
95                  74                  7.99453700000000023e+00
94                  75                  7.95139500000000066e+00
93                  76                  7.90128399999999953e+00
92                  77                  7.84559599999999957e+00
91                  78                  7.78399999999999981e+00
90                  79                  7.71600000000000019e+00
106                 64                  8.01999999999999957e+00
105                 65                  8.04700000000000060e+00
104                 66                  8.08300000000000018e+00
103                 67                  8.09379600000000110e+00
102                 68                  8.11195900000000059e+00
101                 69                  8.10551699999999897e+00
100                 70                  8.10660900000000062e+00
99                  71                  8.08166800000000052e+00
98                  72                  8.07087499999999913e+00
97                  73                  8.03029599999999988e+00
96                  74                  8.00894800000000018e+00
95                  75                  7.95506499999999939e+00
94                  76                  7.92112799999999950e+00
93                  77                  7.85400000000000009e+00
92                  78                  7.80823599999999995e+00
91                  79                  7.73000000000000043e+00
106                 65                  8.03100000000000058e+00
105                 66                  8.06300000000000061e+00
104                 67                  8.08360799999999990e+00
103                 68                  8.09774600000000078e+00
102                 69                  8.10189300000000046e+00
101                 70                  8.09788200000000025e+00
100                 71                  8.08466100000000054e+00
99                  72                  8.06606799999999957e+00
98                  73                  8.03979100000000102e+00
97                  74                  8.00811500000000009e+00
96                  75                  7.96941200000000016e+00
95                  76                  7.92420399999999958e+00
94                  77                  7.87348899999999929e+00
93                  78                  7.81661899999999932e+00
92                  79                  7.75410600000000017e+00
91                  80                  7.68499999999999961e+00
107                 65                  8.00699999999999967e+00
106                 66                  8.05000000000000071e+00
105                 67                  8.06600000000000072e+00
104                 68                  8.09041000000000032e+00
103                 69                  8.09104100000000059e+00
102                 70                  8.09742899999999999e+00
101                 71                  8.07823199999999986e+00
100                 72                  8.07174299999999967e+00
99                  73                  8.03770500000000077e+00
98                  74                  8.02017500000000005e+00
97                  75                  7.97167199999999987e+00
96                  76                  7.94216299999999986e+00
95                  77                  7.88026300000000024e+00
94                  78                  7.83924700000000030e+00
93                  79                  7.76615800000000078e+00
92                  80                  7.71359100000000009e+00
107                 66                  8.02699999999999925e+00
106                 67                  8.05400000000000027e+00
105                 68                  8.07399999999999984e+00
104                 69                  8.08446299999999951e+00
103                 70                  8.08742699999999992e+00
102                 71                  8.07902999999999949e+00
101                 72                  8.06601599999999941e+00
100                 73                  8.04406400000000055e+00
99                  74                  8.01833300000000015e+00
98                  75                  7.98390600000000017e+00
97                  76                  7.94403300000000012e+00
96                  77                  7.89806700000000017e+00
95                  78                  7.84541999999999984e+00
94                  79                  7.78823700000000052e+00
93                  80                  7.72499999999999964e+00
108                 66                  8.01200000000000045e+00
107                 67                  8.03299999999999947e+00
106                 68                  8.06400000000000006e+00
105                 69                  8.07064199999999943e+00
104                 70                  8.08384700000000045e+00
103                 71                  8.07145299999999999e+00
102                 72                  8.06853300000000040e+00
101                 73                  8.04045200000000015e+00
100                 74                  8.02725599999999950e+00
99                  75                  7.98509400000000014e+00
98                  76                  7.95946100000000012e+00
97                  77                  7.90248300000000015e+00
96                  78                  7.86611700000000003e+00
95                  79                  7.79800000000000004e+00
94                  80                  7.74978400000000001e+00
108                 67                  8.01900000000000013e+00
107                 68                  8.04499999999999993e+00
106                 69                  8.06176600000000043e+00
105                 70                  8.07092500000000079e+00
104                 71                  8.06914000000000087e+00
103                 72                  8.06076100000000118e+00
102                 73                  8.04444499999999962e+00
101                 74                  8.02411200000000058e+00
100                 75                  7.99481600000000014e+00
99                  76                  7.96072900000000061e+00
98                  77                  7.91791000000000000e+00
97                  78                  7.86954799999999999e+00
96                  79                  7.81759499999999985e+00
95                  80                  7.75923099999999977e+00
109                 67                  7.99699999999999989e+00
108                 68                  8.03400000000000070e+00
107                 69                  8.04512099999999997e+00
106                 70                  8.06408500000000039e+00
105                 71                  8.05902000000000029e+00
104                 72                  8.06135899999999950e+00
103                 73                  8.03866999999999976e+00
102                 74                  8.03011200000000080e+00
101                 75                  7.99397000000000002e+00
100                 76                  7.97267900000000029e+00
99                  77                  7.92153099999999988e+00
98                  78                  7.88899200000000000e+00
97                  79                  7.82538299999999953e+00
96                  80                  7.78266499999999972e+00
95                  81                  7.70795500000000011e+00
109                 68                  8.01299999999999990e+00
108                 69                  8.03500000000000014e+00
107                 70                  8.04997299999999960e+00
106                 71                  8.05344799999999950e+00
105                 72                  8.05183500000000052e+00
104                 73                  8.04082700000000017e+00
103                 74                  8.02503499999999903e+00
102                 75                  8.00122200000000028e+00
101                 76                  7.97243600000000008e+00
100                 77                  7.93463199999999969e+00
99                  78                  7.89248899999999942e+00
98                  79                  7.84385800000000000e+00
97                  80                  7.78993199999999941e+00
96                  81                  7.73216700000000046e+00
110                 68                  7.99899999999999967e+00
109                 69                  8.01600000000000001e+00
108                 70                  8.04284100000000102e+00
107                 71                  8.04205400000000026e+00
106                 72                  8.04944200000000087e+00
105                 73                  8.03500000000000014e+00
104                 74                  8.02925699999999942e+00
103                 75                  7.99815699999999996e+00
102                 76                  7.98191200000000034e+00
101                 77                  7.93654900000000030e+00
100                 78                  7.90825200000000006e+00
99                  79                  7.84939799999999988e+00
98                  80                  7.81136300000000006e+00
97                  81                  7.74199999999999999e+00
96                  82                  7.69083000000000006e+00
110                 69                  8.00200000000000067e+00
109                 70                  8.02500000000000036e+00
108                 71                  8.03507300000000058e+00
107                 72                  8.03854600000000019e+00
106                 73                  8.03358500000000042e+00
105                 74                  8.02328100000000077e+00
104                 75                  8.00376599999999883e+00
103                 76                  7.97947999999999968e+00
102                 77                  7.94752400000000048e+00
101                 78                  7.91067500000000035e+00
100                 79                  7.86563699999999955e+00
99                  80                  7.81623599999999996e+00
98                  81                  7.76348700000000047e+00
97                  82                  7.70146800000000020e+00
111                 69                  7.98200000000000021e+00
110                 70                  8.01500000000000057e+00
109                 71                  8.02203800000000022e+00
108                 72                  8.03493000000000102e+00
107                 73                  8.02588100000000004e+00
106                 74                  8.02544199999999996e+00
105                 75                  7.99999099999999963e+00
104                 76                  7.98742500000000000e+00
103                 77                  7.94763299999999973e+00
102                 78                  7.92361100000000018e+00
101                 79                  7.87031800000000015e+00
100                 80                  7.83610999999999969e+00
99                  81                  7.77140899999999935e+00
98                  82                  7.72569999999999979e+00
112                 69                  7.96699999999999964e+00
111                 70                  7.99600000000000044e+00
110                 71                  8.01192900000000030e+00
109                 72                  8.02200200000000052e+00
108                 73                  8.02339999999999876e+00
107                 74                  8.01794800000000052e+00
106                 75                  8.00414300000000090e+00
105                 76                  7.98342600000000058e+00
104                 77                  7.95652299999999979e+00
103                 78                  7.92412600000000023e+00
102                 79                  7.88383500000000037e+00
101                 80                  7.83967900000000029e+00
100                 81                  7.79191799999999990e+00
99                  82                  7.73410699999999984e+00
112                 70                  7.98399999999999999e+00
111                 71                  7.99600000000000044e+00
110                 72                  8.01483699999999999e+00
109                 73                  8.01262799999999942e+00
108                 74                  8.01830799999999932e+00
107                 75                  7.99862499999999965e+00
106                 76                  7.98972800000000039e+00
105                 77                  7.95489400000000035e+00
104                 78                  7.93475399999999986e+00
103                 79                  7.88722600000000007e+00
102                 80                  7.85697199999999984e+00
101                 81                  7.79635999999999996e+00
100                 82                  7.75633200000000045e+00
113                 70                  7.96400000000000041e+00
112                 71                  7.98481199999999980e+00
111                 72                  8.00002699999999933e+00
110                 73                  8.00673499999999905e+00
109                 74                  8.00832199999999972e+00
108                 75                  8.00100899999999982e+00
107                 76                  7.98500999999999994e+00
106                 77                  7.96182300000000076e+00
105                 78                  7.93333600000000061e+00
104                 79                  7.89856400000000036e+00
103                 80                  7.85938800000000004e+00
102                 81                  7.81567299999999943e+00
101                 82                  7.76215200000000038e+00
114                 70                  7.95099999999999962e+00
113                 71                  7.96699999999999964e+00
112                 72                  7.99072199999999988e+00
111                 73                  7.99375200000000063e+00
110                 74                  8.00507700000000000e+00
109                 75                  7.99275000000000002e+00
108                 76                  7.98867700000000003e+00
107                 77                  7.95919800000000066e+00
106                 78                  7.94257399999999958e+00
105                 79                  7.90019400000000083e+00
104                 80                  7.87436700000000034e+00
103                 81                  7.81867100000000015e+00
102                 82                  7.78272500000000012e+00
101                 83                  7.71263299999999941e+00
115                 70                  7.92900000000000027e+00
114                 71                  7.95399999999999974e+00
113                 72                  7.97397000000000045e+00
112                 73                  7.98635999999999946e+00
111                 74                  7.99290699999999976e+00
110                 75                  7.99100900000000003e+00
109                 76                  7.98130399999999973e+00
108                 77                  7.96372199999999975e+00
107                 78                  7.93977700000000031e+00
106                 79                  7.90944000000000003e+00
105                 80                  7.87453799999999937e+00
104                 81                  7.83557499999999951e+00
103                 82                  7.78693200000000019e+00
102                 83                  7.73200000000000021e+00
115                 71                  7.93499999999999961e+00
114                 72                  7.96430199999999999e+00
113                 73                  7.97183500000000045e+00
112                 74                  7.98860100000000006e+00
111                 75                  7.98126900000000017e+00
110                 76                  7.98283100000000001e+00
109                 77                  7.95804699999999965e+00
108                 78                  7.94680900000000001e+00
107                 79                  7.90953999999999979e+00
106                 80                  7.88825999999999983e+00
105                 81                  7.83753499999999992e+00
104                 82                  7.80534699999999937e+00
103                 83                  7.73912099999999992e+00
102                 84                  7.69595099999999999e+00
116                 71                  7.92199999999999971e+00
115                 72                  7.94599999999999973e+00
114                 73                  7.96321200000000040e+00
113                 74                  7.97511599999999987e+00
112                 75                  7.97795100000000001e+00
111                 76                  7.97377999999999965e+00
110                 77                  7.96066800000000008e+00
109                 78                  7.94116799999999934e+00
108                 79                  7.91742699999999999e+00
107                 80                  7.88698700000000041e+00
