 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  1.00 10.0 10.603  -2.878   2.624    3.401 -74.517 -77.825  -75.115
  1.50 10.0 10.603  -2.877   2.626    3.404 -49.915 -53.146  -50.343
  2.00 10.0 10.598  -2.871   2.628    3.406 -37.508 -40.658  -37.817
  3.00 10.0 10.588  -2.815   2.635    3.415 -24.974 -27.953  -25.119
  5.00 10.0 10.552  -2.501   2.655    3.445 -14.713 -17.374  -14.664
 10.00 10.0 10.389  -1.321   2.765    3.608  -6.682  -8.708   -6.406
 30.00 10.0  8.651   1.134   3.473    4.676  -0.866  -0.631    0.587
100.00 10.0  1.351   2.481   5.328    7.005   1.065   4.466    6.088
  0.01 11.0 23.419  -2.878   4.862    6.018 -99.999 -99.999  -99.999
  0.10 11.0 23.424  -2.878   4.862    6.019 -99.999 -99.999  -99.999
  0.20 11.0 23.419  -2.878   4.862    6.018 -99.999 -99.999  -99.999
  0.40 11.0 23.419  -2.878   4.862    6.018 -99.999 -99.999  -99.999
  0.70 11.0 23.424  -2.878   4.862    6.019 -99.999 -99.999  -99.999
  1.00 11.0 23.419  -2.878   4.862    6.019 -99.999 -99.999  -99.999
  1.50 11.0 23.419  -2.877   4.862    6.019 -92.967 -96.207  -93.395
  2.00 11.0 23.419  -2.871   4.863    6.020 -69.808 -72.966  -70.116
  3.00 11.0 23.414  -2.815   4.863    6.021 -46.512 -49.501  -46.656
  5.00 11.0 23.399  -2.501   4.864    6.024 -27.667 -30.323  -27.616
 10.00 11.0 23.322  -1.321   4.873    6.042 -13.209 -15.226  -12.930
 30.00 11.0 22.504   1.136   5.050    6.355  -3.137  -2.958   -1.735
100.00 11.0 14.012   2.572   5.925    7.615   0.666   3.834    5.453
       end	   
 neg. daughter mn53 z=25 n=28 a=53 Q=-54.6874
 pos. daughter cr53 z=24 n=29 a=53 Q=-55.2837
              +++++++++mn53 -->cr53 +++++++++---------cr53 -->mn53 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -16.931  -17.155 -99.999 -99.999  -99.999
  0.10  1.0 -0.058 -70.360 -17.424  -17.642 -55.922 -59.045  -56.462
  0.20  1.0 -0.134 -37.860 -17.535  -17.733 -30.563 -31.781  -31.094
  0.40  1.0 -0.306 -21.610 -14.231  -14.220 -17.883 -17.401  -17.972
  0.70  1.0 -0.503 -14.646 -11.609  -11.587 -12.425 -11.197  -11.730
  1.00  1.0 -0.511 -11.864  -9.483   -9.449 -10.170  -9.454   -9.804
  1.50  1.0 -0.511  -9.696  -7.628   -7.577  -8.264  -7.894   -8.004
  2.00  1.0 -0.511  -8.545  -6.563   -6.483  -7.170  -6.916   -6.848
  3.00  1.0 -0.511  -7.101  -5.222   -5.059  -5.500  -5.599   -5.086
  5.00  1.0 -0.511  -5.619  -3.563   -3.248  -3.231  -3.917   -2.844
 10.00  1.0 -0.511  -2.919  -1.130   -0.562  -1.487  -1.528   -0.593
 30.00  1.0 -0.511   0.425   2.052    3.162  -0.382   1.606    2.786
100.00  1.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  2.0 -0.001 -99.999 -15.951  -16.175 -99.999 -99.999  -99.999
  0.10  2.0 -0.038 -70.360 -16.425  -16.642 -55.922 -60.047  -56.463
  0.20  2.0 -0.095 -37.860 -16.535  -16.733 -30.564 -32.781  -31.103
  0.40  2.0 -0.227 -21.610 -13.231  -13.220 -17.884 -18.401  -18.351
  0.70  2.0 -0.446 -14.646 -11.196  -11.174 -12.425 -11.610  -12.104
  1.00  2.0 -0.506 -11.864  -9.461   -9.428 -10.170  -9.475   -9.823
  1.50  2.0 -0.511  -9.696  -7.626   -7.576  -8.264  -7.895   -8.006
  2.00  2.0 -0.511  -8.545  -6.563   -6.483  -7.170  -6.916   -6.848
  3.00  2.0 -0.511  -7.101  -5.221   -5.059  -5.500  -5.599   -5.087
  5.00  2.0 -0.511  -5.619  -3.563   -3.248  -3.231  -3.917   -2.844
 10.00  2.0 -0.511  -2.919  -1.130   -0.562  -1.487  -1.528   -0.593
 30.00  2.0 -0.511   0.425   2.052    3.162  -0.382   1.606    2.786
100.00  2.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  3.0  0.003 -99.999 -15.050  -15.273 -99.999 -99.999  -99.999
  0.10  3.0 -0.018 -70.360 -15.430  -15.647 -55.924 -61.064  -56.465
  0.20  3.0 -0.055 -37.860 -15.537  -15.734 -30.565 -33.787  -31.106
  0.40  3.0 -0.147 -21.610 -12.231  -12.220 -17.884 -19.403  -18.417
  0.70  3.0 -0.314 -14.646 -10.248  -10.226 -12.425 -12.559  -12.726
  1.00  3.0 -0.465 -11.864  -9.255   -9.222 -10.170  -9.681   -9.991
  1.50  3.0 -0.506  -9.696  -7.612   -7.561  -8.264  -7.910   -8.017
  2.00  3.0 -0.510  -8.545  -6.559   -6.480  -7.170  -6.920   -6.850
  3.00  3.0 -0.511  -7.101  -5.221   -5.058  -5.500  -5.599   -5.087
  5.00  3.0 -0.511  -5.619  -3.563   -3.248  -3.231  -3.917   -2.844
 10.00  3.0 -0.511  -2.919  -1.130   -0.562  -1.487  -1.528   -0.593
 30.00  3.0 -0.511   0.425   2.052    3.162  -0.382   1.606    2.786
100.00  3.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  4.0  0.012 -99.999 -14.381  -14.601 -99.999 -99.999  -99.999
  0.10  4.0  0.005 -70.360 -14.483  -14.699 -55.939 -62.220  -56.486
  0.20  4.0 -0.013 -37.860 -14.555  -14.751 -30.576 -34.842  -31.121
  0.40  4.0 -0.067 -21.610 -11.236  -11.225 -17.892 -20.421  -18.434
  0.70  4.0 -0.174 -14.646  -9.250   -9.228 -12.430 -13.565  -12.929
  1.00  4.0 -0.302 -11.864  -8.437   -8.404 -10.173 -10.503  -10.468
  1.50  4.0 -0.464  -9.696  -7.471   -7.421  -8.265  -8.051   -8.122
  2.00  4.0 -0.497  -8.545  -6.528   -6.449  -7.170  -6.951   -6.874
  3.00  4.0 -0.507  -7.100  -5.216   -5.053  -5.500  -5.604   -5.089
  5.00  4.0 -0.510  -5.619  -3.562   -3.247  -3.231  -3.918   -2.844
 10.00  4.0 -0.511  -2.919  -1.130   -0.562  -1.487  -1.528   -0.593
 30.00  4.0 -0.511   0.425   2.052    3.162  -0.382   1.606    2.786
100.00  4.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  5.0  0.053 -99.999 -13.652  -13.856 -99.999 -99.999  -99.999
  0.10  5.0  0.052 -70.360 -13.657  -13.860 -56.027 -64.564  -56.613
  0.20  5.0  0.047 -37.860 -13.649  -13.835 -30.660 -36.348  -31.240
  0.40  5.0  0.026 -21.610 -10.276  -10.261 -17.959 -21.590  -18.526
  0.70  5.0 -0.026 -14.646  -8.261   -8.236 -12.478 -14.632  -13.015
  1.00  5.0 -0.098 -11.864  -7.442   -7.408 -10.206 -11.535  -10.673
  1.50  5.0 -0.246  -9.695  -6.749   -6.700  -8.282  -8.785   -8.507
  2.00  5.0 -0.383  -8.543  -6.244   -6.165  -7.178  -7.239   -7.066
  3.00  5.0 -0.476  -7.099  -5.163   -5.001  -5.501  -5.657   -5.114
  5.00  5.0 -0.502  -5.619  -3.554   -3.239  -3.231  -3.926   -2.847
 10.00  5.0 -0.509  -2.919  -1.129   -0.561  -1.487  -1.529   -0.593
 30.00  5.0 -0.511   0.425   2.052    3.162  -0.382   1.606    2.786
100.00  5.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  6.0  0.215 -99.999 -12.753  -12.890 -99.999 -99.999  -99.999
  0.10  6.0  0.214 -70.360 -12.752  -12.889 -56.590 -72.754  -57.399
  0.20  6.0  0.213 -37.860 -12.647  -12.849 -31.214 -40.533  -32.005
  0.40  6.0  0.206 -21.610  -9.276   -9.298 -18.464 -23.863  -19.199
  0.70  6.0  0.189 -14.646  -7.259   -7.236 -12.872 -16.181  -13.506
  1.00  6.0  0.161 -11.864  -6.423   -6.387 -10.489 -12.838  -11.021
  1.50  6.0  0.093  -9.695  -5.727   -5.674  -8.444  -9.923   -8.827
  2.00  6.0  0.001  -8.542  -5.329   -5.248  -7.271  -8.205   -7.464
  3.00  6.0 -0.212  -7.094  -4.732   -4.570  -5.517  -6.097   -5.266
  5.00  6.0 -0.420  -5.614  -3.472   -3.157  -3.234  -4.007   -2.869
 10.00  6.0 -0.491  -2.919  -1.120   -0.552  -1.488  -1.537   -0.600
 30.00  6.0 -0.509   0.425   2.052    3.163  -0.382   1.606    2.786
100.00  6.0 -0.511   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  7.0  0.711 -99.999  -5.345   -5.980 -99.999 -99.999  -99.999
  0.10  7.0  0.711 -70.360  -5.339   -5.971 -74.512 -97.813  -76.122
  0.20  7.0  0.711 -37.860  -5.326   -5.947 -40.703 -53.076  -42.011
  0.40  7.0  0.708 -21.610  -5.276   -5.858 -23.357 -30.185  -24.342
  0.70  7.0  0.701 -14.646  -5.115   -5.490 -15.532 -19.864  -16.264
  1.00  7.0  0.689 -11.864  -4.830   -4.960 -12.200 -15.501  -12.795
  1.50  7.0  0.662  -9.695  -4.387   -4.361  -9.442 -11.834   -9.855
  2.00  7.0  0.622  -8.542  -4.076   -3.989  -7.877  -9.771   -8.086
  3.00  7.0  0.510  -7.091  -3.631   -3.460  -5.657  -7.310   -5.490
  5.00  7.0  0.187  -5.598  -2.879   -2.563  -3.271  -4.611   -2.996
 10.00  7.0 -0.315  -2.916  -1.032   -0.465  -1.499  -1.623   -0.668
 30.00  7.0 -0.490   0.426   2.055    3.166  -0.383   1.603    2.783
100.00  7.0 -0.509   2.595   5.111    6.789  -0.025   4.670    6.290
  0.01  8.0  1.936 -99.999  -2.412   -2.390 -99.999 -99.999  -99.999
  0.10  8.0  1.936 -70.360  -2.412   -2.391 -99.999 -99.999  -99.999
  0.20  8.0  1.935 -37.860  -2.412   -2.390 -70.783 -83.929  -72.070
  0.40  8.0  1.934 -21.610  -2.408   -2.384 -37.891 -45.631  -38.878
  0.70  8.0  1.931 -14.646  -2.397   -2.364 -23.450 -28.720  -24.154
  1.00  8.0  1.925 -11.864  -2.370   -2.316 -17.465 -21.731  -18.011
  1.50  8.0  1.913  -9.695  -2.297   -2.188 -12.423 -16.037  -12.620
  2.00  8.0  1.895  -8.542  -2.208   -2.047  -9.472 -12.977   -9.505
  3.00  8.0  1.844  -7.091  -2.016   -1.779  -6.287  -9.550   -6.237
  5.00  8.0  1.681  -5.593  -1.521   -1.192  -3.680  -6.115   -3.548
 10.00  8.0  0.982  -2.904  -0.387    0.177  -1.644  -2.263   -1.132
 30.00  8.0 -0.302   0.427   2.086    3.196  -0.394   1.573    2.752
100.00  8.0 -0.492   2.595   5.112    6.789  -0.026   4.669    6.289
  0.01  9.0  4.671 -99.999   0.422    0.630 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -70.360   0.422    0.631 -99.999 -99.999  -99.999
  0.20  9.0  4.671 -37.860   0.422    0.631 -99.999 -99.999  -99.999
  0.40  9.0  4.671 -21.610   0.424    0.634 -70.121 -80.110  -71.115
  0.70  9.0  4.665 -14.646   0.426    0.638 -40.932 -48.411  -41.689
  1.00  9.0  4.665 -11.864   0.435    0.652 -29.117 -35.540  -29.726
  1.50  9.0  4.660  -9.695   0.455    0.684 -19.753 -25.269  -20.198
  2.00  9.0  4.650  -8.542   0.478    0.724 -14.958 -19.920  -15.291
  3.00  9.0  4.625  -7.091   0.554    0.836 -10.040 -14.221  -10.225
  5.00  9.0  4.551  -5.593   0.707    1.076  -5.980  -9.008   -6.003
 10.00  9.0  4.197  -2.901   1.134    1.720  -2.731  -3.879   -2.472
 30.00  9.0  1.461   0.440   2.375    3.484  -0.517   1.284    2.461
100.00  9.0 -0.324   2.597   5.120    6.798  -0.030   4.661    6.281
  0.01 10.0 10.608 -99.999   2.998    3.782 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -70.360   2.999    3.783 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -37.860   2.999    3.783 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -21.610   2.999    3.783 -99.999 -99.999  -99.999
  0.70 10.0 10.608 -14.646   2.999    3.784 -83.704 -91.200  -84.460
  1.00 10.0 10.603 -11.864   2.999    3.784 -59.026 -65.467  -59.634
  1.50 10.0 10.603  -9.695   3.001    3.787 -39.703 -45.237  -40.147
  2.00 10.0 10.598  -8.542   3.002    3.790 -29.929 -34.909  -30.259
  3.00 10.0 10.588  -7.091   3.007    3.798 -20.040 -24.240  -20.221
  5.00 10.0 10.552  -5.593   3.020    3.822 -12.003 -15.057  -12.022
 10.00 10.0 10.389  -2.901   3.072    3.920  -5.849  -7.000   -5.591
 30.00 10.0  8.651   0.454   3.480    4.617  -1.445   0.085    1.259
100.00 10.0  1.351   2.616   5.201    6.880  -0.070   4.578    6.197
  0.01 11.0 23.419 -99.999   4.913    6.135 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -70.360   4.913    6.135 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -37.860   4.913    6.135 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -21.610   4.913    6.135 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -14.646   4.913    6.136 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -11.864   4.913    6.135 -99.999 -99.999  -99.999
  1.50 11.0 23.419  -9.695   4.913    6.136 -82.764 -88.298  -83.208
  2.00 11.0 23.419  -8.542   4.914    6.137 -62.237 -67.218  -62.568
  3.00 11.0 23.414  -7.091   4.915    6.138 -41.587 -45.788  -41.768
  5.00 11.0 23.399  -5.593   4.917    6.142 -24.953 -28.006  -24.971
 10.00 11.0 23.322  -2.901   4.923    6.156 -12.367 -13.518  -12.110
 30.00 11.0 22.504   0.455   5.024    6.336  -3.746  -2.242   -1.068
100.00 11.0 14.012   2.694   5.797    7.490  -0.495   3.946    5.563
       end	   
 neg. daughter cr53 z=24 n=29 a=53 Q=-55.2837
 pos. daughter v53  z=23 n=30 a=53 Q=-51.8633
              +++++++++cr53 -->v53  +++++++++---------v53  -->cr53 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -2.125 -99.999   -1.996
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -2.125 -55.230   -1.996
  0.20  1.0 -0.134 -99.999 -96.144  -97.424  -2.125 -28.178   -1.995
  0.40  1.0 -0.306 -99.999 -52.581  -53.554  -2.113 -14.071   -1.978
  0.70  1.0 -0.503 -75.221 -33.066  -33.787  -2.066  -8.205   -1.911
  1.00  1.0 -0.511 -52.268 -24.080  -24.639  -2.018  -6.673   -1.845
  1.50  1.0 -0.511 -34.396 -16.834  -17.204  -1.962  -5.380   -1.770
  2.00  1.0 -0.511 -25.454 -13.071  -13.306  -1.928  -4.637   -1.725
  3.00  1.0 -0.511 -16.521  -9.129   -9.169  -1.890  -3.749   -1.664
  5.00  1.0 -0.511  -9.434  -5.719   -5.510  -1.796  -2.780   -1.433
 10.00  1.0 -0.511  -4.267  -2.675   -2.114  -0.713  -1.484    0.034
 30.00  1.0 -0.511   0.046   1.447    2.558   1.182   1.437    2.762
100.00  1.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -2.125 -99.999   -1.996
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -2.125 -56.231   -1.996
  0.20  2.0 -0.095 -99.999 -95.143  -96.423  -2.125 -29.179   -1.995
  0.40  2.0 -0.227 -99.999 -51.581  -52.554  -2.113 -15.071   -1.978
  0.70  2.0 -0.446 -75.221 -32.653  -33.374  -2.066  -8.618   -1.911
  1.00  2.0 -0.506 -52.268 -24.059  -24.617  -2.018  -6.694   -1.845
  1.50  2.0 -0.511 -34.396 -16.832  -17.203  -1.962  -5.381   -1.770
  2.00  2.0 -0.511 -25.454 -13.071  -13.306  -1.928  -4.637   -1.725
  3.00  2.0 -0.511 -16.521  -9.129   -9.169  -1.890  -3.749   -1.664
  5.00  2.0 -0.511  -9.434  -5.719   -5.510  -1.796  -2.780   -1.433
 10.00  2.0 -0.511  -4.267  -2.675   -2.114  -0.713  -1.484    0.034
 30.00  2.0 -0.511   0.046   1.447    2.558   1.182   1.437    2.762
100.00  2.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -2.126 -99.999   -1.996
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -2.125 -57.249   -1.996
  0.20  3.0 -0.055 -99.999 -94.137  -95.417  -2.125 -30.185   -1.995
  0.40  3.0 -0.147 -99.999 -50.579  -51.552  -2.113 -16.073   -1.978
  0.70  3.0 -0.314 -75.221 -31.704  -32.426  -2.066  -9.566   -1.911
  1.00  3.0 -0.465 -52.268 -23.853  -24.411  -2.018  -6.900   -1.845
  1.50  3.0 -0.506 -34.396 -16.818  -17.188  -1.962  -5.396   -1.770
  2.00  3.0 -0.510 -25.454 -13.068  -13.303  -1.928  -4.640   -1.725
  3.00  3.0 -0.511 -16.521  -9.129   -9.169  -1.890  -3.749   -1.664
  5.00  3.0 -0.511  -9.434  -5.719   -5.510  -1.796  -2.780   -1.433
 10.00  3.0 -0.511  -4.267  -2.675   -2.114  -0.713  -1.484    0.034
 30.00  3.0 -0.511   0.046   1.447    2.558   1.182   1.437    2.762
100.00  3.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -2.126 -99.999   -1.997
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -2.126 -58.405   -1.997
  0.20  4.0 -0.013 -99.999 -93.083  -94.363  -2.126 -31.239   -1.996
  0.40  4.0 -0.067 -99.999 -49.561  -50.534  -2.114 -17.091   -1.979
  0.70  4.0 -0.174 -75.221 -30.698  -31.420  -2.067 -10.573   -1.912
  1.00  4.0 -0.302 -52.268 -23.031  -23.589  -2.018  -7.722   -1.845
  1.50  4.0 -0.464 -34.396 -16.676  -17.047  -1.962  -5.537   -1.770
  2.00  4.0 -0.497 -25.454 -13.036  -13.271  -1.928  -4.672   -1.725
  3.00  4.0 -0.507 -16.521  -9.123   -9.163  -1.890  -3.755   -1.664
  5.00  4.0 -0.510  -9.434  -5.718   -5.509  -1.796  -2.781   -1.433
 10.00  4.0 -0.511  -4.267  -2.675   -2.114  -0.713  -1.484    0.034
 30.00  4.0 -0.511   0.046   1.447    2.558   1.182   1.437    2.762
100.00  4.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -2.131 -99.999   -2.004
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -2.130 -60.749   -2.004
  0.20  5.0  0.047 -99.999 -91.569  -92.849  -2.130 -32.746   -2.003
  0.40  5.0  0.026 -99.999 -48.392  -49.365  -2.117 -18.260   -1.984
  0.70  5.0 -0.026 -75.221 -29.632  -30.353  -2.069 -11.639   -1.916
  1.00  5.0 -0.098 -52.268 -21.999  -22.558  -2.020  -8.754   -1.848
  1.50  5.0 -0.246 -34.396 -15.942  -16.313  -1.963  -6.270   -1.773
  2.00  5.0 -0.383 -25.454 -12.748  -12.982  -1.929  -4.958   -1.728
  3.00  5.0 -0.476 -16.521  -9.070   -9.110  -1.891  -3.807   -1.666
  5.00  5.0 -0.502  -9.434  -5.710   -5.501  -1.796  -2.789   -1.435
 10.00  5.0 -0.509  -4.267  -2.674   -2.113  -0.713  -1.485    0.034
 30.00  5.0 -0.511   0.046   1.447    2.558   1.182   1.437    2.762
100.00  5.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -2.154 -99.999   -2.039
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -2.154 -68.939   -2.040
  0.20  6.0  0.213 -99.999 -87.391  -88.671  -2.154 -36.931   -2.040
  0.40  6.0  0.206 -99.999 -46.120  -47.093  -2.141 -20.533   -2.020
  0.70  6.0  0.189 -75.221 -28.081  -28.803  -2.091 -13.189   -1.948
  1.00  6.0  0.161 -52.268 -20.696  -21.255  -2.040 -10.057   -1.876
  1.50  6.0  0.093 -34.396 -14.804  -15.175  -1.979  -7.407   -1.795
  2.00  6.0  0.001 -25.454 -11.781  -12.016  -1.942  -5.923   -1.746
  3.00  6.0 -0.212 -16.521  -8.627   -8.667  -1.899  -4.244   -1.684
  5.00  6.0 -0.420  -9.433  -5.627   -5.418  -1.799  -2.869   -1.453
 10.00  6.0 -0.491  -4.267  -2.665   -2.104  -0.713  -1.493    0.032
 30.00  6.0 -0.509   0.046   1.448    2.558   1.182   1.436    2.762
100.00  6.0 -0.511   2.564   5.001    6.684   1.773   4.651    6.276
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -2.307 -99.999   -2.264
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -2.307 -93.998   -2.264
  0.20  7.0  0.711 -99.999 -74.870  -76.146  -2.307 -49.473   -2.263
  0.40  7.0  0.708 -99.999 -39.818  -40.789  -2.291 -26.855   -2.237
  0.70  7.0  0.701 -75.221 -24.414  -25.133  -2.229 -16.872   -2.140
  1.00  7.0  0.689 -52.268 -18.046  -18.601  -2.166 -12.720   -2.047
  1.50  7.0  0.662 -34.396 -12.901  -13.270  -2.091  -9.318   -1.944
  2.00  7.0  0.622 -25.454 -10.216  -10.450  -2.044  -7.489   -1.880
  3.00  7.0  0.510 -16.521  -7.412   -7.452  -1.981  -5.455   -1.794
  5.00  7.0  0.187  -9.432  -5.017   -4.807  -1.841  -3.470   -1.558
 10.00  7.0 -0.315  -4.264  -2.577   -2.018  -0.716  -1.578    0.012
 30.00  7.0 -0.490   0.046   1.451    2.561   1.182   1.433    2.759
100.00  7.0 -0.509   2.564   5.002    6.684   1.773   4.651    6.276
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -3.608 -99.999   -4.053
  0.10  8.0  1.936 -99.999 -82.449  -84.034  -3.613 -99.999   -4.059
  0.20  8.0  1.935 -99.999 -44.134  -45.414  -3.612 -80.327   -4.053
  0.40  8.0  1.934 -99.999 -24.500  -25.475  -3.510 -42.302   -3.795
  0.70  8.0  1.931 -75.221 -15.694  -16.416  -3.234 -25.728   -3.327
  1.00  8.0  1.925 -52.268 -11.949  -12.502  -3.036 -18.950   -3.068
  1.50  8.0  1.913 -34.396  -8.830   -9.178  -2.847 -13.522   -2.839
  2.00  8.0  1.895 -25.454  -7.129   -7.339  -2.732 -10.695   -2.700
  3.00  8.0  1.844 -16.521  -5.256   -5.270  -2.567  -7.695   -2.491
  5.00  8.0  1.681  -9.431  -3.543   -3.320  -2.221  -4.972   -2.002
 10.00  8.0  0.982  -4.253  -1.930   -1.376  -0.754  -2.218   -0.096
 30.00  8.0 -0.302   0.048   1.482    2.592   1.177   1.403    2.732
100.00  8.0 -0.492   2.564   5.002    6.685   1.773   4.651    6.275
  0.01  9.0  4.671 -99.999  -2.132   -2.214 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -99.999  -2.132   -2.213 -71.106 -99.999  -72.696
  0.20  9.0  4.671 -99.999  -2.131   -2.211 -38.707 -99.999  -39.997
  0.40  9.0  4.671 -99.999  -2.126   -2.203 -22.069 -76.780  -23.061
  0.70  9.0  4.665 -75.221  -2.121   -2.190 -14.573 -45.419  -15.300
  1.00  9.0  4.665 -52.268  -2.103   -2.157 -11.404 -32.759  -11.945
  1.50  9.0  4.660 -34.396  -2.062   -2.080  -8.707 -22.754   -9.049
  2.00  9.0  4.650 -25.454  -1.989   -1.948  -7.215 -17.639   -7.436
  3.00  9.0  4.625 -16.521  -1.724   -1.539  -5.512 -12.366   -5.563
  5.00  9.0  4.551  -9.431  -1.192   -0.831  -3.660  -7.865   -3.360
 10.00  9.0  4.197  -4.249  -0.420    0.165  -1.095  -3.834   -0.546
 30.00  9.0  1.461   0.061   1.772    2.877   1.119   1.117    2.478
100.00  9.0 -0.324   2.566   5.011    6.693   1.770   4.642    6.267
  0.01 10.0 10.608 -99.999   1.451    1.963 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999   1.452    1.963 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -99.999   1.452    1.963 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -99.999   1.453    1.964 -94.220 -99.999  -95.209
  0.70 10.0 10.608 -75.221   1.455    1.966 -54.718 -88.207  -55.466
  1.00 10.0 10.603 -52.268   1.456    1.967 -38.747 -62.686  -39.343
  1.50 10.0 10.603 -34.396   1.464    1.977 -26.213 -42.722  -26.638
  2.00 10.0 10.598 -25.454   1.481    1.993 -19.834 -32.627  -20.139
  3.00 10.0 10.588 -16.521   1.518    2.046 -13.303 -22.385  -13.443
  5.00 10.0 10.552  -9.431   1.626    2.203  -7.675 -13.914   -7.651
 10.00 10.0 10.389  -4.249   1.909    2.579  -3.081  -6.954   -2.790
 30.00 10.0  8.651   0.076   2.914    4.012   0.506  -0.080    1.439
100.00 10.0  1.351   2.585   5.092    6.775   1.737   4.559    6.184
  0.01 11.0 23.419 -99.999   4.458    5.533 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   4.458    5.534 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   4.458    5.533 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   4.458    5.533 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -75.221   4.459    5.534 -99.999 -99.999  -99.999
