 neg. daughter mg21 z=12 n= 9 a=21 Q= 10.9120
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -2.426 -99.999   -2.527
  0.10  7.0  0.711 -99.999 -71.994  -73.578  -2.430 -93.810   -2.533
  0.20  7.0  0.711 -99.999 -39.522  -40.802  -2.432 -49.300   -2.535
  0.40  7.0  0.708 -99.999 -22.897  -23.870  -2.430 -26.696   -2.532
  0.70  7.0  0.701 -64.253 -15.468  -16.190  -2.425 -16.733   -2.521
  1.00  7.0  0.689 -45.186 -12.342  -12.901  -2.417 -12.599   -2.505
  1.50  7.0  0.662 -30.370  -9.765  -10.136  -2.398  -9.218   -2.468
  2.00  7.0  0.622 -22.968  -8.381   -8.616  -2.363  -7.400   -2.403
  3.00  7.0  0.510 -15.556  -6.845   -6.886  -2.171  -5.371   -2.102
  5.00  7.0  0.187  -9.546  -5.224   -5.029  -1.188  -3.301   -0.746
 10.00  7.0 -0.315  -4.792  -2.340   -1.837   0.312  -0.705    0.906
 30.00  7.0 -0.490  -0.249   1.530    2.602   0.996   2.007    3.248
100.00  7.0 -0.509   2.184   4.855    6.527   1.106   4.808    6.435
  0.01  8.0  1.936 -99.999 -77.308  -78.396 -65.038 -99.999  -67.597
  0.10  8.0  1.936 -99.999 -13.135  -14.199 -13.061 -99.999  -14.652
  0.20  8.0  1.935 -99.999  -9.649  -10.652  -9.449 -80.153  -10.742
  0.40  8.0  1.934 -99.999  -7.765   -8.613  -7.019 -42.142   -8.065
  0.70  8.0  1.931 -64.253  -6.755   -7.407  -5.856 -25.589   -6.636
  1.00  8.0  1.925 -45.186  -6.280   -6.767  -5.209 -18.829   -5.818
  1.50  8.0  1.913 -30.370  -5.658   -5.984  -4.388 -13.421   -4.778
  2.00  8.0  1.895 -22.968  -5.237   -5.441  -3.870 -10.606   -4.081
  3.00  8.0  1.844 -15.556  -4.644   -4.666  -3.053  -7.611   -2.984
  5.00  8.0  1.681  -9.546  -3.738   -3.535  -1.352  -4.803   -0.948
 10.00  8.0  0.982  -4.779  -1.687   -1.185   0.247  -1.342    0.740
 30.00  8.0 -0.302  -0.247   1.561    2.633   0.989   1.977    3.218
100.00  8.0 -0.492   2.184   4.856    6.528   1.106   4.807    6.435
  0.01  9.0  4.671 -99.999  -1.898   -1.796 -99.999 -99.999  -99.999
  0.10  9.0  4.671 -99.999  -1.939   -1.836 -99.999 -99.999  -99.999
  0.20  9.0  4.671 -99.999  -2.017   -1.914 -73.761 -99.999  -75.051
  0.40  9.0  4.671 -99.999  -2.058   -1.935 -38.722 -76.621  -39.726
  0.70  9.0  4.665 -64.253  -2.000   -1.819 -23.317 -45.280  -24.059
  1.00  9.0  4.665 -45.186  -1.926   -1.705 -16.940 -32.638  -17.467
  1.50  9.0  4.660 -30.370  -1.838   -1.582 -11.409 -22.653  -11.542
  2.00  9.0  4.650 -22.968  -1.777   -1.502  -8.260 -17.549   -8.291
  3.00  9.0  4.625 -15.556  -1.663   -1.368  -4.979 -12.283   -4.930
  5.00  9.0  4.551  -9.546  -1.253   -0.959  -2.309  -7.696   -2.144
 10.00  9.0  4.197  -4.775  -0.084    0.422  -0.340  -2.957   -0.007
 30.00  9.0  1.461  -0.233   1.853    2.924   0.898   1.690    2.932
100.00  9.0 -0.324   2.187   4.864    6.536   1.102   4.799    6.426
  0.01 10.0 10.608 -99.999   2.252    2.840 -99.999 -99.999  -99.999
  0.10 10.0 10.608 -99.999   2.250    2.838 -99.999 -99.999  -99.999
  0.20 10.0 10.608 -99.999   2.248    2.834 -99.999 -99.999  -99.999
  0.40 10.0 10.608 -99.999   2.246    2.832 -99.999 -99.999  -99.999
  0.70 10.0 10.608 -64.253   2.247    2.833 -64.027 -88.068  -64.778
  1.00 10.0 10.603 -45.186   2.246    2.833 -44.838 -62.564  -45.437
  1.50 10.0 10.603 -30.370   2.249    2.839 -29.770 -42.621  -30.200
  2.00 10.0 10.598 -22.968   2.252    2.844 -22.116 -32.538  -22.428
  3.00 10.0 10.588 -15.556   2.260    2.860 -14.338 -22.301  -14.489
  5.00 10.0 10.552  -9.546   2.285    2.907  -7.987 -13.745   -7.948
 10.00 10.0 10.389  -4.775   2.389    3.094  -3.190  -6.077   -2.940
 30.00 10.0  8.651  -0.217   2.995    4.082   0.098   0.493    1.746
100.00 10.0  1.351   2.207   4.946    6.619   1.065   4.716    6.343
  0.01 11.0 23.419 -99.999   4.528    5.688 -99.999 -99.999  -99.999
  0.10 11.0 23.424 -99.999   4.528    5.687 -99.999 -99.999  -99.999
  0.20 11.0 23.419 -99.999   4.526    5.685 -99.999 -99.999  -99.999
  0.40 11.0 23.419 -99.999   4.525    5.685 -99.999 -99.999  -99.999
  0.70 11.0 23.424 -64.253   4.526    5.685 -99.999 -99.999  -99.999
  1.00 11.0 23.419 -45.186   4.525    5.685 -99.999 -99.999  -99.999
  1.50 11.0 23.419 -30.370   4.525    5.685 -72.831 -85.682  -73.261
  2.00 11.0 23.419 -22.968   4.526    5.686 -54.425 -64.847  -54.737
  3.00 11.0 23.414 -15.556   4.526    5.687 -35.886 -43.849  -36.036
  5.00 11.0 23.399  -9.546   4.528    5.691 -20.936 -26.694  -20.897
 10.00 11.0 23.322  -4.775   4.538    5.710  -9.708 -12.596   -9.459
 30.00 11.0 22.504  -0.216   4.652    5.913  -2.176  -1.834   -0.578
100.00 11.0 14.012   2.293   5.544    7.230   0.661   4.084    5.709
       end	   
 neg. daughter co53 z=27 n=26 a=53 Q=-42.6402
 pos. daughter fe53 z=26 n=27 a=53 Q=-50.9442
              +++++++++co53 -->fe53 +++++++++---------fe53 -->co53 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003   0.484  -5.277    1.077 -99.999 -99.999  -99.999
  0.10  1.0 -0.058   0.484  -5.781    1.077 -99.999 -99.999  -99.999
  0.20  1.0 -0.134   0.484  -5.927    1.077 -99.999 -99.999  -99.999
  0.40  1.0 -0.306   0.484  -6.064    1.077 -99.999 -99.999  -99.999
  0.70  1.0 -0.503   0.484  -5.524    1.077 -65.233 -60.237  -60.973
  1.00  1.0 -0.511   0.484  -4.262    1.077 -46.710 -42.877  -43.455
  1.50  1.0 -0.511   0.484  -3.140    1.077 -32.306 -29.240  -29.638
  2.00  1.0 -0.511   0.483  -2.502    1.077 -25.112 -22.306  -22.573
  3.00  1.0 -0.511   0.479  -1.739    1.077 -17.936 -15.203  -15.277
  5.00  1.0 -0.511   0.463  -0.885    1.095 -12.229  -9.223   -9.029
 10.00  1.0 -0.511   0.453   0.331    1.460  -7.987  -4.124   -3.543
 30.00  1.0 -0.511   1.786   2.724    3.972  -5.191   0.882    1.959
100.00  1.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  2.0 -0.001   0.484  -4.297    1.077 -99.999 -99.999  -99.999
  0.10  2.0 -0.038   0.484  -4.782    1.077 -99.999 -99.999  -99.999
  0.20  2.0 -0.095   0.484  -4.927    1.077 -99.999 -99.999  -99.999
  0.40  2.0 -0.227   0.484  -5.065    1.077 -99.999 -99.999  -99.999
  0.70  2.0 -0.446   0.484  -5.111    1.077 -65.233 -60.650  -61.386
  1.00  2.0 -0.506   0.484  -4.241    1.077 -46.710 -42.898  -43.477
  1.50  2.0 -0.511   0.484  -3.139    1.077 -32.306 -29.242  -29.639
  2.00  2.0 -0.511   0.483  -2.502    1.077 -25.112 -22.306  -22.573
  3.00  2.0 -0.511   0.479  -1.739    1.077 -17.936 -15.203  -15.277
  5.00  2.0 -0.511   0.463  -0.885    1.095 -12.229  -9.223   -9.029
 10.00  2.0 -0.511   0.453   0.331    1.460  -7.987  -4.124   -3.543
 30.00  2.0 -0.511   1.786   2.724    3.972  -5.191   0.882    1.959
100.00  2.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  3.0  0.003   0.484  -3.397    1.077 -99.999 -99.999  -99.999
  0.10  3.0 -0.018   0.484  -3.788    1.077 -99.999 -99.999  -99.999
  0.20  3.0 -0.055   0.484  -3.929    1.077 -99.999 -99.999  -99.999
  0.40  3.0 -0.147   0.484  -4.065    1.077 -99.999 -99.999  -99.999
  0.70  3.0 -0.314   0.484  -4.164    1.077 -65.234 -61.598  -62.334
  1.00  3.0 -0.465   0.484  -4.035    1.077 -46.710 -43.104  -43.683
  1.50  3.0 -0.506   0.484  -3.124    1.077 -32.306 -29.256  -29.654
  2.00  3.0 -0.510   0.483  -2.499    1.077 -25.112 -22.309  -22.577
  3.00  3.0 -0.511   0.479  -1.738    1.077 -17.936 -15.203  -15.278
  5.00  3.0 -0.511   0.463  -0.885    1.095 -12.229  -9.223   -9.029
 10.00  3.0 -0.511   0.453   0.331    1.460  -7.987  -4.124   -3.543
 30.00  3.0 -0.511   1.786   2.724    3.972  -5.191   0.882    1.959
100.00  3.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  4.0  0.012   0.484  -2.734    1.078 -99.999 -99.999  -99.999
  0.10  4.0  0.005   0.484  -2.844    1.077 -99.999 -99.999  -99.999
  0.20  4.0 -0.013   0.484  -2.949    1.077 -99.999 -99.999  -99.999
  0.40  4.0 -0.067   0.484  -3.071    1.077 -99.999 -99.999  -99.999
  0.70  4.0 -0.174   0.484  -3.167    1.077 -65.242 -62.604  -63.339
  1.00  4.0 -0.302   0.484  -3.217    1.077 -46.715 -43.926  -44.504
  1.50  4.0 -0.464   0.484  -2.984    1.077 -32.308 -29.398  -29.796
  2.00  4.0 -0.497   0.483  -2.468    1.077 -25.113 -22.341  -22.608
  3.00  4.0 -0.507   0.479  -1.733    1.077 -17.937 -15.209  -15.283
  5.00  4.0 -0.510   0.463  -0.884    1.095 -12.229  -9.224   -9.030
 10.00  4.0 -0.511   0.453   0.331    1.460  -7.987  -4.124   -3.543
 30.00  4.0 -0.511   1.786   2.724    3.972  -5.191   0.882    1.959
100.00  4.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  5.0  0.053   0.484  -2.036    1.080 -99.999 -99.999  -99.999
  0.10  5.0  0.052   0.484  -2.045    1.080 -99.999 -99.999  -99.999
  0.20  5.0  0.047   0.484  -2.065    1.080 -99.999 -99.999  -99.999
  0.40  5.0  0.026   0.484  -2.122    1.079 -99.999 -99.999  -99.999
  0.70  5.0 -0.026   0.484  -2.186    1.079 -65.314 -63.671  -64.396
  1.00  5.0 -0.098   0.484  -2.230    1.079 -46.766 -44.958  -45.531
  1.50  5.0 -0.246   0.484  -2.268    1.078 -32.337 -30.132  -30.528
  2.00  5.0 -0.383   0.483  -2.186    1.078 -25.127 -22.629  -22.896
  3.00  5.0 -0.476   0.479  -1.682    1.078 -17.942 -15.262  -15.337
  5.00  5.0 -0.502   0.463  -0.876    1.095 -12.231  -9.232   -9.038
 10.00  5.0 -0.509   0.453   0.332    1.461  -7.988  -4.125   -3.544
 30.00  5.0 -0.511   1.786   2.724    3.972  -5.191   0.882    1.959
100.00  5.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  6.0  0.215   0.484  -1.261    1.093 -99.999 -99.999  -99.999
  0.10  6.0  0.214   0.484  -1.261    1.093 -99.999 -99.999  -99.999
  0.20  6.0  0.213   0.484  -1.260    1.093 -99.999 -99.999  -99.999
  0.40  6.0  0.206   0.484  -1.265    1.093 -99.999 -99.999  -99.999
  0.70  6.0  0.189   0.484  -1.273    1.093 -65.933 -65.221  -65.892
  1.00  6.0  0.161   0.484  -1.285    1.093 -47.213 -46.261  -46.809
  1.50  6.0  0.093   0.484  -1.300    1.092 -32.616 -31.270  -31.658
  2.00  6.0  0.001   0.483  -1.311    1.091 -25.309 -23.596  -23.861
  3.00  6.0 -0.212   0.479  -1.266    1.089 -18.016 -15.704  -15.779
  5.00  6.0 -0.420   0.463  -0.798    1.103 -12.250  -9.315   -9.121
 10.00  6.0 -0.491   0.453   0.341    1.466  -7.991  -4.134   -3.553
 30.00  6.0 -0.509   1.786   2.724    3.972  -5.191   0.882    1.958
100.00  6.0 -0.511   2.504   5.454    7.135  -4.228   4.516    6.124
  0.01  7.0  0.711   0.484  -0.346    1.200 -99.999 -99.999  -99.999
  0.10  7.0  0.711   0.484  -0.346    1.200 -99.999 -99.999  -99.999
  0.20  7.0  0.711   0.484  -0.345    1.200 -99.999 -99.999  -99.999
  0.40  7.0  0.708   0.484  -0.345    1.200 -99.999 -99.999  -99.999
  0.70  7.0  0.701   0.484  -0.344    1.200 -69.374 -68.903  -69.549
  1.00  7.0  0.689   0.484  -0.342    1.200 -49.702 -48.924  -49.461
  1.50  7.0  0.662   0.484  -0.338    1.201 -34.102 -33.181  -33.555
  2.00  7.0  0.622   0.483  -0.332    1.202 -26.465 -25.162  -25.422
  3.00  7.0  0.510   0.479  -0.315    1.202 -18.687 -16.919  -16.992
  5.00  7.0  0.187   0.464  -0.244    1.207 -12.489  -9.926   -9.731
 10.00  7.0 -0.315   0.455   0.425    1.519  -8.023  -4.222   -3.641
 30.00  7.0 -0.490   1.787   2.727    3.975  -5.193   0.879    1.955
100.00  7.0 -0.509   2.504   5.454    7.136  -4.228   4.516    6.124
  0.01  8.0  1.936   0.484   0.760    1.776 -99.999 -99.999  -99.999
  0.10  8.0  1.936   0.484   0.760    1.776 -99.999 -99.999  -99.999
  0.20  8.0  1.935   0.484   0.760    1.776 -99.999 -99.999  -99.999
  0.40  8.0  1.934   0.484   0.761    1.776 -99.999 -99.999  -99.999
  0.70  8.0  1.931   0.484   0.762    1.777 -78.341 -77.759  -78.417
  1.00  8.0  1.925   0.484   0.763    1.778 -55.879 -55.154  -55.684
  1.50  8.0  1.913   0.484   0.771    1.781 -38.430 -37.384  -37.765
  2.00  8.0  1.895   0.483   0.776    1.785 -29.656 -28.368  -28.628
  3.00  8.0  1.844   0.479   0.794    1.793 -20.852 -19.158  -19.231
  5.00  8.0  1.681   0.464   0.834    1.815 -13.753 -11.431  -11.236
 10.00  8.0  0.982   0.462   1.023    1.978  -8.395  -4.871   -4.292
 30.00  8.0 -0.302   1.789   2.757    4.004  -5.207   0.848    1.924
100.00  8.0 -0.492   2.505   5.455    7.136  -4.228   4.515    6.123
  0.01  9.0  4.671   0.484   2.134    3.023 -99.999 -99.999  -99.999
  0.10  9.0  4.671   0.484   2.134    3.023 -99.999 -99.999  -99.999
  0.20  9.0  4.671   0.484   2.134    3.023 -99.999 -99.999  -99.999
  0.40  9.0  4.671   0.484   2.134    3.023 -99.999 -99.999  -99.999
  0.70  9.0  4.665   0.484   2.133    3.023 -98.032 -97.450  -98.108
  1.00  9.0  4.665   0.484   2.135    3.024 -69.688 -68.963  -69.493
  1.50  9.0  4.660   0.484   2.137    3.027 -47.662 -46.616  -46.997
  2.00  9.0  4.650   0.483   2.139    3.029 -36.600 -35.312  -35.572
  3.00  9.0  4.625   0.479   2.144    3.034 -25.523 -23.830  -23.903
  5.00  9.0  4.551   0.464   2.161    3.051 -16.636 -14.324  -14.130
 10.00  9.0  4.197   0.464   2.244    3.153  -9.888  -6.490   -5.911
 30.00  9.0  1.461   1.806   3.038    4.279  -5.369   0.555    1.630
100.00  9.0 -0.324   2.507   5.463    7.145  -4.232   4.507    6.115
  0.01 10.0 10.608   0.484   3.705    4.727 -99.999 -99.999  -99.999
  0.10 10.0 10.608   0.484   3.706    4.728 -99.999 -99.999  -99.999
  0.20 10.0 10.608   0.484   3.706    4.727 -99.999 -99.999  -99.999
  0.40 10.0 10.608   0.484   3.706    4.728 -99.999 -99.999  -99.999
  0.70 10.0 10.608   0.484   3.706    4.728 -99.999 -99.999  -99.999
  1.00 10.0 10.603   0.484   3.705    4.727 -99.671 -98.890  -99.427
  1.50 10.0 10.603   0.484   3.706    4.729 -67.631 -66.584  -66.965
  2.00 10.0 10.598   0.483   3.707    4.729 -51.589 -50.301  -50.561
  3.00 10.0 10.588   0.479   3.708    4.731 -35.542 -33.849  -33.921
  5.00 10.0 10.552   0.464   3.710    4.736 -22.685 -20.373  -20.179
 10.00 10.0 10.389   0.464   3.730    4.769 -13.005  -9.611   -9.031
 30.00 10.0  8.651   1.824   4.076    5.338  -6.392  -0.649    0.424
100.00 10.0  1.351   2.530   5.544    7.227  -4.275   4.424    6.031
  0.01 11.0 23.419   0.484   5.349    6.658 -99.999 -99.999  -99.999
  0.10 11.0 23.424   0.484   5.349    6.658 -99.999 -99.999  -99.999
  0.20 11.0 23.419   0.484   5.349    6.658 -99.999 -99.999  -99.999
  0.40 11.0 23.419   0.484   5.349    6.658 -99.999 -99.999  -99.999
  0.70 11.0 23.424   0.484   5.349    6.658 -99.999 -99.999  -99.999
  1.00 11.0 23.419   0.484   5.349    6.658 -99.999 -99.999  -99.999
  1.50 11.0 23.419   0.484   5.349    6.658 -99.999 -99.999  -99.999
  2.00 11.0 23.419   0.483   5.349    6.659 -83.897 -82.609  -82.869
  3.00 11.0 23.414   0.479   5.349    6.659 -57.089 -55.396  -55.469
  5.00 11.0 23.399   0.464   5.349    6.658 -35.635 -33.323  -33.128
 10.00 11.0 23.322   0.464   5.349    6.662 -19.524 -16.129  -15.550
 30.00 11.0 22.504   1.825   5.482    6.881  -8.704  -2.976   -1.903
100.00 11.0 14.012   2.626   6.138    7.836  -4.722   3.791    5.396
       end	   
 neg. daughter fe53 z=26 n=27 a=53 Q=-50.9442
 pos. daughter mn53 z=25 n=28 a=53 Q=-54.6874
              +++++++++fe53 -->mn53 +++++++++---------mn53 -->fe53 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003  -2.878  -7.128   -2.723 -99.999 -99.999  -99.999
  0.10  1.0 -0.058  -2.878  -7.629   -2.723 -99.999 -99.999  -99.999
  0.20  1.0 -0.134  -2.878  -7.771   -2.723 -99.999 -98.648  -99.928
  0.40  1.0 -0.306  -2.878  -7.900   -2.723 -99.999 -50.081  -51.053
  0.70  1.0 -0.503  -2.878  -7.346   -2.723 -71.806 -29.342  -30.059
  1.00  1.0 -0.511  -2.878  -6.069   -2.723 -49.725 -21.812  -22.361
  1.50  1.0 -0.511  -2.877  -4.918   -2.714 -32.561 -15.802  -16.155
  2.00  1.0 -0.511  -2.871  -4.249   -2.678 -23.989 -12.663  -12.872
  3.00  1.0 -0.511  -2.818  -3.417   -2.454 -15.426  -9.308   -9.315
  5.00  1.0 -0.511  -2.511  -2.412   -1.672  -8.576  -6.225   -5.981
 10.00  1.0 -0.511  -1.340  -0.978   -0.054  -3.423  -3.218   -2.442
 30.00  1.0 -0.511   1.100   2.073    3.292  -0.015   0.893    2.079
100.00  1.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  2.0 -0.001  -2.878  -6.148   -2.723 -99.999 -99.999  -99.999
  0.10  2.0 -0.038  -2.878  -6.630   -2.723 -99.999 -99.999  -99.999
  0.20  2.0 -0.095  -2.878  -6.771   -2.723 -99.999 -99.649  -99.999
  0.40  2.0 -0.227  -2.878  -6.901   -2.723 -99.999 -51.081  -52.052
  0.70  2.0 -0.446  -2.878  -6.934   -2.723 -71.806 -29.755  -30.472
  1.00  2.0 -0.506  -2.878  -6.048   -2.723 -49.725 -21.833  -22.383
  1.50  2.0 -0.511  -2.877  -4.917   -2.714 -32.561 -15.804  -16.156
  2.00  2.0 -0.511  -2.871  -4.249   -2.678 -23.989 -12.663  -12.872
  3.00  2.0 -0.511  -2.818  -3.417   -2.454 -15.426  -9.308   -9.315
  5.00  2.0 -0.511  -2.511  -2.412   -1.672  -8.576  -6.225   -5.981
 10.00  2.0 -0.511  -1.340  -0.978   -0.054  -3.423  -3.218   -2.442
 30.00  2.0 -0.511   1.100   2.073    3.292  -0.015   0.893    2.079
100.00  2.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  3.0  0.003  -2.878  -5.247   -2.720 -99.999 -99.999  -99.999
  0.10  3.0 -0.018  -2.878  -5.636   -2.722 -99.999 -99.999  -99.999
  0.20  3.0 -0.055  -2.878  -5.773   -2.722 -99.999 -99.999  -99.999
  0.40  3.0 -0.147  -2.878  -5.901   -2.723 -99.999 -52.084  -53.055
  0.70  3.0 -0.314  -2.878  -5.986   -2.723 -71.806 -30.703  -31.420
  1.00  3.0 -0.465  -2.878  -5.842   -2.722 -49.725 -22.039  -22.589
  1.50  3.0 -0.506  -2.877  -4.902   -2.714 -32.561 -15.818  -16.171
  2.00  3.0 -0.510  -2.871  -4.246   -2.678 -23.989 -12.666  -12.875
  3.00  3.0 -0.511  -2.818  -3.416   -2.454 -15.426  -9.309   -9.315
  5.00  3.0 -0.511  -2.511  -2.411   -1.672  -8.576  -6.225   -5.981
 10.00  3.0 -0.511  -1.340  -0.978   -0.054  -3.423  -3.219   -2.442
 30.00  3.0 -0.511   1.100   2.073    3.292  -0.015   0.893    2.079
100.00  3.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  4.0  0.012  -2.878  -4.583   -2.707 -99.999 -99.999  -99.999
  0.10  4.0  0.005  -2.878  -4.691   -2.710 -99.999 -99.999  -99.999
  0.20  4.0 -0.013  -2.878  -4.793   -2.713 -99.999 -99.999  -99.999
  0.40  4.0 -0.067  -2.878  -4.907   -2.715 -99.999 -53.102  -54.073
  0.70  4.0 -0.174  -2.878  -4.988   -2.717 -71.806 -31.709  -32.427
  1.00  4.0 -0.302  -2.878  -5.024   -2.717 -49.725 -22.861  -23.411
  1.50  4.0 -0.464  -2.877  -4.762   -2.711 -32.561 -15.960  -16.313
  2.00  4.0 -0.497  -2.871  -4.215   -2.675 -23.989 -12.698  -12.907
  3.00  4.0 -0.507  -2.818  -3.411   -2.452 -15.426  -9.314   -9.321
  5.00  4.0 -0.510  -2.511  -2.411   -1.671  -8.576  -6.226   -5.982
 10.00  4.0 -0.511  -1.340  -0.978   -0.054  -3.423  -3.219   -2.442
 30.00  4.0 -0.511   1.100   2.073    3.292  -0.015   0.893    2.079
100.00  4.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  5.0  0.053  -2.878  -3.877   -2.645 -99.999 -99.999  -99.999
  0.10  5.0  0.052  -2.878  -3.885   -2.646 -99.999 -99.999  -99.999
  0.20  5.0  0.047  -2.878  -3.903   -2.649 -99.999 -99.999  -99.999
  0.40  5.0  0.026  -2.878  -3.954   -2.656 -99.999 -54.270  -55.241
  0.70  5.0 -0.026  -2.878  -4.005   -2.663 -71.806 -32.776  -33.493
  1.00  5.0 -0.098  -2.878  -4.035   -2.666 -49.725 -23.893  -24.442
  1.50  5.0 -0.246  -2.877  -4.044   -2.666 -32.562 -16.694  -17.046
  2.00  5.0 -0.383  -2.871  -3.932   -2.642 -23.989 -12.986  -13.195
  3.00  5.0 -0.476  -2.818  -3.359   -2.433 -15.426  -9.367   -9.374
  5.00  5.0 -0.502  -2.511  -2.403   -1.666  -8.576  -6.234   -5.991
 10.00  5.0 -0.509  -1.340  -0.977   -0.053  -3.423  -3.219   -2.443
 30.00  5.0 -0.511   1.100   2.073    3.292  -0.015   0.893    2.079
100.00  5.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  6.0  0.215  -2.878  -3.068   -2.363 -99.999 -99.999  -99.999
  0.10  6.0  0.214  -2.878  -3.068   -2.363 -99.999 -99.999  -99.999
  0.20  6.0  0.213  -2.878  -3.066   -2.362 -99.999 -99.999  -99.999
  0.40  6.0  0.206  -2.878  -3.068   -2.363 -99.999 -56.543  -57.514
  0.70  6.0  0.189  -2.878  -3.068   -2.362 -71.808 -34.326  -35.043
  1.00  6.0  0.161  -2.878  -3.069   -2.361 -49.727 -25.196  -25.746
  1.50  6.0  0.093  -2.877  -3.062   -2.354 -32.563 -17.832  -18.184
  2.00  6.0  0.001  -2.871  -3.046   -2.337 -23.990 -13.953  -14.162
  3.00  6.0 -0.212  -2.816  -2.940   -2.225 -15.427  -9.809   -9.816
  5.00  6.0 -0.420  -2.509  -2.324   -1.607  -8.576  -6.316   -6.072
 10.00  6.0 -0.491  -1.339  -0.969   -0.046  -3.423  -3.228   -2.449
 30.00  6.0 -0.509   1.100   2.073    3.292  -0.016   0.893    2.078
100.00  6.0 -0.511   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  7.0  0.711  -2.878  -2.052   -1.548 -99.999 -99.999  -99.999
  0.10  7.0  0.711  -2.878  -2.052   -1.548 -99.999 -99.999  -99.999
  0.20  7.0  0.711  -2.878  -2.051   -1.547 -99.999 -99.999  -99.999
  0.40  7.0  0.708  -2.878  -2.050   -1.545 -99.999 -62.866  -63.837
  0.70  7.0  0.701  -2.878  -2.046   -1.541 -71.847 -38.008  -38.726
  1.00  7.0  0.689  -2.878  -2.040   -1.533 -49.767 -27.859  -28.409
  1.50  7.0  0.662  -2.877  -2.025   -1.515 -32.603 -19.743  -20.095
  2.00  7.0  0.622  -2.871  -2.006   -1.490 -24.030 -15.519  -15.728
  3.00  7.0  0.510  -2.815  -1.950   -1.410 -15.438 -11.023  -11.030
  5.00  7.0  0.187  -2.503  -1.764   -1.129  -8.585  -6.927   -6.669
 10.00  7.0 -0.315  -1.336  -0.884    0.026  -3.427  -3.317   -2.504
 30.00  7.0 -0.490   1.100   2.076    3.295  -0.016   0.890    2.075
100.00  7.0 -0.509   2.457   5.238    6.913   1.104   4.558    6.180
  0.01  8.0  1.936  -2.878  -0.792   -0.240 -99.999 -99.999  -99.999
  0.10  8.0  1.936  -2.878  -0.792   -0.240 -99.999 -99.999  -99.999
  0.20  8.0  1.935  -2.878  -0.792   -0.240 -99.999 -99.999  -99.999
  0.40  8.0  1.934  -2.878  -0.792   -0.239 -99.999 -78.312  -79.283
  0.70  8.0  1.931  -2.878  -0.790   -0.237 -71.945 -46.864  -47.582
  1.00  8.0  1.925  -2.878  -0.788   -0.233 -49.865 -34.089  -34.639
  1.50  8.0  1.913  -2.877  -0.781   -0.224 -32.700 -23.946  -24.298
  2.00  8.0  1.895  -2.871  -0.773   -0.210 -24.126 -18.725  -18.934
  3.00  8.0  1.844  -2.815  -0.745   -0.164 -15.560 -13.263  -13.263
  5.00  8.0  1.681  -2.501  -0.650   -0.004  -8.698  -8.432   -7.899
 10.00  8.0  0.982  -1.325  -0.292    0.575  -3.506  -3.968   -2.846
 30.00  8.0 -0.302   1.102   2.107    3.324  -0.023   0.859    2.045
100.00  8.0 -0.492   2.457   5.239    6.914   1.104   4.557    6.179
  0.01  9.0  4.671  -2.878   0.657    1.393 -99.999 -99.999  -99.999
  0.10  9.0  4.671  -2.878   0.657    1.393 -99.999 -99.999  -99.999
  0.20  9.0  4.671  -2.878   0.657    1.394 -99.999 -99.999  -99.999
  0.40  9.0  4.671  -2.878   0.658    1.394 -99.999 -99.999  -99.999
  0.70  9.0  4.665  -2.878   0.657    1.393 -72.752 -66.555  -67.272
  1.00  9.0  4.665  -2.878   0.659    1.396 -50.669 -47.898  -48.444
  1.50  9.0  4.660  -2.877   0.661    1.399 -33.509 -33.178  -33.140
  2.00  9.0  4.650  -2.871   0.662    1.403 -24.922 -25.669  -24.735
  3.00  9.0  4.625  -2.815   0.669    1.418 -16.323 -17.935  -16.129
  5.00  9.0  4.551  -2.501   0.703    1.485  -9.382 -11.325   -9.123
 10.00  9.0  4.197  -1.321   0.908    1.801  -3.990  -5.587   -3.590
 30.00  9.0  1.461   1.118   2.391    3.600  -0.105   0.570    1.761
100.00  9.0 -0.324   2.460   5.247    6.922   1.101   4.549    6.171
  0.01 10.0 10.608  -2.878   2.623    3.400 -99.999 -99.999  -99.999
  0.10 10.0 10.608  -2.878   2.623    3.400 -99.999 -99.999  -99.999
  0.20 10.0 10.608  -2.878   2.623    3.400 -99.999 -99.999  -99.999
  0.40 10.0 10.608  -2.878   2.623    3.400 -99.999 -99.999  -99.999
  0.70 10.0 10.608  -2.878   2.624    3.401 -99.999 -99.999  -99.999
